Sample in Buffer,Sample in Window,TRIGGER,design_1_i/adc_interface_0_m_axis_tdata[31:0],design_1_i/adc_interface_0_m_axis_tlast,design_1_i/adc_interface_0_m_axis_tvalid,design_1_i/adc_interface_0_adc_signed_debug[15:0],design_1_i/adc_interface_0_win_coeff_out[15:0],design_1_i/adc_data[13:0],design_1_i/adc_interface_0_adc_data_original[13:0],design_1_i/adc_interface_0_adc_data_original_valid
80,80,0,7715,0,0,1ff1,001c,8177,7715,0
81,81,0,7715,0,0,e1f7,001c,8695,7715,0
82,82,0,7715,0,0,e049,001c,8265,7715,0
83,83,0,7715,0,0,1e6e,001c,7790,7715,0
84,84,0,7715,0,0,e04e,001c,8270,7715,0
85,85,0,7715,0,0,e206,001c,8710,7715,0
86,86,0,7715,0,0,e00e,001c,8206,7715,0
87,87,0,7715,0,0,1e60,001c,7776,7715,0
88,88,0,7715,0,0,e0ac,001c,8364,7715,0
89,89,0,7715,0,0,e1eb,001c,8683,7715,0
90,90,0,7715,0,0,1fb3,001c,8115,7715,0
91,91,0,7715,0,0,1ea9,001c,7867,7715,0
92,92,0,7715,0,0,fed7,001c,8927,7715,0
93,93,0,7715,0,0,e1f7,001c,8695,7715,0
94,94,0,7715,0,0,ffe4,001c,16356,7715,0
95,95,0,7715,0,0,1ff4,001c,8180,7715,0
96,96,0,7715,0,0,1e90,001c,7888,7715,0
97,97,0,7715,0,0,e1c9,001c,8648,7715,0
98,98,0,7715,0,0,e1a9,001c,8617,7715,0
99,99,0,7715,0,0,1ef3,001c,7923,7715,0
100,100,0,7715,0,0,1ee2,001c,7906,7715,0
101,101,0,7715,0,0,e190,001c,8592,7715,0
102,102,0,7715,0,0,e182,001c,8578,7715,0
103,103,0,7715,0,0,1ec6,001c,7878,7715,0
104,104,0,7715,0,0,1efb,001c,7931,7715,0
105,105,0,7715,0,0,e170,001c,8560,7715,0
106,106,0,7715,0,0,e0ee,001c,8430,7715,0
107,107,0,7715,0,0,1e70,001c,7792,7715,0
108,108,0,7715,0,0,1f40,001c,8000,7715,0
109,109,0,7715,0,0,e1d2,001c,8658,7715,0
110,110,0,7715,0,0,e0d7,001c,8407,7715,0
111,111,0,7715,0,0,1e60,001c,7776,7715,0
112,112,0,7715,0,0,1fae,001c,8110,7715,0
113,113,0,7715,0,0,e1e4,001c,8676,7715,0
114,114,0,7715,0,0,e092,001c,8338,7715,0
115,115,0,7715,0,0,1e5b,001c,7771,7715,0
116,116,0,7715,0,0,1fed,001c,8173,7715,0
117,117,0,7715,0,0,e1d6,001c,8662,7715,0
118,118,0,7715,0,0,e02d,001c,8237,7715,0
119,119,0,7715,0,0,1e5f,001c,7775,7715,0
120,120,0,7715,0,0,e054,001c,8276,7715,0
121,121,0,7715,0,0,e1e1,001c,8673,7715,0
122,122,0,7715,0,0,1fd1,001c,8145,7715,0
123,123,0,7715,0,0,1e58,001c,7768,7715,0
124,124,0,7715,0,0,e0a6,001c,8358,7715,0
125,125,0,7715,0,0,e1e6,001c,8678,7715,0
126,126,0,7715,0,0,1fab,001c,8107,7715,0
127,127,0,7715,0,0,1e80,001c,7819,7715,0
128,128,0,7715,0,0,fec2,001c,8898,7715,0
129,129,0,7715,0,0,e1e3,001c,8675,7715,0
130,130,0,7715,0,0,eda3,001c,11683,7715,0
131,131,0,7715,0,0,1fdd,001c,8149,7715,0
132,132,0,7715,0,0,1e98,001c,7832,7715,0
133,133,0,7715,0,0,e1bf,001c,8635,7715,0
134,134,0,7715,0,0,e18c,001c,8588,7715,0
135,135,0,7715,0,0,1ed8,001c,7896,7715,0
136,136,0,7715,0,0,1ed1,001c,7889,7715,0
137,137,0,7715,0,0,e168,001c,8552,7715,0
138,138,0,7715,0,0,e13b,001c,8507,7715,0
139,139,0,7715,0,0,1ea6,001c,7846,7715,0
140,140,0,7715,0,0,1f02,001c,7938,7715,0
141,141,0,7715,0,0,e195,001c,8597,7715,0
142,142,0,7715,0,0,e115,001c,8469,7715,0
143,143,0,7715,0,0,1e84,001c,7812,7715,0
144,144,0,7715,0,0,1f3c,001c,7996,7715,0
145,145,0,7715,0,0,e1a5,001c,8613,7715,0
146,146,0,7715,0,0,e0b3,001c,8371,7715,0
147,147,0,7715,0,0,1e5e,001c,7774,7715,0
148,148,0,7715,0,0,1f92,001c,8082,7715,0
149,149,0,7715,0,0,e1d5,001c,8661,7715,0
150,150,0,7715,0,0,e05c,001c,8284,7715,0
151,151,0,7715,0,0,1e1f,001c,7711,7715,0
152,152,0,7715,0,0,1fdb,001c,8155,7715,0
153,153,0,7715,0,0,e1e2,001c,8674,7715,0
154,154,0,7715,0,0,e021,001c,8225,7715,0
155,155,0,7715,0,0,1e31,001c,7729,7715,0
156,156,0,7715,0,0,e026,001c,8230,7715,0
157,157,0,7715,0,0,e1d6,001c,8662,7715,0
158,158,0,7715,0,0,1fc5,001c,8133,7715,0
159,159,0,7715,0,0,1e45,001c,7749,7715,0
160,160,0,7715,0,0,e094,001c,8340,7715,0
161,161,0,7715,0,0,e1c0,001c,8640,7715,0
162,162,0,7715,0,0,1f4a,001c,8010,7715,0
163,163,0,7715,0,0,1f5e,001c,7774,7715,0
164,164,0,7715,0,0,fedf,001c,10975,7715,0
165,165,0,7715,0,0,e1d9,001c,8665,7715,0
166,166,0,7715,0,0,ef9e,001c,12190,7715,0
167,167,0,7715,0,0,1f9e,001c,8094,7715,0
168,168,0,7715,0,0,1e81,001c,7809,7715,0
169,169,0,7715,0,0,e199,001c,8600,7715,0
170,170,0,7715,0,0,e181,001c,8577,7715,0
171,171,0,7715,0,0,1ec0,001c,7872,7715,0
172,172,0,7715,0,0,1ea1,001c,7841,7715,0
173,173,0,7715,0,0,e169,001c,8553,7715,0
174,174,0,7715,0,0,e153,001c,8531,7715,0
175,175,0,7715,0,0,1ea8,001c,7848,7715,0
176,176,0,7715,0,0,1ef5,001c,7925,7715,0
177,177,0,7715,0,0,e183,001c,8579,7715,0
178,178,0,7715,0,0,e0e6,001c,8422,7715,0
179,179,0,7715,0,0,1e77,001c,7799,7715,0
180,180,0,7715,0,0,1f47,001c,8007,7715,0
181,181,0,7715,0,0,e1cf,001c,8655,7715,0
182,182,0,7715,0,0,e0b6,001c,8374,7715,0
183,183,0,7715,0,0,1e52,001c,7762,7715,0
184,184,0,7715,0,0,1f78,001c,8056,7715,0
185,185,0,7715,0,0,e1c3,001c,8643,7715,0
186,186,0,7715,0,0,e090,001c,8336,7715,0
187,187,0,7715,0,0,1e48,001c,7752,7715,0
188,188,0,7715,0,0,1fd0,001c,8144,7715,0
189,189,0,7715,0,0,e1ec,001c,8684,7715,0
190,190,0,7715,0,0,e054,001c,8276,7715,0
191,191,0,7715,0,0,1e58,001c,7768,7715,0
192,192,0,7715,0,0,e031,001c,8241,7715,0
193,193,0,7715,0,0,e1c1,001c,8641,7715,0
194,194,0,7715,0,0,1fd2,001c,8146,7715,0
195,195,0,7715,0,0,1e67,001c,7783,7715,0
196,196,0,7715,0,0,e096,001c,8342,7715,0
197,197,0,7715,0,0,e1d2,001c,8658,7715,0
198,198,0,7715,0,0,1f73,001c,8051,7715,0
199,199,0,7715,0,0,1f7d,001c,7807,7715,0
200,200,0,7715,0,0,fefd,001c,16125,7715,0
201,201,0,7715,0,0,e1f9,001c,8697,7715,0
202,202,0,7715,0,0,efc5,001c,12229,7715,0
203,203,0,7715,0,0,1fd6,001c,8150,7715,0
204,204,0,7715,0,0,1e92,001c,7826,7715,0
205,205,0,7715,0,0,e1ba,001c,8618,7715,0
206,206,0,7715,0,0,e1b8,001c,8632,7715,0
207,207,0,7715,0,0,1f05,001c,7941,7715,0
208,208,0,7715,0,0,1ec7,001c,7879,7715,0
209,209,0,7715,0,0,e185,001c,8581,7715,0
210,210,0,7715,0,0,e149,001c,8521,7715,0
211,211,0,7715,0,0,1eba,001c,7866,7715,0
212,212,0,7715,0,0,1f18,001c,7960,7715,0
213,213,0,7715,0,0,e1c2,001c,8642,7715,0
214,214,0,7715,0,0,e12f,001c,8495,7715,0
215,215,0,7715,0,0,1e84,001c,7812,7715,0
216,216,0,7715,0,0,1f72,001c,8050,7715,0
217,217,0,7715,0,0,e1ea,001c,8682,7715,0
218,218,0,7715,0,0,e0d6,001c,8406,7715,0
219,219,0,7715,0,0,1e7a,001c,7802,7715,0
220,220,0,7715,0,0,1fb7,001c,8119,7715,0
221,221,0,7715,0,0,e203,001c,8707,7715,0
222,222,0,7715,0,0,e0a1,001c,8353,7715,0
223,223,0,7715,0,0,1e69,001c,7785,7715,0
224,224,0,7715,0,0,e004,001c,8196,7715,0
225,225,0,7715,0,0,e1fd,001c,8701,7715,0
226,226,0,7715,0,0,e01d,001c,8221,7715,0
227,227,0,7715,0,0,1e73,001c,7795,7715,0
228,228,0,7715,0,0,e086,001c,8326,7715,0
229,229,0,7715,0,0,e200,001c,8704,7715,0
230,230,0,7715,0,0,1fd3,001c,8147,7715,0
231,231,0,7715,0,0,1e58,001c,7768,7715,0
232,232,0,7715,0,0,e0a6,001c,8358,7715,0
233,233,0,7715,0,0,e1f4,001c,8692,7715,0
234,234,0,7715,0,0,1fb3,001c,8119,7715,0
235,235,0,7715,0,0,1f83,001c,7811,7715,0
236,236,0,7715,0,0,ff87,001c,16263,7715,0
237,237,0,7715,0,0,e1b4,001c,8628,7715,0
238,238,0,7715,0,0,edb7,001c,12215,7715,0
239,239,0,7715,0,0,1f7f,001c,8063,7715,0
240,240,0,7715,0,0,1e7f,001c,7807,7715,0
241,241,0,7715,0,0,e16f,001c,8557,7715,0
242,242,0,7715,0,0,e14f,001c,8527,7715,0
243,243,0,7715,0,0,1ed9,001c,7897,7715,0
244,244,0,7715,0,0,1ec9,001c,7881,7715,0
245,245,0,7715,0,0,e189,001c,8585,7715,0
246,246,0,7715,0,0,e176,001c,8566,7715,0
247,247,0,7715,0,0,1ebb,001c,7867,7715,0
248,248,0,7715,0,0,1f15,001c,7957,7715,0
249,249,0,7715,0,0,e1a4,001c,8612,7715,0
250,250,0,7715,0,0,e12b,001c,8491,7715,0
251,251,0,7715,0,0,1e96,001c,7830,7715,0
252,252,0,7715,0,0,1f6d,001c,8045,7715,0
253,253,0,7715,0,0,e1d8,001c,8664,7715,0
254,254,0,7715,0,0,e0c1,001c,8385,7715,0
255,255,0,7715,0,0,1e6b,001c,7787,7715,0
256,256,0,7715,0,0,1fba,001c,8122,7715,0
257,257,0,7715,0,0,e1e2,001c,8674,7715,0
258,258,0,7715,0,0,e064,001c,8292,7715,0
259,259,0,7715,0,0,1e57,001c,7767,7715,0
260,260,0,7715,0,0,e01e,001c,8222,7715,0
261,261,0,7715,0,0,e213,001c,8723,7715,0
262,262,0,7715,0,0,e001,001c,8193,7715,0
263,263,0,7715,0,0,1e38,001c,7736,7715,0
264,264,0,7715,0,0,e061,001c,8289,7715,0
265,265,0,7715,0,0,e1cc,001c,8652,7715,0
266,266,0,7715,0,0,1fb1,001c,8113,7715,0
267,267,0,7715,0,0,1e66,001c,7782,7715,0
268,268,0,7715,0,0,e09d,001c,8349,7715,0
269,269,0,7715,0,0,e1d6,001c,8662,7715,0
270,270,0,7715,0,0,1f71,001c,8055,7715,0
271,271,0,7715,0,0,1f78,001c,8057,7715,0
272,272,0,7715,0,0,ff78,001c,16248,7715,0
273,273,0,7715,0,0,e19c,001c,8604,7715,0
274,274,0,7715,0,0,ed9f,001c,12188,7715,0
275,275,0,7715,0,0,1f1f,001c,8083,7715,0
276,276,0,7715,0,0,1eac,001c,7852,7715,0
277,277,0,7715,0,0,e145,001c,8517,7715,0
278,278,0,7715,0,0,e160,001c,8544,7715,0
279,279,0,7715,0,0,1ec2,001c,7874,7715,0
280,280,0,7715,0,0,1ec8,001c,7880,7715,0
281,281,0,7715,0,0,e162,001c,8546,7715,0
282,282,0,7715,0,0,e13c,001c,8508,7715,0
283,283,0,7715,0,0,1eb2,001c,7858,7715,0
284,284,0,7715,0,0,1f2a,001c,7978,7715,0
285,285,0,7715,0,0,e1ab,001c,8619,7715,0
286,286,0,7715,0,0,e0ee,001c,8430,7715,0
287,287,0,7715,0,0,1e64,001c,7780,7715,0
288,288,0,7715,0,0,1f59,001c,8025,7715,0
289,289,0,7715,0,0,e1ba,001c,8634,7715,0
290,290,0,7715,0,0,e090,001c,8336,7715,0
291,291,0,7715,0,0,1e62,001c,7778,7715,0
292,292,0,7715,0,0,1f9d,001c,8093,7715,0
293,293,0,7715,0,0,e1d3,001c,8659,7715,0
294,294,0,7715,0,0,e071,001c,8305,7715,0
295,295,0,7715,0,0,1e55,001c,7765,7715,0
296,296,0,7715,0,0,1ff3,001c,8179,7715,0
297,297,0,7715,0,0,e1dd,001c,8669,7715,0
298,298,0,7715,0,0,e008,001c,8200,7715,0
299,299,0,7715,0,0,1e37,001c,7735,7715,0
300,300,0,7715,0,0,e056,001c,8278,7715,0
301,301,0,7715,0,0,e1c9,001c,8649,7715,0
302,302,0,7715,0,0,1f98,001c,8088,7715,0
303,303,0,7715,0,0,1e4b,001c,7755,7715,0
304,304,0,7715,0,0,e087,001c,8327,7715,0
305,305,0,7715,0,0,e1a8,001c,8619,7715,0
306,306,0,7715,0,0,1f6a,001c,8042,7715,0
307,307,0,7715,0,0,1f7b,001c,8059,7715,0
308,308,0,7715,0,0,fedf,001c,16091,7715,0
309,309,0,7715,0,0,e1e5,001c,8677,7715,0
310,310,0,7715,0,0,efa5,001c,12197,7715,0
311,311,0,7715,0,0,1f9d,001c,8093,7715,0
312,312,0,7715,0,0,1e9d,001c,7837,7715,0
313,313,0,7715,0,0,e14b,001c,8515,7715,0
314,314,0,7715,0,0,e15b,001c,8539,7715,0
315,315,0,7715,0,0,1eb1,001c,7857,7715,0
316,316,0,7715,0,0,1ec7,001c,7879,7715,0
317,317,0,7715,0,0,e176,001c,8566,7715,0
318,318,0,7715,0,0,e117,001c,8471,7715,0
319,319,0,7715,0,0,1e75,001c,7797,7715,0
320,320,0,7715,0,0,1f1d,001c,7965,7715,0
321,321,0,7715,0,0,e1bc,001c,8636,7715,0
322,322,0,7715,0,0,e0f5,001c,8437,7715,0
323,323,0,7715,0,0,1e70,001c,7792,7715,0
324,324,0,7715,0,0,1f58,001c,8024,7715,0
325,325,0,7715,0,0,e1d0,001c,8656,7715,0
326,326,0,7715,0,0,e09d,001c,8349,7715,0
327,327,0,7715,0,0,1e51,001c,7761,7715,0
328,328,0,7715,0,0,1fa1,001c,8097,7715,0
329,329,0,7715,0,0,e1ce,001c,8654,7715,0
330,330,0,7715,0,0,e044,001c,8260,7715,0
331,331,0,7715,0,0,1e59,001c,7769,7715,0
332,332,0,7715,0,0,e012,001c,8210,7715,0
333,333,0,7715,0,0,e1dd,001c,8669,7715,0
334,334,0,7715,0,0,1ff3,001c,8179,7715,0
335,335,0,7715,0,0,1e45,001c,7749,7715,0
336,336,0,7715,0,0,e062,001c,8290,7715,0
337,337,0,7715,0,0,e1de,001c,8670,7715,0
338,338,0,7715,0,0,1f9d,001c,8093,7715,0
339,339,0,7715,0,0,1e4e,001c,7758,7715,0
340,340,0,7715,0,0,e0ba,001c,8378,7715,0
341,341,0,7715,0,0,e1b0,001c,8626,7715,0
342,342,0,7715,0,0,1ffe,001c,8062,7715,0
343,343,0,7715,0,0,1f6e,001c,8046,7715,0
344,344,0,7715,0,0,ff6e,001c,16238,7715,0
345,345,0,7715,0,0,e19d,001c,8605,7715,0
346,346,0,7715,0,0,ef99,001c,12185,7715,0
347,347,0,7715,0,0,1f9d,001c,8092,7715,0
348,348,0,7715,0,0,1e9d,001c,7837,7715,0
349,349,0,7715,0,0,e149,001c,8521,7715,0
350,350,0,7715,0,0,e168,001c,8552,7715,0
351,351,0,7715,0,0,1ede,001c,7902,7715,0
352,352,0,7715,0,0,1ecc,001c,7884,7715,0
353,353,0,7715,0,0,e170,001c,8560,7715,0
354,354,0,7715,0,0,e144,001c,8516,7715,0
355,355,0,7715,0,0,1e9c,001c,7836,7715,0
356,356,0,7715,0,0,1f28,001c,7976,7715,0
357,357,0,7715,0,0,e1b8,001c,8632,7715,0
358,358,0,7715,0,0,e0e1,001c,8417,7715,0
359,359,0,7715,0,0,1e64,001c,7780,7715,0
360,360,0,7715,0,0,1f56,001c,8022,7715,0
361,361,0,7715,0,0,e1d4,001c,8660,7715,0
362,362,0,7715,0,0,e0a9,001c,8361,7715,0
363,363,0,7715,0,0,1e51,001c,7761,7715,0
364,364,0,7715,0,0,1fc9,001c,8137,7715,0
365,365,0,7715,0,0,e1fa,001c,8698,7715,0
366,366,0,7715,0,0,e059,001c,8281,7715,0
367,367,0,7715,0,0,1e5b,001c,7771,7715,0
368,368,0,7715,0,0,e015,001c,8213,7715,0
369,369,0,7715,0,0,e1df,001c,8671,7715,0
370,370,0,7715,0,0,e00d,001c,8205,7715,0
371,371,0,7715,0,0,1e64,001c,7780,7715,0
372,372,0,7715,0,0,e08b,001c,8331,7715,0
373,373,0,7715,0,0,e1ed,001c,8685,7715,0
374,374,0,7715,0,0,1f99,001c,8089,7715,0
375,375,0,7715,0,0,1e8f,001c,7823,7715,0
376,376,0,7715,0,0,e0e9,001c,8425,7715,0
377,377,0,7715,0,0,e1e6,001c,8679,7715,0
378,378,0,7715,0,0,1fe4,001c,8038,7715,0
379,379,0,7715,0,0,1ff5,001c,8181,7715,0
380,380,0,7715,0,0,3e97,001c,16023,7715,0
381,381,0,7715,0,0,e1af,001c,8623,7715,0
382,382,0,7715,0,0,edae,001c,12206,7715,0
383,383,0,7715,0,0,1fd6,001c,8150,7715,0
384,384,0,7715,0,0,1ec9,001c,7881,7715,0
385,385,0,7715,0,0,e16e,001c,8550,7715,0
386,386,0,7715,0,0,e17e,001c,8574,7715,0
387,387,0,7715,0,0,1ed0,001c,7888,7715,0
388,388,0,7715,0,0,1eec,001c,7916,7715,0
389,389,0,7715,0,0,e199,001c,8601,7715,0
390,390,0,7715,0,0,e14c,001c,8524,7715,0
391,391,0,7715,0,0,1e97,001c,7831,7715,0
392,392,0,7715,0,0,1f3a,001c,7994,7715,0
393,393,0,7715,0,0,e1ca,001c,8650,7715,0
394,394,0,7715,0,0,e0e5,001c,8421,7715,0
395,395,0,7715,0,0,1e7f,001c,7807,7715,0
396,396,0,7715,0,0,1f86,001c,8070,7715,0
397,397,0,7715,0,0,e1dc,001c,8668,7715,0
398,398,0,7715,0,0,e0ab,001c,8363,7715,0
399,399,0,7715,0,0,1e72,001c,7794,7715,0
400,400,0,7715,0,0,1feb,001c,8171,7715,0
401,401,0,7715,0,0,e1d7,001c,8663,7715,0
402,402,0,7715,0,0,e038,001c,8248,7715,0
403,403,0,7715,0,0,1e69,001c,7785,7715,0
404,404,0,7715,0,0,e036,001c,8246,7715,0
405,405,0,7715,0,0,e1ea,001c,8682,7715,0
406,406,0,7715,0,0,e000,001c,8192,7715,0
407,407,0,7715,0,0,1e55,001c,7765,7715,0
408,408,0,7715,0,0,e058,001c,8280,7715,0
409,409,0,7715,0,0,e1e5,001c,8677,7715,0
410,410,0,7715,0,0,1fc9,001c,8137,7715,0
411,411,0,7715,0,0,1e6c,001c,7788,7715,0
412,412,0,7715,0,0,e2c3,001c,8419,7715,0
413,413,0,7715,0,0,e1c7,001c,8647,7715,0
414,414,0,7715,0,0,5fd7,001c,8023,7715,0
415,415,0,7715,0,0,1f7c,001c,8060,7715,0
416,416,0,7715,0,0,3e7d,001c,15997,7715,0
417,417,0,7715,0,0,e19d,001c,8605,7715,0
418,418,0,7715,0,0,ef9d,001c,12189,7715,0
419,419,0,7715,0,0,1f9b,001c,8089,7715,0
420,420,0,7715,0,0,1eba,001c,7866,7715,0
421,421,0,7715,0,0,e147,001c,8519,7715,0
422,422,0,7715,0,0,e172,001c,8562,7715,0
423,423,0,7715,0,0,1eca,001c,7882,7715,0
424,424,0,7715,0,0,1ee3,001c,7907,7715,0
425,425,0,7715,0,0,e186,001c,8582,7715,0
426,426,0,7715,0,0,e128,001c,8488,7715,0
427,427,0,7715,0,0,1e6c,001c,7788,7715,0
428,428,0,7715,0,0,1f1e,001c,7966,7715,0
429,429,0,7715,0,0,e1a1,001c,8609,7715,0
430,430,0,7715,0,0,e0f0,001c,8432,7715,0
431,431,0,7715,0,0,1e6b,001c,7787,7715,0
432,432,0,7715,0,0,1f60,001c,8032,7715,0
433,433,0,7715,0,0,e1b3,001c,8627,7715,0
434,434,0,7715,0,0,e0a4,001c,8356,7715,0
435,435,0,7715,0,0,1e46,001c,7750,7715,0
436,436,0,7715,0,0,1fbf,001c,8127,7715,0
437,437,0,7715,0,0,e1e7,001c,8679,7715,0
438,438,0,7715,0,0,e02d,001c,8237,7715,0
439,439,0,7715,0,0,1e09,001c,7689,7715,0
440,440,0,7715,0,0,1fed,001c,8173,7715,0
441,441,0,7715,0,0,e1e9,001c,8681,7715,0
442,442,0,7715,0,0,e00b,001c,8203,7715,0
443,443,0,7715,0,0,1e35,001c,7733,7715,0
444,444,0,7715,0,0,e022,001c,8226,7715,0
445,445,0,7715,0,0,e1cf,001c,8655,7715,0
446,446,0,7715,0,0,1fbb,001c,8123,7715,0
447,447,0,7715,0,0,1e6b,001c,7787,7715,0
448,448,0,7715,0,0,e2b0,001c,8371,7715,0
449,449,0,7715,0,0,e1ba,001c,8634,7715,0
450,450,0,7715,0,0,df9b,001c,7963,7715,0
451,451,0,7715,0,0,1f5f,001c,8031,7715,0
452,452,0,7715,0,0,ff57,001c,16215,7715,0
453,453,0,7715,0,0,e19f,001c,8607,7715,0
454,454,0,7715,0,0,e18d,001c,8589,7715,0
455,455,0,7715,0,0,1ef6,001c,7926,7715,0
456,456,0,7715,0,0,1e96,001c,7830,7715,0
457,457,0,7715,0,0,e14f,001c,8527,7715,0
458,458,0,7715,0,0,e17a,001c,8570,7715,0
459,459,0,7715,0,0,1eba,001c,7866,7715,0
460,460,0,7715,0,0,1eb6,001c,7862,7715,0
461,461,0,7715,0,0,e13f,001c,8511,7715,0
462,462,0,7715,0,0,e107,001c,8455,7715,0
463,463,0,7715,0,0,1e82,001c,7810,7715,0
464,464,0,7715,0,0,1ef6,001c,7926,7715,0
465,465,0,7715,0,0,e198,001c,8600,7715,0
466,466,0,7715,0,0,e0e2,001c,8418,7715,0
467,467,0,7715,0,0,1e78,001c,7800,7715,0
468,468,0,7715,0,0,1f5f,001c,8031,7715,0
469,469,0,7715,0,0,e1ad,001c,8621,7715,0
470,470,0,7715,0,0,e081,001c,8321,7715,0
471,471,0,7715,0,0,1e34,001c,7732,7715,0
472,472,0,7715,0,0,1fad,001c,8109,7715,0
473,473,0,7715,0,0,e1d0,001c,8656,7715,0
474,474,0,7715,0,0,e035,001c,8245,7715,0
475,475,0,7715,0,0,1e25,001c,7717,7715,0
