Sample in Buffer,Sample in Window,TRIGGER,design_1_i/adc_interface_0_m_axis_tdata[31:0],design_1_i/adc_interface_0_m_axis_tlast,design_1_i/adc_interface_0_m_axis_tvalid,design_1_i/adc_interface_0_adc_signed_debug[15:0],design_1_i/adc_interface_0_win_coeff_out[15:0],design_1_i/adc_data[13:0],design_1_i/adc_interface_0_adc_data_original[13:0],design_1_i/adc_interface_0_adc_data_original_valid,design_1_i/xfft_0_m_axis_data_tdata[63:0],design_1_i/xfft_0_m_axis_data_tlast,design_1_i/xfft_0_m_axis_data_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX
2054,2054,0,9008,0,0,2310,001c,8976,9008,0,00000b0effffff86,0,1
2055,2055,0,9008,0,0,2300,001c,8960,9008,0,fffff494fffffb38,0,1
2056,2056,0,9008,0,0,22a0,001c,8864,9008,0,fffffe80fffff681,0,1
2057,2057,0,9008,0,0,21e9,001c,8681,9008,0,00000b8dfffff3ba,0,1
2058,2058,0,9008,0,0,212b,001c,8491,9008,0,000009d7fffffa82,0,1
2059,2059,0,9008,0,0,1f69,001c,8041,9008,0,fffffe69fffffd01,0,1
2060,2060,0,9008,0,0,1df0,001c,7664,9008,0,00000986fffff9e1,0,1
2061,2061,0,9008,0,0,1d6e,001c,7534,9008,0,000006b7ffffffb3,0,1
2062,2062,0,9008,0,0,1d1e,001c,7454,9008,0,fffff782fffff8b0,0,1
2063,2063,0,9008,0,0,1d09,001c,7433,9008,0,fffffc8dfffff54b,0,1
2064,2064,0,9008,0,0,1d73,001c,7539,9008,0,00000109000004b0,0,1
2065,2065,0,9008,0,0,1e5c,001c,7772,9008,0,ffffffe700000743,0,1
2066,2066,0,9008,0,0,1f7e,001c,8062,9008,0,0000051bfffffa25,0,1
2067,2067,0,9008,0,0,20e1,001c,8417,9008,0,000002d7ffffff17,0,1
2068,2068,0,9008,0,0,21f7,001c,8695,9008,0,0000007f00000a99,0,1
2069,2069,0,9008,0,0,22c4,001c,8900,9008,0,0000035200000710,0,1
2070,2070,0,9008,0,0,232c,001c,9004,9008,0,fffff908fffffb67,0,1
2071,2071,0,9008,0,0,22ea,001c,8938,9008,0,ffffffc3000004f9,0,1
2072,2072,0,9008,0,0,22fe,001c,8958,9008,0,0000009b0000045f,0,1
2073,2073,0,9008,0,0,23f7,001c,9207,9008,0,00000d5ffffffbad,0,1
2074,2074,0,9008,0,0,21b3,001c,8627,9008,0,00000c1500000bad,0,1
2075,2075,0,9008,0,0,2c30,001c,10288,9008,0,0000004efffffc2c,0,1
2076,2076,0,9008,0,0,1fca,001c,8138,9008,0,fffff687ffffff4f,0,1
2077,2077,0,9008,0,0,1dd7,001c,7639,9008,0,fffff761fffffcff,0,1
2078,2078,0,9008,0,0,1dd7,001c,7639,9008,0,00000ffdffffefdb,0,1
2079,2079,0,9008,0,0,1cd0,001c,7376,9008,0,fffffc0dfffffa0c,0,1
2080,2080,0,9008,0,0,1cf9,001c,7417,9008,0,000002aa00000207,0,1
2081,2081,0,9008,0,0,1dc3,001c,7619,9008,0,0000066600000757,0,1
2082,2082,0,9008,0,0,1edc,001c,7900,9008,0,ffffeee0ffffea9b,0,1
2083,2083,0,9008,0,0,2007,001c,8199,9008,0,fffff6a5fffffb87,0,1
2084,2084,0,9008,0,0,2154,001c,8532,9008,0,fffff699fffff42c,0,1
2085,2085,0,9008,0,0,2268,001c,8808,9008,0,000006fafffffa0d,0,1
2086,2086,0,9008,0,0,230a,001c,8970,9008,0,0000021000001566,0,1
2087,2087,0,9008,0,0,230b,001c,8971,9008,0,fffffd48fffff8eb,0,1
2088,2088,0,9008,0,0,22bf,001c,8895,9008,0,ffffedd3fffffbe4,0,1
2089,2089,0,9008,0,0,221a,001c,8730,9008,0,ffffff1affffff98,0,1
2090,2090,0,9008,0,0,20d6,001c,8406,9008,0,00000f78fffff6f4,0,1
2091,2091,0,9008,0,0,1f85,001c,8069,9008,0,fffff3d4fffff675,0,1
2092,2092,0,9008,0,0,1e94,001c,7828,9008,0,00000b5300001285,0,1
2093,2093,0,9008,0,0,1d86,001c,7558,9008,0,000015dc0000133e,0,1
2094,2094,0,9008,0,0,1cdd,001c,7389,9008,0,ffffff28fffff1f5,0,1
2095,2095,0,9008,0,0,1cee,001c,7406,9008,0,0000125dfffff78f,0,1
2096,2096,0,9008,0,0,1d5b,001c,7515,9008,0,000014dbfffffc30,0,1
2097,2097,0,9008,0,0,1e40,001c,7744,9008,0,fffff0d1fffffa05,0,1
2098,2098,0,9008,0,0,1f5d,001c,8029,9008,0,0000127ffffff7ea,0,1
2099,2099,0,9008,0,0,20bc,001c,8380,9008,0,000027abfffff7eb,0,1
2100,2100,0,9008,0,0,21e7,001c,8679,9008,0,fffffc02000004e2,0,1
2101,2101,0,9008,0,0,22aa,001c,8874,9008,0,000013c100001641,0,1
2102,2102,0,9008,0,0,2301,001c,8961,9008,0,00002856ffffe2db,0,1
2103,2103,0,9008,0,0,2322,001c,8994,9008,0,ffffeb41fffff694,0,1
2104,2104,0,9008,0,0,229b,001c,8859,9008,0,ffffcd8d00000466,0,1
2105,2105,0,9008,0,0,218f,001c,8591,9008,0,000040feffffe50d,0,1
2106,2106,0,9008,0,0,204d,001c,8269,9008,0,0000104d000042df,0,1
2107,2107,0,9008,0,0,1f1d,001c,8029,9008,0,fffff1e400003a22,0,1
2108,2108,0,9008,0,0,1fff,001c,8191,9008,0,0000114c00001765,0,1
2109,2109,0,9008,0,0,1dfe,001c,7678,9008,0,ffffc16d00000de6,0,1
2110,2110,0,9008,0,0,1df2,001c,7666,9008,0,000021af00005f03,0,1
2111,2111,0,9008,0,0,1df7,001c,7671,9008,0,ffffe813ffffc681,0,1
2112,2112,0,9008,0,0,1d95,001c,7573,9008,0,000064de0000833f,0,1
2113,2113,0,9008,0,0,1fda,001c,8154,9008,0,00002bf2000624d2,0,1
2114,2114,0,9008,0,0,1eca,001c,7882,9008,0,00005973ffff836b,0,1
2115,2115,0,9008,0,0,2111,001c,8209,9008,0,ffffdd8a00001976,0,1
2116,2116,0,9008,0,0,2139,001c,8505,9008,0,00001d95ffff8f9e,0,1
2117,2117,0,9008,0,0,222a,001c,8746,9008,0,ffffaf7ffffff4ed,0,1
2118,2118,0,9008,0,0,22e5,001c,8933,9008,0,000028acffffdf34,0,1
2119,2119,0,9008,0,0,2350,001c,9040,9008,0,ffffd248ffffb3a7,0,1
2120,2120,0,9008,0,0,22e9,001c,8937,9008,0,00002299ffffc164,0,1
2121,2121,0,9008,0,0,220c,001c,8716,9008,0,000035220000181d,0,1
2122,2122,0,9008,0,0,2103,001c,8451,9008,0,ffffcd81fffff00d,0,1
2123,2123,0,9008,0,0,1fce,001c,8142,9008,0,000002ac000013f5,0,1
2124,2124,0,9008,0,0,1e94,001c,7828,9008,0,000030f700000a13,0,1
2125,2125,0,9008,0,0,1d9e,001c,7582,9008,0,0000121fffffe372,0,1
2126,2126,0,9008,0,0,1ce0,001c,7392,9008,0,fffffe3ffffff7c9,0,1
2127,2127,0,9008,0,0,1cea,001c,7402,9008,0,00001ecffffff83d,0,1
2128,2128,0,9008,0,0,1d4f,001c,7503,9008,0,000007cffffff59c,0,1
2129,2129,0,9008,0,0,1e2e,001c,7726,9008,0,fffffc4cfffffaa3,0,1
2130,2130,0,9008,0,0,1f47,001c,8007,9008,0,00001181fffffc8f,0,1
2131,2131,0,9008,0,0,2091,001c,8337,9008,0,00000cbdfffffe16,0,1
2132,2132,0,9008,0,0,21b1,001c,8625,9008,0,000000d00000031d,0,1
2133,2133,0,9008,0,0,22ad,001c,8877,9008,0,00000b0dffffe2fd,0,1
2134,2134,0,9008,0,0,232d,001c,9005,9008,0,fffffe66ffffe997,0,1
2135,2135,0,9008,0,0,2308,001c,8968,9008,0,fffff42ffffffe19,0,1
2136,2136,0,9008,0,0,2297,001c,8855,9008,0,00000efc00000422,0,1
2137,2137,0,9008,0,0,2191,001c,8593,9008,0,fffff736fffffe1d,0,1
2138,2138,0,9008,0,0,206f,001c,8303,9008,0,fffffb46fffffc45,0,1
2139,2139,0,9008,0,0,1f58,001c,8024,9008,0,fffffc38ffffff68,0,1
2140,2140,0,9008,0,0,1e1e,001c,7710,9008,0,fffffeffffffe93d,0,1
2141,2141,0,9008,0,0,1d35,001c,7477,9008,0,00000534ffffff37,0,1
2142,2142,0,9008,0,0,1ce0,001c,7393,9008,0,fffff7d2fffffdee,0,1
2143,2143,0,9008,0,0,1d8f,001c,7631,9008,0,fffffd1f00000346,0,1
2144,2144,0,9008,0,0,1d9f,001c,7583,9008,0,fffff4260000069c,0,1
2145,2145,0,9008,0,0,1f9e,001c,8094,9008,0,00000a65ffffef62,0,1
2146,2146,0,9008,0,0,1ffb,001c,8187,9008,0,0000030bfffff90b,0,1
2147,2147,0,9008,0,0,1fe5,001c,8165,9008,0,0000001efffff5ae,0,1
2148,2148,0,9008,0,0,2336,001c,9014,9008,0,00000beefffffe0e,0,1
2149,2149,0,9008,0,0,22db,001c,8923,9008,0,fffffb6ffffff7d9,0,1
2150,2150,0,9008,0,0,22d9,001c,8921,9008,0,000000b8fffff7a2,0,1
2151,2151,0,9008,0,0,2362,001c,8994,9008,0,0000002bfffff868,0,1
2152,2152,0,9008,0,0,22f0,001c,8944,9008,0,00000e8cfffff155,0,1
2153,2153,0,9008,0,0,223f,001c,8767,9008,0,0000094cfffffb90,0,1
2154,2154,0,9008,0,0,212a,001c,8490,9008,0,ffffff5effffeebb,0,1
2155,2155,0,9008,0,0,1fec,001c,8172,9008,0,000001b8fffff635,0,1
2156,2156,0,9008,0,0,1ea3,001c,7843,9008,0,ffffff2efffffaed,0,1
2157,2157,0,9008,0,0,1dad,001c,7597,9008,0,000002ddfffff716,0,1
2158,2158,0,9008,0,0,1d27,001c,7463,9008,0,000004a7fffff7a2,0,1
2159,2159,0,9008,0,0,1d00,001c,7424,9008,0,000007f4fffffbd2,0,1
2160,2160,0,9008,0,0,1d24,001c,7460,9008,0,00000388fffffc69,0,1
2161,2161,0,9008,0,0,1de8,001c,7656,9008,0,000003f2fffff3a5,0,1
2162,2162,0,9008,0,0,1f12,001c,7954,9008,0,0000044efffff9cb,0,1
2163,2163,0,9008,0,0,2088,001c,8328,9008,0,00000252000001e0,0,1
2164,2164,0,9008,0,0,21cd,001c,8653,9008,0,00000296000000ef,0,1
2165,2165,0,9008,0,0,2279,001c,8825,9008,0,00000a1dfffffbea,0,1
2166,2166,0,9008,0,0,22f6,001c,8950,9008,0,0000042600000233,0,1
2167,2167,0,9008,0,0,233c,001c,9020,9008,0,000003fefffffad4,0,1
2168,2168,0,9008,0,0,22b4,001c,8884,9008,0,00000b40fffffd50,0,1
2169,2169,0,9008,0,0,21c0,001c,8640,9008,0,0000066f0000000c,0,1
2170,2170,0,9008,0,0,20a6,001c,8358,9008,0,00000129fffffff8,0,1
2171,2171,0,9008,0,0,1f53,001c,8019,9008,0,ffffffc0000000a3,0,1
2172,2172,0,9008,0,0,1e1a,001c,7706,9008,0,00000906fffffaf1,0,1
2173,2173,0,9008,0,0,1d66,001c,7526,9008,0,00000a07000001c9,0,1
2174,2174,0,9008,0,0,1ceb,001c,7403,9008,0,000002edfffff7cd,0,1
2175,2175,0,9008,0,0,1cfa,001c,7418,9008,0,000005e1fffffe1e,0,1
2176,2176,0,9008,0,0,1d53,001c,7507,9008,0,fffffe6e00000340,0,1
2177,2177,0,9008,0,0,1e63,001c,7779,9008,0,00000124fffffaec,0,1
2178,2178,0,9008,0,0,1ff3,001c,8179,9008,0,0000027c00000225,0,1
2179,2179,0,9008,0,0,2f8f,001c,16351,9008,0,0000079c00000304,0,1
2180,2180,0,9008,0,0,230f,001c,8975,9008,0,0000058500000211,0,1
2181,2181,0,9008,0,0,22be,001c,8894,9008,0,fffffe95fffff8aa,0,1
2182,2182,0,9008,0,0,23be,001c,9150,9008,0,00000432fffffd58,0,1
2183,2183,0,9008,0,0,230c,001c,8972,9008,0,fffff8c7fffffd5d,0,1
2184,2184,0,9008,0,0,2359,001c,9049,9008,0,00000178fffffd73,0,1
2185,2185,0,9008,0,0,2359,001c,9049,9008,0,000005bd00000328,0,1
2186,2186,0,9008,0,0,2132,001c,8498,9008,0,0000043efffffb2c,0,1
2187,2187,0,9008,0,0,2011,001c,8209,9008,0,000000defffffffc,0,1
2188,2188,0,9008,0,0,1ec8,001c,7880,9008,0,00000008fffff9ef,0,1
2189,2189,0,9008,0,0,1dc2,001c,7618,9008,0,000005a0fffffe89,0,1
2190,2190,0,9008,0,0,1d23,001c,7459,9008,0,fffffe26fffffd62,0,1
2191,2191,0,9008,0,0,1cc5,001c,7365,9008,0,ffffff94fffffef7,0,1
2192,2192,0,9008,0,0,1d26,001c,7462,9008,0,0000014900000009,0,1
2193,2193,0,9008,0,0,1e26,001c,7718,9008,0,00000618fffffdd0,0,1
2194,2194,0,9008,0,0,1f1a,001c,7962,9008,0,00000591fffffaa2,0,1
2195,2195,0,9008,0,0,201a,001c,8218,9008,0,00000497fffff60e,0,1
2196,2196,0,9008,0,0,215f,001c,8543,9008,0,000002f8ffffff33,0,1
2197,2197,0,9008,0,0,2272,001c,8818,9008,0,000000b6fffffbe8,0,1
2198,2198,0,9008,0,0,230b,001c,8971,9008,0,000001c9fffff7b8,0,1
2199,2199,0,9008,0,0,2302,001c,8962,9008,0,000000e6fffff89b,0,1
2200,2200,0,9008,0,0,22c8,001c,8904,9008,0,000007aeffffffa2,0,1
2201,2201,0,9008,0,0,21fd,001c,8701,9008,0,000003aafffffada,0,1
2202,2202,0,9008,0,0,20bf,001c,8383,9008,0,00000713fffff665,0,1
2203,2203,0,9008,0,0,1f76,001c,8054,9008,0,000000f7fffffde9,0,1
2204,2204,0,9008,0,0,1e31,001c,7729,9008,0,0000011ffffff84a,0,1
2205,2205,0,9008,0,0,1d4f,001c,7503,9008,0,00000138000001ac,0,1
2206,2206,0,9008,0,0,1ce7,001c,7399,9008,0,000007befffffbbf,0,1
2207,2207,0,9008,0,0,1d0c,001c,7436,9008,0,0000076afffffe60,0,1
2208,2208,0,9008,0,0,1d6c,001c,7532,9008,0,ffffffa500000272,0,1
2209,2209,0,9008,0,0,1e58,001c,7768,9008,0,000006d0fffffe81,0,1
2210,2210,0,9008,0,0,1f7b,001c,8059,9008,0,00000195fffffd60,0,1
2211,2211,0,9008,0,0,20c2,001c,8386,9008,0,0000038dfffffd02,0,1
2212,2212,0,9008,0,0,21f0,001c,8688,9008,0,000007dd00000448,0,1
2213,2213,0,9008,0,0,22cf,001c,8943,9008,0,00000174fffffd26,0,1
2214,2214,0,9008,0,0,232d,001c,9135,9008,0,00000463000002db,0,1
2215,2215,0,9008,0,0,22f7,001c,9207,9008,0,ffffffedfffffd52,0,1
2216,2216,0,9008,0,0,22fe,001c,8958,9008,0,0000020cfffffb45,0,1
2217,2217,0,9008,0,0,23ef,001c,9199,9008,0,fffffe4affffffcf,0,1
2218,2218,0,9008,0,0,219f,001c,8607,9008,0,0000032d00000084,0,1
2219,2219,0,9008,0,0,2ed9,001c,11993,9008,0,fffffd1e000003ce,0,1
2220,2220,0,9008,0,0,1ef5,001c,7925,9008,0,ffffff01000001fd,0,1
2221,2221,0,9008,0,0,1ddb,001c,7643,9008,0,0000037800000376,0,1
2222,2222,0,9008,0,0,1ddf,001c,7515,9008,0,fffffef0fffff933,0,1
2223,2223,0,9008,0,0,1cdd,001c,7389,9008,0,fffffe7afffffc93,0,1
2224,2224,0,9008,0,0,1d0b,001c,7435,9008,0,ffffffed000000fd,0,1
2225,2225,0,9008,0,0,1dcd,001c,7629,9008,0,ffffff5efffffabf,0,1
2226,2226,0,9008,0,0,1efb,001c,7931,9008,0,fffffec2ffffffc6,0,1
2227,2227,0,9008,0,0,201f,001c,8223,9008,0,0000042200000076,0,1
2228,2228,0,9008,0,0,2158,001c,8536,9008,0,ffffff07fffffac2,0,1
2229,2229,0,9008,0,0,227d,001c,8829,9008,0,fffff970fffffe0d,0,1
2230,2230,0,9008,0,0,22f5,001c,8949,9008,0,000006f2ffffff79,0,1
2231,2231,0,9008,0,0,2327,001c,8999,9008,0,00000063fffffbd6,0,1
2232,2232,0,9008,0,0,22be,001c,8894,9008,0,000000c1fffffcc6,0,1
2233,2233,0,9008,0,0,21fd,001c,8701,9008,0,00000373fffffbe6,0,1
2234,2234,0,9008,0,0,2111,001c,8465,9008,0,00000442fffffc9f,0,1
2235,2235,0,9008,0,0,1f7d,001c,8061,9008,0,00000287ffffff42,0,1
2236,2236,0,9008,0,0,1e54,001c,7764,9008,0,000004cffffffed6,0,1
2237,2237,0,9008,0,0,1da0,001c,7584,9008,0,fffffd2100000201,0,1
2238,2238,0,9008,0,0,1cbe,001c,7358,9008,0,fffff90cfffffe43,0,1
2239,2239,0,9008,0,0,1cd7,001c,7383,9008,0,00000b49fffffc26,0,1
2240,2240,0,9008,0,0,1d85,001c,7557,9008,0,000001b8fffff966,0,1
2241,2241,0,9008,0,0,1e3e,001c,7742,9008,0,00000c19fffff927,0,1
2242,2242,0,9008,0,0,1f3b,001c,7995,9008,0,fffffb5600000177,0,1
2243,2243,0,9008,0,0,20ab,001c,8363,9008,0,000006bb000001d3,0,1
2244,2244,0,9008,0,0,21f9,001c,8697,9008,0,0000011a00000368,0,1
2245,2245,0,9008,0,0,22bf,001c,8895,9008,0,000004080000027e,0,1
2246,2246,0,9008,0,0,2303,001c,8963,9008,0,ffffff27000001ab,0,1
2247,2247,0,9008,0,0,22f9,001c,8953,9008,0,fffffe7bfffffdd3,0,1
2248,2248,0,9008,0,0,228c,001c,8844,9008,0,00000267fffffebd,0,1
2249,2249,0,9008,0,0,21a5,001c,8621,9008,0,0000029cfffffd42,0,1
2250,2250,0,9008,0,0,2062,001c,8419,9008,0,000006dafffffd26,0,1
2251,2251,0,9008,0,0,1f22,001c,16226,9008,0,0000009ffffffe3a,0,1
2252,2252,0,9008,0,0,1fdb,001c,8155,9008,0,fffffef9fffffc12,0,1
2253,2253,0,9008,0,0,1ddb,001c,7643,9008,0,000002160000032f,0,1
2254,2254,0,9008,0,0,1def,001c,7663,9008,0,0000039bfffffa5a,0,1
2255,2255,0,9008,0,0,1def,001c,7663,9008,0,0000076cfffff82e,0,1
2256,2256,0,9008,0,0,1dbf,001c,7615,9008,0,fffffacc000004f4,0,1
2257,2257,0,9008,0,0,1fbd,001c,7613,9008,0,0000048cffffff18,0,1
2258,2258,0,9008,0,0,1ea1,001c,7841,9008,0,fffffff000000337,0,1
2259,2259,0,9008,0,0,2005,001c,8197,9008,0,0000071800000084,0,1
2260,2260,0,9008,0,0,214a,001c,8522,9008,0,fffffdc2fffffe63,0,1
2261,2261,0,9008,0,0,2265,001c,8805,9008,0,0000004f00000964,0,1
2262,2262,0,9008,0,0,2305,001c,8965,9008,0,fffff92ffffffbc8,0,1
2263,2263,0,9008,0,0,2311,001c,8977,9008,0,ffffff40fffff52c,0,1
2264,2264,0,9008,0,0,22cc,001c,8908,9008,0,000003f10000033a,0,1
2265,2265,0,9008,0,0,222b,001c,8747,9008,0,0000015cfffffe96,0,1
2266,2266,0,9008,0,0,2112,001c,8466,9008,0,000001d700000271,0,1
2267,2267,0,9008,0,0,1fc4,001c,8132,9008,0,0000018700000326,0,1
2268,2268,0,9008,0,0,1e7f,001c,7807,9008,0,fffffd680000056d,0,1
2269,2269,0,9008,0,0,1d5e,001c,7518,9008,0,000001ea000001b1,0,1
2270,2270,0,9008,0,0,1cff,001c,7423,9008,0,fffffda0fffffda0,0,1
2271,2271,0,9008,0,0,1d07,001c,7431,9008,0,ffffffc4ffffff8a,0,1
2272,2272,0,9008,0,0,1d45,001c,7493,9008,0,ffffff0c000000a4,0,1
2273,2273,0,9008,0,0,1e14,001c,7700,9008,0,00000130fffffb39,0,1
2274,2274,0,9008,0,0,1f55,001c,8021,9008,0,ffffff960000010c,0,1
2275,2275,0,9008,0,0,208d,001c,8333,9008,0,00000442fffffd9f,0,1
2276,2276,0,9008,0,0,21c1,001c,8641,9008,0,0000041dfffffdcf,0,1
2277,2277,0,9008,0,0,2285,001c,8837,9008,0,00000412fffffced,0,1
2278,2278,0,9008,0,0,2327,001c,8999,9008,0,00000279fffffd75,0,1
2279,2279,0,9008,0,0,2329,001c,9001,9008,0,ffffff28fffffdb9,0,1
2280,2280,0,9008,0,0,2279,001c,8825,9008,0,fffffe9e00000207,0,1
2281,2281,0,9008,0,0,2199,001c,8601,9008,0,fffffe3bffffff77,0,1
2282,2282,0,9008,0,0,2070,001c,8304,9008,0,000003e7fffffebd,0,1
2283,2283,0,9008,0,0,1f3f,001c,7999,9008,0,0000049e000000ac,0,1
2284,2284,0,9008,0,0,1e0b,001c,7723,9008,0,00000172fffffba7,0,1
2285,2285,0,9008,0,0,1d1e,001c,7454,9008,0,000003d4fffffd96,0,1
2286,2286,0,9008,0,0,1cef,001c,7679,9008,0,fffffbc2fffffd5f,0,1
2287,2287,0,9008,0,0,1dbd,001c,7677,9008,0,000002a8ffffff3f,0,1
2288,2288,0,9008,0,0,1db9,001c,7609,9008,0,00000355000004a6,0,1
2289,2289,0,9008,0,0,1fb9,001c,8121,9008,0,000003a8fffffe55,0,1
2290,2290,0,9008,0,0,1fff,001c,8189,9008,0,0000013b000000c3,0,1
2291,2291,0,9008,0,0,1fc6,001c,8134,9008,0,ffffffcdfffff90e,0,1
2292,2292,0,9008,0,0,2338,001c,8472,9008,0,000001e0fffffd66,0,1
2293,2293,0,9008,0,0,2331,001c,9009,9008,0,fffffc17ffffff86,0,1
2294,2294,0,9008,0,0,2351,001c,8977,9008,0,fffffe89000002ef,0,1
2295,2295,0,9008,0,0,2343,001c,9027,9008,0,fffffdcd00000118,0,1
2296,2296,0,9008,0,0,22d4,001c,8916,9008,0,0000026dfffffe40,0,1
2297,2297,0,9008,0,0,221a,001c,8730,9008,0,000000ae00000006,0,1
2298,2298,0,9008,0,0,2123,001c,8483,9008,0,000001e0ffffffe6,0,1
2299,2299,0,9008,0,0,1fe7,001c,8167,9008,0,ffffff93fffffe56,0,1
2300,2300,0,9008,0,0,1eac,001c,7852,9008,0,000002d1000000b8,0,1
2301,2301,0,9008,0,0,1db5,001c,7605,9008,0,00000468fffffd52,0,1
2302,2302,0,9008,0,0,1cd0,001c,7376,9008,0,0000009d00000244,0,1
2303,2303,0,9008,0,0,1cbe,001c,7358,9008,0,0000057afffffe17,0,1
2304,2304,0,9008,0,0,1d55,001c,7509,9008,0,0000082d000000dd,0,1
2305,2305,0,9008,0,0,1e1c,001c,7708,9008,0,0000052dfffffa48,0,1
2306,2306,0,9008,0,0,1f21,001c,7969,9008,0,fffffe48fffffdfe,0,1
2307,2307,0,9008,0,0,2051,001c,8273,9008,0,fffffbc5fffffbf2,0,1
2308,2308,0,9008,0,0,2199,001c,8601,9008,0,000000f7fffffd98,0,1
2309,2309,0,9008,0,0,22b7,001c,8887,9008,0,00000215ffffff8d,0,1
2310,2310,0,9008,0,0,2329,001c,9001,9008,0,000000ab000001a7,0,1
2311,2311,0,9008,0,0,2303,001c,8963,9008,0,00000018fffffd10,0,1
2312,2312,0,9008,0,0,227b,001c,8827,9008,0,0000022effffff6f,0,1
2313,2313,0,9008,0,0,21bd,001c,8637,9008,0,ffffffbaffffffc3,0,1
2314,2314,0,9008,0,0,20b8,001c,8376,9008,0,fffffde0ffffffd9,0,1
2315,2315,0,9008,0,0,1f54,001c,8020,9008,0,000002060000024c,0,1
2316,2316,0,9008,0,0,1e14,001c,7700,9008,0,0000030500000618,0,1
2317,2317,0,9008,0,0,1d50,001c,7504,9008,0,0000033bfffffc2f,0,1
2318,2318,0,9008,0,0,1cd0,001c,7376,9008,0,000001d9fffffc93,0,1
2319,2319,0,9008,0,0,1cf9,001c,7417,9008,0,00000197fffffc29,0,1
2320,2320,0,9008,0,0,1d9a,001c,7610,9008,0,fffffbd4fffffe45,0,1
2321,2321,0,9008,0,0,1e7c,001c,7934,9008,0,00000303fffffc23,0,1
2322,2322,0,9008,0,0,1fba,001c,8190,9008,0,fffff9cdfffffbfd,0,1
2323,2323,0,9008,0,0,3fff,001c,16383,9008,0,00000141fffffe83,0,1
2324,2324,0,9008,0,0,22ff,001c,8959,9008,0,000001da000001b0,0,1
2325,2325,0,9008,0,0,22b6,001c,8886,9008,0,000000f7fffffdad,0,1
2326,2326,0,9008,0,0,23fe,001c,9214,9008,0,000002d1fffffdf8,0,1
2327,2327,0,9008,0,0,23fb,001c,9211,9008,0,fffffdb2fffff80e,0,1
2328,2328,0,9008,0,0,22e3,001c,8931,9008,0,fffffd38ffffff7e,0,1
2329,2329,0,9008,0,0,2326,001c,8998,9008,0,fffffe67fffffd91,0,1
2330,2330,0,9008,0,0,2124,001c,8484,9008,0,0000073dffffff47,0,1
2331,2331,0,9008,0,0,1ff1,001c,8177,9008,0,0000010cffffffcc,0,1
2332,2332,0,9008,0,0,1eaa,001c,7850,9008,0,ffffff34fffffe76,0,1
2333,2333,0,9008,0,0,1db6,001c,7606,9008,0,fffffffcffffffd2,0,1
2334,2334,0,9008,0,0,1d12,001c,7442,9008,0,ffffffb6ffffff8c,0,1
2335,2335,0,9008,0,0,1cda,001c,7386,9008,0,fffffdedfffffdd0,0,1
2336,2336,0,9008,0,0,1d0b,001c,7435,9008,0,0000012d0000029c,0,1
2337,2337,0,9008,0,0,1e01,001c,7681,9008,0,fffffd27fffffdfa,0,1
2338,2338,0,9008,0,0,1f20,001c,7968,9008,0,fffffd2afffffddd,0,1
2339,2339,0,9008,0,0,2043,001c,8259,9008,0,0000002b00000029,0,1
2340,2340,0,9008,0,0,2182,001c,8578,9008,0,fffffe60fffffda5,0,1
2341,2341,0,9008,0,0,2291,001c,8849,9008,0,fffffbadfffffd98,0,1
2342,2342,0,9008,0,0,2315,001c,8981,9008,0,ffffff8600000026,0,1
2343,2343,0,9008,0,0,231d,001c,8989,9008,0,fffffc22fffffd91,0,1
2344,2344,0,9008,0,0,2291,001c,8849,9008,0,fffffff60000038d,0,1
2345,2345,0,9008,0,0,21c7,001c,8647,9008,0,ffffff8c000000fa,0,1
2346,2346,0,9008,0,0,20df,001c,8415,9008,0,000000ea000000a2,0,1
2347,2347,0,9008,0,0,1f6a,001c,8042,9008,0,ffffff9cfffffee5,0,1
2348,2348,0,9008,0,0,1e32,001c,7730,9008,0,ffffff3afffff87e,0,1
2349,2349,0,9008,0,0,1d5c,001c,7516,9008,0,fffffb88fffffe4e,0,1
2350,2350,0,9008,0,0,1ce8,001c,7400,9008,0,00000352fffff91b,0,1
2351,2351,0,9008,0,0,1cf5,001c,7413,9008,0,0000027c000000d4,0,1
2352,2352,0,9008,0,0,1d60,001c,7520,9008,0,ffffffe1fffffb2a,0,1
2353,2353,0,9008,0,0,1e82,001c,7810,9008,0,000002c0fffff9e4,0,1
2354,2354,0,9008,0,0,1fb8,001c,8120,9008,0,fffffdc1fffffd3e,0,1
2355,2355,0,9008,0,0,20bf,001c,8383,9008,0,ffffff92fffffc94,0,1
2356,2356,0,9008,0,0,21fe,001c,8702,9008,0,0000017efffffeae,0,1
2357,2357,0,9008,0,0,22fe,001c,8958,9008,0,ffffff7efffff9c8,0,1
2358,2358,0,9008,0,0,23af,001c,9215,9008,0,00000163000000fc,0,1
2359,2359,0,9008,0,0,232f,001c,9007,9008,0,000002bbfffffa16,0,1
2360,2360,0,9008,0,0,235f,001c,9055,9008,0,0000029ffffffb9e,0,1
2361,2361,0,9008,0,0,235e,001c,9054,9008,0,fffffc1cffffff41,0,1
2362,2362,0,9008,0,0,2176,001c,8566,9008,0,000000d4ffffff92,0,1
2363,2363,0,9008,0,0,2034,001c,8244,9008,0,ffffff5d00000097,0,1
