Sample in Buffer,Sample in Window,TRIGGER,design_1_i/adc_interface_0_m_axis_tdata[31:0],design_1_i/adc_interface_0_m_axis_tlast,design_1_i/adc_interface_0_m_axis_tvalid,design_1_i/adc_interface_0_adc_signed_debug[15:0],design_1_i/adc_interface_0_win_coeff_out[15:0],design_1_i/adc_data[13:0],design_1_i/adc_interface_0_adc_data_original[13:0],design_1_i/adc_interface_0_adc_data_original_valid,design_1_i/xfft_0_m_axis_data_tdata[63:0],design_1_i/xfft_0_m_axis_data_tlast,design_1_i/xfft_0_m_axis_data_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX
1121,1121,0,9008,0,0,1de3,001c,7651,9008,0,fffffba5ffffff57,0,0
1122,1122,0,9008,0,0,1edf,001c,7903,9008,0,fffffba5ffffff57,0,0
1123,1123,0,9008,0,0,201f,001c,8223,9008,0,fffffba5ffffff57,0,0
1124,1124,0,9008,0,0,217e,001c,8574,9008,0,fffffba5ffffff57,0,0
1125,1125,0,9008,0,0,228f,001c,8847,9008,0,fffffba5ffffff57,0,0
1126,1126,0,9008,0,0,232c,001c,9004,9008,0,fffffba5ffffff57,0,0
1127,1127,0,9008,0,0,22ca,001c,8906,9008,0,fffffba5ffffff57,0,0
1128,1128,0,9008,0,0,2293,001c,8851,9008,0,fffffba5ffffff57,0,0
1129,1129,0,9008,0,0,221e,001c,8734,9008,0,fffffba5ffffff57,0,0
1130,1130,0,9008,0,0,20ff,001c,8447,9008,0,fffffba5ffffff57,0,0
1131,1131,0,9008,0,0,1f53,001c,8019,9008,0,fffffba5ffffff57,0,0
1132,1132,0,9008,0,0,1e45,001c,7749,9008,0,fffffba5ffffff57,0,0
1133,1133,0,9008,0,0,1d78,001c,7544,9008,0,fffffba5ffffff57,0,0
1134,1134,0,9008,0,0,1cf5,001c,7413,9008,0,fffffba5ffffff57,0,0
1135,1135,0,9008,0,0,1cfa,001c,7418,9008,0,fffffba5ffffff57,0,0
1136,1136,0,9008,0,0,1d5b,001c,7515,9008,0,fffffba5ffffff57,0,0
1137,1137,0,9008,0,0,1e57,001c,7767,9008,0,fffffba5ffffff57,0,0
1138,1138,0,9008,0,0,1f90,001c,8080,9008,0,fffffba5ffffff57,0,0
1139,1139,0,9008,0,0,20dd,001c,8413,9008,0,fffffba5ffffff57,0,0
1140,1140,0,9008,0,0,2209,001c,8841,9008,0,fffffba5ffffff57,0,0
1141,1141,0,9008,0,0,22e1,001c,8929,9008,0,fffffba5ffffff57,0,0
1142,1142,0,9008,0,0,23a3,001c,9187,9008,0,fffffba5ffffff57,0,0
1143,1143,0,9008,0,0,2337,001c,9015,9008,0,fffffba5ffffff57,0,0
1144,1144,0,9008,0,0,2374,001c,9076,9008,0,fffffba5ffffff57,0,0
1145,1145,0,9008,0,0,2374,001c,9076,9008,0,fffffba5ffffff57,0,0
1146,1146,0,9008,0,0,217c,001c,8572,9008,0,fffffba5ffffff57,0,0
1147,1147,0,9008,0,0,2adc,001c,8220,9008,0,fffffba5ffffff57,0,0
1148,1148,0,9008,0,0,1ef6,001c,7926,9008,0,fffffba5ffffff57,0,0
1149,1149,0,9008,0,0,1df1,001c,7665,9008,0,fffffba5ffffff57,0,0
1150,1150,0,9008,0,0,1d1a,001c,7450,9008,0,fffffba5ffffff57,0,0
1151,1151,0,9008,0,0,1cde,001c,7390,9008,0,fffffba5ffffff57,0,0
1152,1152,0,9008,0,0,1d21,001c,7457,9008,0,fffffba5ffffff57,0,0
1153,1153,0,9008,0,0,1dc3,001c,7619,9008,0,fffffba5ffffff57,0,0
1154,1154,0,9008,0,0,1ed7,001c,7895,9008,0,fffffba5ffffff57,0,0
1155,1155,0,9008,0,0,2029,001c,8233,9008,0,fffffba5ffffff57,0,0
1156,1156,0,9008,0,0,2152,001c,8530,9008,0,fffffba5ffffff57,0,0
1157,1157,0,9008,0,0,2252,001c,8786,9008,0,fffffba5ffffff57,0,0
1158,1158,0,9008,0,0,230d,001c,8973,9008,0,fffffba5ffffff57,0,0
1159,1159,0,9008,0,0,234e,001c,9038,9008,0,fffffba5ffffff57,0,0
1160,1160,0,9008,0,0,22d5,001c,8917,9008,0,fffffba5ffffff57,0,0
1161,1161,0,9008,0,0,21d2,001c,8658,9008,0,fffffba5ffffff57,0,0
1162,1162,0,9008,0,0,20bf,001c,8383,9008,0,fffffba5ffffff57,0,0
1163,1163,0,9008,0,0,1fb8,001c,8120,9008,0,fffffba5ffffff57,0,0
1164,1164,0,9008,0,0,1e83,001c,7811,9008,0,fffffba5ffffff57,0,0
1165,1165,0,9008,0,0,1d80,001c,7552,9008,0,fffffba5ffffff57,0,0
1166,1166,0,9008,0,0,1cd5,001c,7381,9008,0,fffffba5ffffff57,0,0
1167,1167,0,9008,0,0,1ce3,001c,7395,9008,0,fffffba5ffffff57,0,0
1168,1168,0,9008,0,0,1d6d,001c,7533,9008,0,fffffba5ffffff57,0,0
1169,1169,0,9008,0,0,1e2b,001c,7723,9008,0,fffffba5ffffff57,0,0
1170,1170,0,9008,0,0,1f62,001c,8034,9008,0,fffffba5ffffff57,0,0
1171,1171,0,9008,0,0,20d4,001c,8404,9008,0,fffffba5ffffff57,0,0
1172,1172,0,9008,0,0,21d8,001c,8664,9008,0,fffffba5ffffff57,0,0
1173,1173,0,9008,0,0,22ae,001c,8878,9008,0,fffffba5ffffff57,0,0
1174,1174,0,9008,0,0,2342,001c,9026,9008,0,fffffba5ffffff57,0,0
1175,1175,0,9008,0,0,232a,001c,9002,9008,0,fffffba5ffffff57,0,0
1176,1176,0,9008,0,0,2276,001c,8830,9008,0,fffffba5ffffff57,0,0
1177,1177,0,9008,0,0,2172,001c,9078,9008,0,fffffba5ffffff57,0,0
1178,1178,0,9008,0,0,217b,001c,8571,9008,0,fffffba5ffffff57,0,0
1179,1179,0,9008,0,0,3f5f,001c,16223,9008,0,fffffba5ffffff57,0,0
1180,1180,0,9008,0,0,1ffd,001c,8189,9008,0,fffffba5ffffff57,0,0
1181,1181,0,9008,0,0,1dfd,001c,7677,9008,0,fffffba5ffffff57,0,0
1182,1182,0,9008,0,0,1dfd,001c,7677,9008,0,fffffba5ffffff57,0,0
1183,1183,0,9008,0,0,1cdf,001c,7391,9008,0,fffffba5ffffff57,0,0
1184,1184,0,9008,0,0,1dee,001c,7662,9008,0,fffffba5ffffff57,0,0
1185,1185,0,9008,0,0,1d9d,001c,7581,9008,0,fffffba5ffffff57,0,0
1186,1186,0,9008,0,0,1ec4,001c,7876,9008,0,fffffba5ffffff57,0,0
1187,1187,0,9008,0,0,2013,001c,8211,9008,0,fffffba5ffffff57,0,0
1188,1188,0,9008,0,0,2142,001c,8514,9008,0,fffffba5ffffff57,0,0
1189,1189,0,9008,0,0,221d,001c,8733,9008,0,fffffba5ffffff57,0,0
1190,1190,0,9008,0,0,22fd,001c,8957,9008,0,fffffba5ffffff57,0,0
1191,1191,0,9008,0,0,2342,001c,9026,9008,0,fffffba5ffffff57,0,0
1192,1192,0,9008,0,0,22e1,001c,8929,9008,0,fffffba5ffffff57,0,0
1193,1193,0,9008,0,0,220a,001c,8714,9008,0,fffffba5ffffff57,0,0
1194,1194,0,9008,0,0,20f9,001c,8441,9008,0,fffffba5ffffff57,0,0
1195,1195,0,9008,0,0,1fa7,001c,8103,9008,0,fffffba5ffffff57,0,0
1196,1196,0,9008,0,0,1e99,001c,7833,9008,0,fffffba5ffffff57,0,0
1197,1197,0,9008,0,0,1d7f,001c,7551,9008,0,fffffba5ffffff57,0,0
1198,1198,0,9008,0,0,1ceb,001c,7403,9008,0,fffffba5ffffff57,0,0
1199,1199,0,9008,0,0,1ce4,001c,7396,9008,0,fffffba5ffffff57,0,0
1200,1200,0,9008,0,0,1d4b,001c,7499,9008,0,fffffba5ffffff57,0,0
1201,1201,0,9008,0,0,1e2e,001c,7726,9008,0,fffffba5ffffff57,0,0
1202,1202,0,9008,0,0,1f3d,001c,7997,9008,0,fffffba5ffffff57,0,0
1203,1203,0,9008,0,0,2077,001c,8311,9008,0,fffffba5ffffff57,0,0
1204,1204,0,9008,0,0,21c8,001c,8648,9008,0,fffffba5ffffff57,0,0
1205,1205,0,9008,0,0,22d3,001c,8915,9008,0,fffffba5ffffff57,0,0
1206,1206,0,9008,0,0,230b,001c,8971,9008,0,fffffba5ffffff57,0,0
1207,1207,0,9008,0,0,2315,001c,8981,9008,0,fffffba5ffffff57,0,0
1208,1208,0,9008,0,0,2287,001c,8839,9008,0,fffffba5ffffff57,0,0
1209,1209,0,9008,0,0,2196,001c,8598,9008,0,fffffba5ffffff57,0,0
1210,1210,0,9008,0,0,2077,001c,8311,9008,0,fffffba5ffffff57,0,0
1211,1211,0,9008,0,0,1f31,001c,7985,9008,0,fffffba5ffffff57,0,0
1212,1212,0,9008,0,0,1e3c,001c,7741,9008,0,fffffba5ffffff57,0,0
1213,1213,0,9008,0,0,1f4d,001c,8029,9008,0,fffffba5ffffff57,0,0
1214,1214,0,9008,0,0,1dcf,001c,7631,9008,0,fffffba5ffffff57,0,0
1215,1215,0,9008,0,0,1dc7,001c,7623,9008,0,fffffba5ffffff57,0,0
1216,1216,0,9008,0,0,1d9e,001c,7582,9008,0,fffffba5ffffff57,0,0
1217,1217,0,9008,0,0,1f9e,001c,8094,9008,0,fffffba5ffffff57,0,0
1218,1218,0,9008,0,0,1fee,001c,8174,9008,0,fffffba5ffffff57,0,0
1219,1219,0,9008,0,0,1fe2,001c,8162,9008,0,fffffba5ffffff57,0,0
1220,1220,0,9008,0,0,2115,001c,8469,9008,0,fffffba5ffffff57,0,0
1221,1221,0,9008,0,0,2270,001c,8752,9008,0,fffffba5ffffff57,0,0
1222,1222,0,9008,0,0,22e7,001c,8935,9008,0,fffffba5ffffff57,0,0
1223,1223,0,9008,0,0,232d,001c,9005,9008,0,fffffba5ffffff57,0,0
1224,1224,0,9008,0,0,22e2,001c,8930,9008,0,fffffba5ffffff57,0,0
1225,1225,0,9008,0,0,2238,001c,8760,9008,0,fffffba5ffffff57,0,0
1226,1226,0,9008,0,0,2120,001c,8480,9008,0,fffffba5ffffff57,0,0
1227,1227,0,9008,0,0,1fdf,001c,8159,9008,0,fffffba5ffffff57,0,0
1228,1228,0,9008,0,0,1e97,001c,7831,9008,0,fffffba5ffffff57,0,0
1229,1229,0,9008,0,0,1db4,001c,7604,9008,0,fffffba5ffffff57,0,0
1230,1230,0,9008,0,0,1d25,001c,7461,9008,0,fffffba5ffffff57,0,0
1231,1231,0,9008,0,0,1cd3,001c,7379,9008,0,fffffba5ffffff57,0,0
1232,1232,0,9008,0,0,1d37,001c,7479,9008,0,fffffba5ffffff57,0,0
1233,1233,0,9008,0,0,1e0c,001c,7692,9008,0,fffffba5ffffff57,0,0
1234,1234,0,9008,0,0,1f2a,001c,7978,9008,0,fffffba5ffffff57,0,0
1235,1235,0,9008,0,0,2092,001c,8338,9008,0,fffffba5ffffff57,0,0
1236,1236,0,9008,0,0,219b,001c,8603,9008,0,fffffba5ffffff57,0,0
1237,1237,0,9008,0,0,228a,001c,8842,9008,0,fffffba5ffffff57,0,0
1238,1238,0,9008,0,0,231b,001c,8987,9008,0,fffffba5ffffff57,0,0
1239,1239,0,9008,0,0,2312,001c,8978,9008,0,fffffba5ffffff57,0,0
1240,1240,0,9008,0,0,22c7,001c,8903,9008,0,fffffba5ffffff57,0,0
1241,1241,0,9008,0,0,21d5,001c,8661,9008,0,fffffba5ffffff57,0,0
1242,1242,0,9008,0,0,2076,001c,8310,9008,0,fffffba5ffffff57,0,0
1243,1243,0,9008,0,0,1f1a,001c,7962,9008,0,fffffba5ffffff57,0,0
1244,1244,0,9008,0,0,1e36,001c,7734,9008,0,fffffba5ffffff57,0,0
1245,1245,0,9008,0,0,1d83,001c,7555,9008,0,fffffba5ffffff57,0,0
1246,1246,0,9008,0,0,1ce4,001c,7396,9008,0,fffffba5ffffff57,0,0
1247,1247,0,9008,0,0,1cd4,001c,7412,9008,0,fffffba5ffffff57,0,0
1248,1248,0,9008,0,0,1d72,001c,7666,9008,0,fffffba5ffffff57,0,0
1249,1249,0,9008,0,0,1eb2,001c,8178,9008,0,fffffba5ffffff57,0,0
1250,1250,0,9008,0,0,1fd2,001c,8146,9008,0,fffffba5ffffff57,0,0
1251,1251,0,9008,0,0,3fcc,001c,16332,9008,0,fffffba5ffffff57,0,0
1252,1252,0,9008,0,0,230f,001c,8975,9008,0,fffffba5ffffff57,0,0
1253,1253,0,9008,0,0,22bf,001c,8895,9008,0,fffffba5ffffff57,0,0
1254,1254,0,9008,0,0,23be,001c,9150,9008,0,fffffba5ffffff57,0,0
1255,1255,0,9008,0,0,233a,001c,9018,9008,0,fffffba5ffffff57,0,0
1256,1256,0,9008,0,0,2376,001c,9010,9008,0,fffffba5ffffff57,0,0
1257,1257,0,9008,0,0,2254,001c,8788,9008,0,fffffba5ffffff57,0,0
1258,1258,0,9008,0,0,2119,001c,8473,9008,0,fffffba5ffffff57,0,0
1259,1259,0,9008,0,0,1fd9,001c,8153,9008,0,fffffba5ffffff57,0,0
1260,1260,0,9008,0,0,1ebc,001c,7868,9008,0,fffffba5ffffff57,0,0
1261,1261,0,9008,0,0,1db2,001c,7602,9008,0,fffffba5ffffff57,0,0
1262,1262,0,9008,0,0,1d41,001c,7489,9008,0,fffffba5ffffff57,0,0
1263,1263,0,9008,0,0,1ce3,001c,7395,9008,0,fffffba5ffffff57,0,0
1264,1264,0,9008,0,0,1d3f,001c,7487,9008,0,fffffba5ffffff57,0,0
1265,1265,0,9008,0,0,1dec,001c,7660,9008,0,fffffba5ffffff57,0,0
1266,1266,0,9008,0,0,1f1f,001c,7967,9008,0,fffffba5ffffff57,0,0
1267,1267,0,9008,0,0,2059,001c,8281,9008,0,fffffba5ffffff57,0,0
1268,1268,0,9008,0,0,2186,001c,8582,9008,0,fffffba5ffffff57,0,0
1269,1269,0,9008,0,0,229a,001c,8858,9008,0,fffffba5ffffff57,0,0
1270,1270,0,9008,0,0,230c,001c,8972,9008,0,fffffba5ffffff57,0,0
1271,1271,0,9008,0,0,230f,001c,8975,9008,0,fffffba5ffffff57,0,0
1272,1272,0,9008,0,0,22c1,001c,8897,9008,0,fffffba5ffffff57,0,0
1273,1273,0,9008,0,0,21da,001c,8666,9008,0,fffffba5ffffff57,0,0
1274,1274,0,9008,0,0,20c2,001c,8386,9008,0,fffffba5ffffff57,0,0
1275,1275,0,9008,0,0,1f69,001c,8041,9008,0,fffffba5ffffff57,0,0
1276,1276,0,9008,0,0,1e30,001c,7728,9008,0,fffffba5ffffff57,0,0
1277,1277,0,9008,0,0,1d67,001c,7527,9008,0,fffffba5ffffff57,0,0
1278,1278,0,9008,0,0,1cf9,001c,7417,9008,0,fffffba5ffffff57,0,0
1279,1279,0,9008,0,0,1cf3,001c,7411,9008,0,fffffba5ffffff57,0,0
1280,1280,0,9008,0,0,1d71,001c,7537,9008,0,fffffba5ffffff57,0,0
1281,1281,0,9008,0,0,1e4a,001c,7754,9008,0,fffffba5ffffff57,0,0
1282,1282,0,9008,0,0,1f92,001c,8082,9008,0,fffffba5ffffff57,0,0
1283,1283,0,9008,0,0,20d3,001c,11987,9008,0,fffffba5ffffff57,0,0
1284,1284,0,9008,0,0,2212,001c,8915,9008,0,fffffba5ffffff57,0,0
1285,1285,0,9008,0,0,22f9,001c,8953,9008,0,fffffba5ffffff57,0,0
1286,1286,0,9008,0,0,23e9,001c,9193,9008,0,fffffba5ffffff57,0,0
1287,1287,0,9008,0,0,23df,001c,9183,9008,0,fffffba5ffffff57,0,0
1288,1288,0,9008,0,0,22de,001c,8926,9008,0,fffffba5ffffff57,0,0
1289,1289,0,9008,0,0,23db,001c,9179,9008,0,fffffba5ffffff57,0,0
1290,1290,0,9008,0,0,217b,001c,8539,9008,0,fffffba5ffffff57,0,0
1291,1291,0,9008,0,0,2877,001c,8243,9008,0,fffffba5ffffff57,0,0
1292,1292,0,9008,0,0,1edf,001c,7903,9008,0,fffffba5ffffff57,0,0
1293,1293,0,9008,0,0,1dc6,001c,7622,9008,0,fffffba5ffffff57,0,0
1294,1294,0,9008,0,0,1d2d,001c,7469,9008,0,fffffba5ffffff57,0,0
1295,1295,0,9008,0,0,1cf4,001c,7412,9008,0,fffffba5ffffff57,0,0
1296,1296,0,9008,0,0,1d16,001c,7446,9008,0,fffffba5ffffff57,0,0
1297,1297,0,9008,0,0,1ddd,001c,7645,9008,0,fffffba5ffffff57,0,0
1298,1298,0,9008,0,0,1ec1,001c,7873,9008,0,fffffba5ffffff57,0,0
1299,1299,0,9008,0,0,2048,001c,8264,9008,0,fffffba5ffffff57,0,0
1300,1300,0,9008,0,0,2181,001c,8577,9008,0,fffffba5ffffff57,0,0
1301,1301,0,9008,0,0,2267,001c,8807,9008,0,fffffba5ffffff57,0,0
1302,1302,0,9008,0,0,2313,001c,8979,9008,0,fffffba5ffffff57,0,0
1303,1303,0,9008,0,0,232d,001c,9005,9008,0,fffffba5ffffff57,0,0
1304,1304,0,9008,0,0,22ae,001c,8878,9008,0,fffffba5ffffff57,0,0
1305,1305,0,9008,0,0,220e,001c,8718,9008,0,fffffba5ffffff57,0,0
1306,1306,0,9008,0,0,20d1,001c,8401,9008,0,fffffba5ffffff57,0,0
1307,1307,0,9008,0,0,1f91,001c,8081,9008,0,fffffba5ffffff57,0,0
1308,1308,0,9008,0,0,1e79,001c,7801,9008,0,fffffba5ffffff57,0,0
1309,1309,0,9008,0,0,1d6c,001c,7532,9008,0,fffffba5ffffff57,0,0
1310,1310,0,9008,0,0,1ce9,001c,7401,9008,0,fffffba5ffffff57,0,0
1311,1311,0,9008,0,0,1d02,001c,7426,9008,0,fffffba5ffffff57,0,0
1312,1312,0,9008,0,0,1d6b,001c,7531,9008,0,fffffba5ffffff57,0,0
1313,1313,0,9008,0,0,1e26,001c,7718,9008,0,fffffba5ffffff57,0,0
1314,1314,0,9008,0,0,1f71,001c,8049,9008,0,fffffba5ffffff57,0,0
1315,1315,0,9008,0,0,20cf,001c,8399,9008,0,fffffba5ffffff57,0,0
1316,1316,0,9008,0,0,2206,001c,8710,9008,0,fffffba5ffffff57,0,0
1317,1317,0,9008,0,0,22a9,001c,8873,9008,0,fffffba5ffffff57,0,0
1318,1318,0,9008,0,0,2319,001c,9017,9008,0,fffffba5ffffff57,0,0
1319,1319,0,9008,0,0,22fb,001c,8955,9008,0,fffffba5ffffff57,0,0
1320,1320,0,9008,0,0,2278,001c,8955,9008,0,fffffba5ffffff57,0,0
1321,1321,0,9008,0,0,23b8,001c,9208,9008,0,fffffba5ffffff57,0,0
1322,1322,0,9008,0,0,21b2,001c,8626,9008,0,fffffba5ffffff57,0,0
1323,1323,0,9008,0,0,3efb,001c,12027,9008,0,fffffba5ffffff57,0,0
1324,1324,0,9008,0,0,1ffb,001c,8187,9008,0,fffffba5ffffff57,0,0
1325,1325,0,9008,0,0,1de9,001c,7657,9008,0,fffffba5ffffff57,0,0
1326,1326,0,9008,0,0,1d2a,001c,7466,9008,0,fffffba5ffffff57,0,0
1327,1327,0,9008,0,0,1d0e,001c,7430,9008,0,fffffba5ffffff57,0,0
1328,1328,0,9008,0,0,1d8c,001c,7436,9008,0,fffffba5ffffff57,0,0
1329,1329,0,9008,0,0,1d9f,001c,7583,9008,0,fffffba5ffffff57,0,0
1330,1330,0,9008,0,0,1ecb,001c,7883,9008,0,fffffba5ffffff57,0,0
1331,1331,0,9008,0,0,2019,001c,8217,9008,0,fffffba5ffffff57,0,0
1332,1332,0,9008,0,0,2146,001c,8518,9008,0,fffffba5ffffff57,0,0
1333,1333,0,9008,0,0,2254,001c,8788,9008,0,fffffba5ffffff57,0,0
1334,1334,0,9008,0,0,22fe,001c,8958,9008,0,fffffba5ffffff57,0,0
1335,1335,0,9008,0,0,2334,001c,9012,9008,0,fffffba5ffffff57,0,0
1336,1336,0,9008,0,0,22c7,001c,8903,9008,0,fffffba5ffffff57,0,0
1337,1337,0,9008,0,0,220e,001c,8718,9008,0,fffffba5ffffff57,0,0
1338,1338,0,9008,0,0,2102,001c,8450,9008,0,fffffba5ffffff57,0,0
1339,1339,0,9008,0,0,1fb8,001c,8120,9008,0,fffffba5ffffff57,0,0
1340,1340,0,9008,0,0,1e64,001c,7780,9008,0,fffffba5ffffff57,0,0
1341,1341,0,9008,0,0,1d9a,001c,7578,9008,0,fffffba5ffffff57,0,0
1342,1342,0,9008,0,0,1d01,001c,7425,9008,0,fffffba5ffffff57,0,0
1343,1343,0,9008,0,0,1cce,001c,7374,9008,0,fffffba5ffffff57,0,0
1344,1344,0,9008,0,0,1d41,001c,7489,9008,0,fffffba5ffffff57,0,0
1345,1345,0,9008,0,0,1e2c,001c,7724,9008,0,fffffba5ffffff57,0,0
1346,1346,0,9008,0,0,1f5c,001c,8028,9008,0,fffffba5ffffff57,0,0
1347,1347,0,9008,0,0,20a7,001c,8359,9008,0,fffffba5ffffff57,0,0
1348,1348,0,9008,0,0,21ba,001c,8634,9008,0,fffffba5ffffff57,0,0
1349,1349,0,9008,0,0,22af,001c,8879,9008,0,fffffba5ffffff57,0,0
1350,1350,0,9008,0,0,231c,001c,8988,9008,0,fffffba5ffffff57,0,0
1351,1351,0,9008,0,0,230a,001c,8970,9008,0,fffffba5ffffff57,0,0
1352,1352,0,9008,0,0,227d,001c,8829,9008,0,fffffba5ffffff57,0,0
1353,1353,0,9008,0,0,2192,001c,8594,9008,0,fffffba5ffffff57,0,0
1354,1354,0,9008,0,0,2087,001c,8327,9008,0,fffffba5ffffff57,0,0
1355,1355,0,9008,0,0,1f1b,001c,8095,9008,0,fffffba5ffffff57,0,0
1356,1356,0,9008,0,0,1fdd,001c,8157,9008,0,fffffba5ffffff57,0,0
1357,1357,0,9008,0,0,1dbf,001c,7679,9008,0,fffffba5ffffff57,0,0
1358,1358,0,9008,0,0,1df7,001c,7671,9008,0,fffffba5ffffff57,0,0
1359,1359,0,9008,0,0,1cff,001c,7423,9008,0,fffffba5ffffff57,0,0
1360,1360,0,9008,0,0,1dff,001c,7679,9008,0,fffffba5ffffff57,0,0
1361,1361,0,9008,0,0,1fbf,001c,8127,9008,0,fffffba5ffffff57,0,0
1362,1362,0,9008,0,0,1ffd,001c,8189,9008,0,fffffba5ffffff57,0,0
1363,1363,0,9008,0,0,1fce,001c,8142,9008,0,fffffba5ffffff57,0,0
1364,1364,0,9008,0,0,2115,001c,8469,9008,0,fffffba5ffffff57,0,0
1365,1365,0,9008,0,0,224b,001c,8779,9008,0,fffffba5ffffff57,0,0
1366,1366,0,9008,0,0,2317,001c,8983,9008,0,fffffba5ffffff57,0,0
1367,1367,0,9008,0,0,2318,001c,8984,9008,0,fffffba5ffffff57,0,0
1368,1368,0,9008,0,0,22c7,001c,8903,9008,0,fffffba5ffffff57,0,0
1369,1369,0,9008,0,0,2223,001c,8739,9008,0,fffffba5ffffff57,0,0
1370,1370,0,9008,0,0,211c,001c,8476,9008,0,fffffba5ffffff57,0,0
1371,1371,0,9008,0,0,1fdc,001c,8156,9008,0,fffffba5ffffff57,0,0
1372,1372,0,9008,0,0,1eab,001c,7851,9008,0,fffffba5ffffff57,0,0
1373,1373,0,9008,0,0,1d7a,001c,7546,9008,0,fffffba5ffffff57,0,0
1374,1374,0,9008,0,0,1cec,001c,7404,9008,0,fffffba5ffffff57,0,0
1375,1375,0,9008,0,0,1ce3,001c,7395,9008,0,fffffba5ffffff57,0,0
1376,1376,0,9008,0,0,1d56,001c,7510,9008,0,fffffba5ffffff57,0,0
1377,1377,0,9008,0,0,1e21,001c,7713,9008,0,fffffba5ffffff57,0,0
1378,1378,0,9008,0,0,1f10,001c,7952,9008,0,fffffba5ffffff57,0,0
1379,1379,0,9008,0,0,2039,001c,8249,9008,0,fffffba5ffffff57,0,0
1380,1380,0,9008,0,0,21b8,001c,8632,9008,0,fffffba5ffffff57,0,0
1381,1381,0,9008,0,0,22bb,001c,8891,9008,0,fffffba5ffffff57,0,0
1382,1382,0,9008,0,0,231e,001c,8990,9008,0,fffffba5ffffff57,0,0
1383,1383,0,9008,0,0,22fb,001c,8955,9008,0,fffffba5ffffff57,0,0
1384,1384,0,9008,0,0,2296,001c,8854,9008,0,fffffba5ffffff57,0,0
1385,1385,0,9008,0,0,21ac,001c,8620,9008,0,fffffba5ffffff57,0,0
1386,1386,0,9008,0,0,20b0,001c,8368,9008,0,fffffba5ffffff57,0,0
1387,1387,0,9008,0,0,1f3d,001c,7997,9008,0,fffffba5ffffff57,0,0
1388,1388,0,9008,0,0,1e1c,001c,7708,9008,0,fffffba5ffffff57,0,0
1389,1389,0,9008,0,0,1d51,001c,7505,9008,0,fffffba5ffffff57,0,0
1390,1390,0,9008,0,0,1ce8,001c,7400,9008,0,fffffba5ffffff57,0,0
1391,1391,0,9008,0,0,1d2f,001c,7663,9008,0,fffffba5ffffff57,0,0
1392,1392,0,9008,0,0,1dc7,001c,7623,9008,0,fffffba5ffffff57,0,0
1393,1393,0,9008,0,0,1fe3,001c,8163,9008,0,fffffba5ffffff57,0,0
1394,1394,0,9008,0,0,1ff1,001c,8177,9008,0,fffffba5ffffff57,0,0
1395,1395,0,9008,0,0,3fbd,001c,8125,9008,0,fffffba5ffffff57,0,0
1396,1396,0,9008,0,0,236d,001c,9069,9008,0,fffffba5ffffff57,0,0
1397,1397,0,9008,0,0,22f7,001c,8951,9008,0,fffffba5ffffff57,0,0
1398,1398,0,9008,0,0,23f7,001c,9206,9008,0,fffffba5ffffff57,0,0
1399,1399,0,9008,0,0,2337,001c,8999,9008,0,fffffba5ffffff57,0,0
1400,1400,0,9008,0,0,2353,001c,8979,9008,0,fffffba5ffffff57,0,0
1401,1401,0,9008,0,0,2246,001c,8774,9008,0,fffffba5ffffff57,0,0
1402,1402,0,9008,0,0,2132,001c,8498,9008,0,fffffba5ffffff57,0,0
1403,1403,0,9008,0,0,2004,001c,8196,9008,0,fffffba5ffffff57,0,0
1404,1404,0,9008,0,0,1eaa,001c,7850,9008,0,fffffba5ffffff57,0,0
1405,1405,0,9008,0,0,1dad,001c,7597,9008,0,fffffba5ffffff57,0,0
1406,1406,0,9008,0,0,1d1b,001c,7451,9008,0,fffffba5ffffff57,0,0
1407,1407,0,9008,0,0,1cca,001c,7370,9008,0,fffffba5ffffff57,0,0
1408,1408,0,9008,0,0,1d3a,001c,7482,9008,0,fffffba5ffffff57,0,0
1409,1409,0,9008,0,0,1df7,001c,7671,9008,0,fffffba5ffffff57,0,0
1410,1410,0,9008,0,0,1f0f,001c,7951,9008,0,fffffba5ffffff57,0,0
1411,1411,0,9008,0,0,2065,001c,8293,9008,0,fffffba5ffffff57,0,0
1412,1412,0,9008,0,0,2177,001c,8567,9008,0,fffffba5ffffff57,0,0
1413,1413,0,9008,0,0,2280,001c,8832,9008,0,fffffba5ffffff57,0,0
1414,1414,0,9008,0,0,2319,001c,8985,9008,0,fffffba5ffffff57,0,0
1415,1415,0,9008,0,0,2345,001c,9029,9008,0,fffffba5ffffff57,0,0
1416,1416,0,9008,0,0,22b5,001c,8885,9008,0,fffffba5ffffff57,0,0
1417,1417,0,9008,0,0,21c1,001c,8641,9008,0,fffffba5ffffff57,0,0
1418,1418,0,9008,0,0,20a1,001c,8353,9008,0,fffffba5ffffff57,0,0
1419,1419,0,9008,0,0,1f6d,001c,8045,9008,0,fffffba5ffffff57,0,0
1420,1420,0,9008,0,0,1e41,001c,7745,9008,0,fffffba5ffffff57,0,0
1421,1421,0,9008,0,0,1d62,001c,7522,9008,0,fffffba5ffffff57,0,0
1422,1422,0,9008,0,0,1cdf,001c,7391,9008,0,fffffba5ffffff57,0,0
1423,1423,0,9008,0,0,1cfd,001c,7421,9008,0,fffffba5ffffff57,0,0
