Sample in Buffer,Sample in Window,TRIGGER,design_1_i/adc_interface_0_m_axis_tdata[31:0],design_1_i/adc_interface_0_m_axis_tlast,design_1_i/adc_interface_0_m_axis_tvalid,design_1_i/adc_interface_0_adc_signed_debug[15:0],design_1_i/adc_interface_0_win_coeff_out[15:0],design_1_i/adc_data[13:0],design_1_i/adc_interface_0_adc_data_original[13:0],design_1_i/adc_interface_0_adc_data_original_valid
39,39,0,7940,0,0,e13d,001c,8509,7940,0
40,40,0,7940,0,0,e031,001c,8241,7940,0
41,41,0,7940,0,0,1eca,001c,7882,7940,0
42,42,0,7940,0,0,1e0c,001c,7684,7940,0
43,43,0,7940,0,0,1e2c,001c,7724,7940,0
44,44,0,7940,0,0,1f32,001c,7986,7940,0
45,45,0,7940,0,0,e09b,001c,8347,7940,0
46,46,0,7940,0,0,e15f,001c,8543,7940,0
47,47,0,7940,0,0,e122,001c,8482,7940,0
48,48,0,7940,0,0,1ff5,001c,8181,7940,0
49,49,0,7940,0,0,1e89,001c,7817,7940,0
50,50,0,7940,0,0,1df8,001c,7672,7940,0
51,51,0,7940,0,0,1e6b,001c,7787,7940,0
52,52,0,7940,0,0,1f99,001c,8089,7940,0
53,53,0,7940,0,0,e0fa,001c,8442,7940,0
54,54,0,7940,0,0,e18b,001c,8587,7940,0
55,55,0,7940,0,0,e0dd,001c,8413,7940,0
56,56,0,7940,0,0,1fbe,001c,8126,7940,0
57,57,0,7940,0,0,1e95,001c,7829,7940,0
58,58,0,7940,0,0,1e32,001c,7730,7940,0
59,59,0,7940,0,0,1ece,001c,7886,7940,0
60,60,0,7940,0,0,e005,001c,8197,7940,0
61,61,0,7940,0,0,e139,001c,8505,7940,0
62,62,0,7940,0,0,e199,001c,8601,7940,0
63,63,0,7940,0,0,e0dd,001c,8413,7940,0
64,64,0,7940,0,0,1fca,001c,8138,7940,0
65,65,0,7940,0,0,1ea5,001c,7845,7940,0
66,66,0,7940,0,0,1e73,001c,7795,7940,0
67,67,0,7940,0,0,1f09,001c,7945,7940,0
68,68,0,7940,0,0,e077,001c,8311,7940,0
69,69,0,7940,0,0,e1a3,001c,8611,7940,0
70,70,0,7940,0,0,e1b6,001c,8631,7940,0
71,71,0,7940,0,0,e1b3,001c,8631,7940,0
72,72,0,7940,0,0,fff3,001c,16371,7940,0
73,73,0,7940,0,0,1f7e,001c,8062,7940,0
74,74,0,7940,0,0,1e7e,001c,7806,7940,0
75,75,0,7940,0,0,1ffa,001c,8186,7940,0
76,76,0,7940,0,0,1f8a,001c,8074,7940,0
77,77,0,7940,0,0,e0ed,001c,8681,7940,0
78,78,0,7940,0,0,e1cd,001c,8653,7940,0
79,79,0,7940,0,0,e18d,001c,8589,7940,0
80,80,0,7940,0,0,e08c,001c,8332,7940,0
81,81,0,7940,0,0,1f51,001c,8017,7940,0
82,82,0,7940,0,0,1e65,001c,7781,7940,0
83,83,0,7940,0,0,1ec1,001c,7873,7940,0
84,84,0,7940,0,0,e00c,001c,8204,7940,0
85,85,0,7940,0,0,e150,001c,8528,7940,0
86,86,0,7940,0,0,e1d8,001c,8664,7940,0
87,87,0,7940,0,0,e16d,001c,8557,7940,0
88,88,0,7940,0,0,e02c,001c,8236,7940,0
89,89,0,7940,0,0,1f12,001c,7954,7940,0
90,90,0,7940,0,0,1e86,001c,7814,7940,0
91,91,0,7940,0,0,1f00,001c,7936,7940,0
92,92,0,7940,0,0,e046,001c,8262,7940,0
93,93,0,7940,0,0,e175,001c,8565,7940,0
94,94,0,7940,0,0,e1c2,001c,8642,7940,0
95,95,0,7940,0,0,e14e,001c,8526,7940,0
96,96,0,7940,0,0,e00f,001c,8207,7940,0
97,97,0,7940,0,0,1ebb,001c,7867,7940,0
98,98,0,7940,0,0,1e52,001c,7762,7940,0
99,99,0,7940,0,0,1f24,001c,7972,7940,0
100,100,0,7940,0,0,e09b,001c,8347,7940,0
101,101,0,7940,0,0,e1a7,001c,8615,7940,0
102,102,0,7940,0,0,e1b7,001c,8631,7940,0
103,103,0,7940,0,0,e0d7,001c,8407,7940,0
104,104,0,7940,0,0,1f94,001c,8084,7940,0
105,105,0,7940,0,0,1e9c,001c,7836,7940,0
106,106,0,7940,0,0,1e70,001c,7804,7940,0
107,107,0,7940,0,0,1f71,001c,8049,7940,0
108,108,0,7940,0,0,bf59,001c,16337,7940,0
109,109,0,7940,0,0,e1be,001c,8638,7940,0
110,110,0,7940,0,0,e19d,001c,8605,7940,0
111,111,0,7940,0,0,e191,001c,8593,7940,0
112,112,0,7940,0,0,ec92,001c,12176,7940,0
113,113,0,7940,0,0,1f32,001c,7986,7940,0
114,114,0,7940,0,0,1e4e,001c,7758,7940,0
115,115,0,7940,0,0,1e77,001c,7799,7940,0
116,116,0,7940,0,0,1f7f,001c,8063,7940,0
117,117,0,7940,0,0,e0f6,001c,8438,7940,0
118,118,0,7940,0,0,e1bc,001c,8636,7940,0
119,119,0,7940,0,0,e137,001c,8503,7940,0
120,120,0,7940,0,0,e021,001c,8225,7940,0
121,121,0,7940,0,0,1edc,001c,7900,7940,0
122,122,0,7940,0,0,1e29,001c,7721,7940,0
123,123,0,7940,0,0,1e93,001c,7827,7940,0
124,124,0,7940,0,0,1fb6,001c,8118,7940,0
125,125,0,7940,0,0,e0ed,001c,8429,7940,0
126,126,0,7940,0,0,e194,001c,8596,7940,0
127,127,0,7940,0,0,e0fb,001c,8443,7940,0
128,128,0,7940,0,0,1fc4,001c,8132,7940,0
129,129,0,7940,0,0,1e86,001c,7814,7940,0
130,130,0,7940,0,0,1de7,001c,7655,7940,0
131,131,0,7940,0,0,1e99,001c,7833,7940,0
132,132,0,7940,0,0,e001,001c,8193,7940,0
133,133,0,7940,0,0,e112,001c,8466,7940,0
134,134,0,7940,0,0,e16b,001c,8555,7940,0
135,135,0,7940,0,0,e092,001c,8338,7940,0
136,136,0,7940,0,0,1f46,001c,8006,7940,0
137,137,0,7940,0,0,1e36,001c,7734,7940,0
138,138,0,7940,0,0,1e1f,001c,7711,7940,0
139,139,0,7940,0,0,1ee6,001c,7910,7940,0
140,140,0,7940,0,0,e21a,001c,8250,7940,0
141,141,0,7940,0,0,e10c,001c,8478,7940,0
142,142,0,7940,0,0,e149,001c,8525,7940,0
143,143,0,7940,0,0,e16d,001c,8557,7940,0
144,144,0,7940,0,0,feef,001c,16111,7940,0
145,145,0,7940,0,0,1ff7,001c,8183,7940,0
146,146,0,7940,0,0,1dff,001c,7679,7940,0
147,147,0,7940,0,0,1dfe,001c,8190,7940,0
148,148,0,7940,0,0,1f15,001c,7957,7940,0
149,149,0,7940,0,0,e068,001c,8296,7940,0
150,150,0,7940,0,0,e12b,001c,8491,7940,0
151,151,0,7940,0,0,e130,001c,8496,7940,0
152,152,0,7940,0,0,e014,001c,8212,7940,0
153,153,0,7940,0,0,1eac,001c,7852,7940,0
154,154,0,7940,0,0,1df1,001c,7665,7940,0
155,155,0,7940,0,0,1e3a,001c,7738,7940,0
156,156,0,7940,0,0,1f61,001c,8033,7940,0
157,157,0,7940,0,0,e0a6,001c,8358,7940,0
158,158,0,7940,0,0,e137,001c,8503,7940,0
159,159,0,7940,0,0,e0eb,001c,8427,7940,0
160,160,0,7940,0,0,1fb1,001c,8113,7940,0
161,161,0,7940,0,0,1e87,001c,7815,7940,0
162,162,0,7940,0,0,1df5,001c,7669,7940,0
163,163,0,7940,0,0,1e6a,001c,7786,7940,0
164,164,0,7940,0,0,1fa0,001c,8096,7940,0
165,165,0,7940,0,0,e0f9,001c,8441,7940,0
166,166,0,7940,0,0,e162,001c,8546,7940,0
167,167,0,7940,0,0,e0c0,001c,8384,7940,0
168,168,0,7940,0,0,1f76,001c,8054,7940,0
169,169,0,7940,0,0,1e42,001c,7746,7940,0
170,170,0,7940,0,0,1dfe,001c,7678,7940,0
171,171,0,7940,0,0,1ea2,001c,7842,7940,0
172,172,0,7940,0,0,e024,001c,8228,7940,0
173,173,0,7940,0,0,e13e,001c,8510,7940,0
174,174,0,7940,0,0,e15e,001c,8542,7940,0
175,175,0,7940,0,0,e067,001c,8295,7940,0
176,176,0,7940,0,0,1f3c,001c,7998,7940,0
177,177,0,7940,0,0,1e3e,001c,7742,7940,0
178,178,0,7940,0,0,1e35,001c,7743,7940,0
179,179,0,7940,0,0,1f2f,001c,7983,7940,0
180,180,0,7940,0,0,3f8f,001c,16270,7940,0
181,181,0,7940,0,0,e1fd,001c,8701,7940,0
182,182,0,7940,0,0,e17f,001c,8574,7940,0
183,183,0,7940,0,0,e17d,001c,8573,7940,0
184,184,0,7940,0,0,e055,001c,11349,7940,0
185,185,0,7940,0,0,1f16,001c,8150,7940,0
186,186,0,7940,0,0,1dff,001c,7679,7940,0
187,187,0,7940,0,0,1e53,001c,7763,7940,0
188,188,0,7940,0,0,1f85,001c,8069,7940,0
189,189,0,7940,0,0,e0c8,001c,8392,7940,0
190,190,0,7940,0,0,e1a3,001c,8611,7940,0
191,191,0,7940,0,0,e123,001c,8483,7940,0
192,192,0,7940,0,0,e028,001c,8232,7940,0
193,193,0,7940,0,0,1ef7,001c,7927,7940,0
194,194,0,7940,0,0,1e1e,001c,7710,7940,0
195,195,0,7940,0,0,1e8c,001c,7820,7940,0
196,196,0,7940,0,0,1fee,001c,8174,7940,0
197,197,0,7940,0,0,e135,001c,8501,7940,0
198,198,0,7940,0,0,e1e9,001c,8681,7940,0
199,199,0,7940,0,0,e15b,001c,8539,7940,0
200,200,0,7940,0,0,1ff2,001c,8178,7940,0
201,201,0,7940,0,0,1eaa,001c,7850,7940,0
202,202,0,7940,0,0,1e33,001c,7731,7940,0
203,203,0,7940,0,0,1ee4,001c,7908,7940,0
204,204,0,7940,0,0,e056,001c,8278,7940,0
205,205,0,7940,0,0,e180,001c,8576,7940,0
206,206,0,7940,0,0,e1cc,001c,8652,7940,0
207,207,0,7940,0,0,e0fb,001c,8443,7940,0
208,208,0,7940,0,0,1faa,001c,8106,7940,0
209,209,0,7940,0,0,1e91,001c,7825,7940,0
210,210,0,7940,0,0,1e6f,001c,7791,7940,0
211,211,0,7940,0,0,1f60,001c,8032,7940,0
212,212,0,7940,0,0,e2a3,001c,8355,7940,0
213,213,0,7940,0,0,e1bc,001c,8639,7940,0
214,214,0,7940,0,0,e1b0,001c,8636,7940,0
215,215,0,7940,0,0,e1f2,001c,8690,7940,0
216,216,0,7940,0,0,effe,001c,12286,7940,0
217,217,0,7940,0,0,1ffe,001c,8190,7940,0
218,218,0,7940,0,0,1e9f,001c,7839,7940,0
219,219,0,7940,0,0,1fbf,001c,8095,7940,0
220,220,0,7940,0,0,1fa7,001c,8103,7940,0
221,221,0,7940,0,0,e10c,001c,8588,7940,0
222,222,0,7940,0,0,e1e1,001c,8673,7940,0
223,223,0,7940,0,0,e1ab,001c,8619,7940,0
224,224,0,7940,0,0,e07b,001c,8315,7940,0
225,225,0,7940,0,0,1f19,001c,7961,7940,0
226,226,0,7940,0,0,1e75,001c,7797,7940,0
227,227,0,7940,0,0,1ed0,001c,7888,7940,0
228,228,0,7940,0,0,1ffd,001c,8189,7940,0
229,229,0,7940,0,0,e159,001c,8537,7940,0
230,230,0,7940,0,0,e1de,001c,8670,7940,0
231,231,0,7940,0,0,e16c,001c,8556,7940,0
232,232,0,7940,0,0,e03d,001c,8253,7940,0
233,233,0,7940,0,0,1ef3,001c,7923,7940,0
234,234,0,7940,0,0,1e71,001c,7793,7940,0
235,235,0,7940,0,0,1f05,001c,7941,7940,0
236,236,0,7940,0,0,e02c,001c,8236,7940,0
237,237,0,7940,0,0,e169,001c,8553,7940,0
238,238,0,7940,0,0,e1d2,001c,8658,7940,0
239,239,0,7940,0,0,e119,001c,8473,7940,0
240,240,0,7940,0,0,1fd4,001c,8148,7940,0
241,241,0,7940,0,0,1eb4,001c,7860,7940,0
242,242,0,7940,0,0,1e74,001c,7796,7940,0
243,243,0,7940,0,0,1f39,001c,7993,7940,0
244,244,0,7940,0,0,e083,001c,8323,7940,0
245,245,0,7940,0,0,e16b,001c,8555,7940,0
246,246,0,7940,0,0,e1b9,001c,8633,7940,0
247,247,0,7940,0,0,e0d9,001c,8409,7940,0
248,248,0,7940,0,0,e002,001c,8194,7940,0
249,249,0,7940,0,0,1e35,001c,7735,7940,0
250,250,0,7940,0,0,1efd,001c,7933,7940,0
251,251,0,7940,0,0,1feb,001c,8171,7940,0
252,252,0,7940,0,0,3f7b,001c,16235,7940,0
253,253,0,7940,0,0,e1b7,001c,8631,7940,0
254,254,0,7940,0,0,e1d7,001c,8661,7940,0
255,255,0,7940,0,0,e1d6,001c,8646,7940,0
256,256,0,7940,0,0,e096,001c,8342,7940,0
257,257,0,7940,0,0,1f26,001c,7974,7940,0
258,258,0,7940,0,0,1e4b,001c,7755,7940,0
259,259,0,7940,0,0,1e5c,001c,7772,7940,0
260,260,0,7940,0,0,1f51,001c,8017,7940,0
261,261,0,7940,0,0,e0dc,001c,8412,7940,0
262,262,0,7940,0,0,e160,001c,8544,7940,0
263,263,0,7940,0,0,e166,001c,8550,7940,0
264,264,0,7940,0,0,e008,001c,8200,7940,0
265,265,0,7940,0,0,1ee7,001c,7911,7940,0
266,266,0,7940,0,0,1e28,001c,7720,7940,0
267,267,0,7940,0,0,1ea5,001c,7845,7940,0
268,268,0,7940,0,0,1fc0,001c,8128,7940,0
269,269,0,7940,0,0,e0fc,001c,8444,7940,0
270,270,0,7940,0,0,e19d,001c,8605,7940,0
271,271,0,7940,0,0,e0ef,001c,8431,7940,0
272,272,0,7940,0,0,1f97,001c,8087,7940,0
273,273,0,7940,0,0,1e6f,001c,7791,7940,0
274,274,0,7940,0,0,1e01,001c,7681,7940,0
275,275,0,7940,0,0,1eb9,001c,7865,7940,0
276,276,0,7940,0,0,e02d,001c,8237,7940,0
277,277,0,7940,0,0,e151,001c,8529,7940,0
278,278,0,7940,0,0,e0fa,001c,8442,7940,0
279,279,0,7940,0,0,e08d,001c,8333,7940,0
280,280,0,7940,0,0,1f21,001c,7969,7940,0
281,281,0,7940,0,0,1e7e,001c,7806,7940,0
282,282,0,7940,0,0,1e47,001c,7751,7940,0
283,283,0,7940,0,0,1f3f,001c,7999,7940,0
284,284,0,7940,0,0,e2a3,001c,8371,7940,0
285,285,0,7940,0,0,e118,001c,8475,7940,0
286,286,0,7940,0,0,e17c,001c,8572,7940,0
287,287,0,7940,0,0,e17d,001c,8573,7940,0
288,288,0,7940,0,0,ef45,001c,12101,7940,0
289,289,0,7940,0,0,1f06,001c,7942,7940,0
290,290,0,7940,0,0,1e13,001c,7699,7940,0
291,291,0,7940,0,0,1f17,001c,7957,7940,0
292,292,0,7940,0,0,1f36,001c,7990,7940,0
293,293,0,7940,0,0,e086,001c,8326,7940,0
294,294,0,7940,0,0,e17d,001c,8573,7940,0
295,295,0,7940,0,0,e120,001c,8480,7940,0
296,296,0,7940,0,0,e01a,001c,8218,7940,0
297,297,0,7940,0,0,1ee2,001c,7906,7940,0
298,298,0,7940,0,0,1e0d,001c,7693,7940,0
299,299,0,7940,0,0,1e63,001c,7779,7940,0
300,300,0,7940,0,0,1fa6,001c,8102,7940,0
301,301,0,7940,0,0,e0f0,001c,8432,7940,0
302,302,0,7940,0,0,e199,001c,8601,7940,0
303,303,0,7940,0,0,e10b,001c,8459,7940,0
304,304,0,7940,0,0,1fd2,001c,8146,7940,0
305,305,0,7940,0,0,1ea2,001c,7842,7940,0
306,306,0,7940,0,0,1e19,001c,7705,7940,0
307,307,0,7940,0,0,1eb5,001c,7861,7940,0
308,308,0,7940,0,0,e006,001c,8198,7940,0
309,309,0,7940,0,0,e142,001c,8514,7940,0
310,310,0,7940,0,0,e18c,001c,8588,7940,0
311,311,0,7940,0,0,e0dc,001c,8412,7940,0
312,312,0,7940,0,0,1f80,001c,8064,7940,0
313,313,0,7940,0,0,1e70,001c,7792,7940,0
314,314,0,7940,0,0,1e3f,001c,7743,7940,0
315,315,0,7940,0,0,1f13,001c,7955,7940,0
316,316,0,7940,0,0,e04d,001c,8269,7940,0
317,317,0,7940,0,0,e16e,001c,8558,7940,0
318,318,0,7940,0,0,e191,001c,8593,7940,0
319,319,0,7940,0,0,e0b1,001c,8369,7940,0
320,320,0,7940,0,0,1f7f,001c,8063,7940,0
321,321,0,7940,0,0,1f76,001c,7807,7940,0
322,322,0,7940,0,0,1e7e,001c,7806,7940,0
323,323,0,7940,0,0,1f78,001c,8056,7940,0
324,324,0,7940,0,0,1f61,001c,16224,7940,0
325,325,0,7940,0,0,e1bb,001c,8635,7940,0
326,326,0,7940,0,0,e1af,001c,8623,7940,0
327,327,0,7940,0,0,e1df,001c,8671,7940,0
328,328,0,7940,0,0,e05f,001c,8287,7940,0
329,329,0,7940,0,0,1f2c,001c,7980,7940,0
330,330,0,7940,0,0,1e6a,001c,7786,7940,0
331,331,0,7940,0,0,1e97,001c,7831,7940,0
332,332,0,7940,0,0,1fe1,001c,8161,7940,0
333,333,0,7940,0,0,e14e,001c,8526,7940,0
334,334,0,7940,0,0,e1b9,001c,8633,7940,0
335,335,0,7940,0,0,e14a,001c,8522,7940,0
336,336,0,7940,0,0,e04c,001c,8268,7940,0
337,337,0,7940,0,0,1f09,001c,7945,7940,0
338,338,0,7940,0,0,1e54,001c,7764,7940,0
339,339,0,7940,0,0,1ec6,001c,7878,7940,0
340,340,0,7940,0,0,e034,001c,8244,7940,0
341,341,0,7940,0,0,e15f,001c,8543,7940,0
342,342,0,7940,0,0,e1e7,001c,8679,7940,0
343,343,0,7940,0,0,e14c,001c,8524,7940,0
344,344,0,7940,0,0,e000,001c,8192,7940,0
345,345,0,7940,0,0,1ed0,001c,7888,7940,0
346,346,0,7940,0,0,1e75,001c,7797,7940,0
347,347,0,7940,0,0,1f3d,001c,7997,7940,0
348,348,0,7940,0,0,e093,001c,8339,7940,0
349,349,0,7940,0,0,e17a,001c,8570,7940,0
350,350,0,7940,0,0,e1b9,001c,8633,7940,0
351,351,0,7940,0,0,e109,001c,8457,7940,0
352,352,0,7940,0,0,1fc7,001c,8135,7940,0
353,353,0,7940,0,0,1e9d,001c,7837,7940,0
354,354,0,7940,0,0,1e65,001c,7781,7940,0
355,355,0,7940,0,0,1f43,001c,8003,7940,0
356,356,0,7940,0,0,e3dd,001c,8927,7940,0
357,357,0,7940,0,0,e1bf,001c,8639,7940,0
358,358,0,7940,0,0,e1bf,001c,8639,7940,0
359,359,0,7940,0,0,e1df,001c,8671,7940,0
360,360,0,7940,0,0,efcb,001c,12235,7940,0
361,361,0,7940,0,0,1f5d,001c,8029,7940,0
362,362,0,7940,0,0,1efb,001c,7897,7940,0
363,363,0,7940,0,0,1fbf,001c,8122,7940,0
364,364,0,7940,0,0,1fb7,001c,8119,7940,0
365,365,0,7940,0,0,e0db,001c,8411,7940,0
366,366,0,7940,0,0,e1b3,001c,8627,7940,0
367,367,0,7940,0,0,e173,001c,8563,7940,0
368,368,0,7940,0,0,e083,001c,8323,7940,0
369,369,0,7940,0,0,1f35,001c,7989,7940,0
370,370,0,7940,0,0,1e56,001c,7766,7940,0
371,371,0,7940,0,0,1eb6,001c,7862,7940,0
372,372,0,7940,0,0,1fe9,001c,8169,7940,0
373,373,0,7940,0,0,e12e,001c,8494,7940,0
374,374,0,7940,0,0,e1f3,001c,8691,7940,0
375,375,0,7940,0,0,e14e,001c,8526,7940,0
376,376,0,7940,0,0,e010,001c,8208,7940,0
377,377,0,7940,0,0,1ed3,001c,7891,7940,0
378,378,0,7940,0,0,1e47,001c,7751,7940,0
379,379,0,7940,0,0,1eef,001c,7919,7940,0
380,380,0,7940,0,0,e031,001c,8241,7940,0
381,381,0,7940,0,0,e172,001c,8562,7940,0
382,382,0,7940,0,0,e1c2,001c,8642,7940,0
383,383,0,7940,0,0,e106,001c,8454,7940,0
384,384,0,7940,0,0,1fc0,001c,8128,7940,0
385,385,0,7940,0,0,1e95,001c,7829,7940,0
386,386,0,7940,0,0,1e52,001c,7762,7940,0
387,387,0,7940,0,0,1f1b,001c,7963,7940,0
388,388,0,7940,0,0,e07d,001c,8317,7940,0
389,389,0,7940,0,0,e19e,001c,8606,7940,0
390,390,0,7940,0,0,e19d,001c,8605,7940,0
391,391,0,7940,0,0,e0a5,001c,8357,7940,0
392,392,0,7940,0,0,1f7b,001c,8063,7940,0
393,393,0,7940,0,0,1f73,001c,8059,7940,0
394,394,0,7940,0,0,1e77,001c,7799,7940,0
395,395,0,7940,0,0,1f7f,001c,8063,7940,0
396,396,0,7940,0,0,1f6f,001c,8047,7940,0
397,397,0,7940,0,0,e1bc,001c,8636,7940,0
398,398,0,7940,0,0,e1de,001c,8670,7940,0
399,399,0,7940,0,0,e15e,001c,8542,7940,0
400,400,0,7940,0,0,e05a,001c,8282,7940,0
401,401,0,7940,0,0,1f27,001c,7975,7940,0
402,402,0,7940,0,0,1e3c,001c,7740,7940,0
403,403,0,7940,0,0,1e85,001c,7813,7940,0
404,404,0,7940,0,0,1fa2,001c,8098,7940,0
405,405,0,7940,0,0,e0fb,001c,8443,7940,0
406,406,0,7940,0,0,e1b1,001c,8625,7940,0
407,407,0,7940,0,0,e13b,001c,8507,7940,0
408,408,0,7940,0,0,e00e,001c,8206,7940,0
409,409,0,7940,0,0,1ed2,001c,7890,7940,0
410,410,0,7940,0,0,1e4e,001c,7758,7940,0
411,411,0,7940,0,0,1e9f,001c,7839,7940,0
412,412,0,7940,0,0,1fca,001c,8138,7940,0
413,413,0,7940,0,0,e114,001c,8468,7940,0
414,414,0,7940,0,0,e196,001c,8598,7940,0
415,415,0,7940,0,0,e10a,001c,8458,7940,0
416,416,0,7940,0,0,1fd7,001c,8151,7940,0
417,417,0,7940,0,0,1eaf,001c,7855,7940,0
418,418,0,7940,0,0,1e35,001c,7733,7940,0
419,419,0,7940,0,0,1ecf,001c,7887,7940,0
420,420,0,7940,0,0,e041,001c,8257,7940,0
421,421,0,7940,0,0,e16c,001c,8556,7940,0
422,422,0,7940,0,0,e19a,001c,8602,7940,0
423,423,0,7940,0,0,e0d5,001c,8405,7940,0
424,424,0,7940,0,0,1f60,001c,8032,7940,0
425,425,0,7940,0,0,1e46,001c,7750,7940,0
426,426,0,7940,0,0,1e43,001c,7747,7940,0
427,427,0,7940,0,0,1f3c,001c,7998,7940,0
428,428,0,7940,0,0,efba,001c,9150,7940,0
429,429,0,7940,0,0,e1ff,001c,8575,7940,0
430,430,0,7940,0,0,e17f,001c,8575,7940,0
431,431,0,7940,0,0,e16f,001c,8559,7940,0
432,432,0,7940,0,0,ef67,001c,12135,7940,0
433,433,0,7940,0,0,1f67,001c,8039,7940,0
434,434,0,7940,0,0,1e6f,001c,7758,7940,0
435,435,0,7940,0,0,1f6d,001c,8045,7940,0
436,436,0,7940,0,0,1f7d,001c,8061,7940,0
437,437,0,7940,0,0,e0dc,001c,8412,7940,0
438,438,0,7940,0,0,e1a6,001c,8614,7940,0
439,439,0,7940,0,0,e15b,001c,8539,7940,0
440,440,0,7940,0,0,e032,001c,8242,7940,0
441,441,0,7940,0,0,1ee9,001c,7913,7940,0
442,442,0,7940,0,0,1e46,001c,7750,7940,0
443,443,0,7940,0,0,1ea7,001c,7847,7940,0
444,444,0,7940,0,0,1fec,001c,8172,7940,0
445,445,0,7940,0,0,e11b,001c,8475,7940,0
446,446,0,7940,0,0,e1a2,001c,8610,7940,0
447,447,0,7940,0,0,e114,001c,8468,7940,0
448,448,0,7940,0,0,e016,001c,8214,7940,0
449,449,0,7940,0,0,1ecb,001c,7883,7940,0
450,450,0,7940,0,0,1e3d,001c,7741,7940,0
451,451,0,7940,0,0,1ece,001c,7886,7940,0
452,452,0,7940,0,0,e02f,001c,8239,7940,0
453,453,0,7940,0,0,e163,001c,8547,7940,0
454,454,0,7940,0,0,e1c7,001c,8647,7940,0
455,455,0,7940,0,0,e0ee,001c,8430,7940,0
456,456,0,7940,0,0,1fb8,001c,8120,7940,0
457,457,0,7940,0,0,1e8d,001c,7821,7940,0
458,458,0,7940,0,0,1e44,001c,7748,7940,0
459,459,0,7940,0,0,1f27,001c,7975,7940,0
460,460,0,7940,0,0,e093,001c,8339,7940,0
461,461,0,7940,0,0,e19f,001c,8607,7940,0
462,462,0,7940,0,0,e1b2,001c,8626,7940,0
463,463,0,7940,0,0,e0e7,001c,8439,7940,0
464,464,0,7940,0,0,1fe3,001c,8039,7940,0
465,465,0,7940,0,0,1f7b,001c,8059,7940,0
466,466,0,7940,0,0,1e7f,001c,7807,7940,0
467,467,0,7940,0,0,1fff,001c,8191,7940,0
468,468,0,7940,0,0,1f9f,001c,8095,7940,0
469,469,0,7940,0,0,e1ee,001c,8686,7940,0
470,470,0,7940,0,0,e1b6,001c,8612,7940,0
471,471,0,7940,0,0,e19e,001c,8598,7940,0
472,472,0,7940,0,0,e08e,001c,8334,7940,0
473,473,0,7940,0,0,1f2e,001c,7982,7940,0
474,474,0,7940,0,0,1e5a,001c,7770,7940,0
475,475,0,7940,0,0,1ea4,001c,7844,7940,0
476,476,0,7940,0,0,1fc2,001c,8130,7940,0
