Sample in Buffer,Sample in Window,TRIGGER,design_1_i/adc_interface_0_m_axis_tdata[31:0],design_1_i/adc_interface_0_m_axis_tlast,design_1_i/adc_interface_0_m_axis_tvalid,design_1_i/adc_interface_0_adc_signed_debug[15:0],design_1_i/adc_interface_0_win_coeff_out[15:0],design_1_i/adc_data[13:0],design_1_i/adc_interface_0_adc_data_original[13:0],design_1_i/adc_interface_0_adc_data_original_valid
477,477,0,7940,0,0,e12a,001c,8490,7940,0
478,478,0,7940,0,0,e1eb,001c,8683,7940,0
479,479,0,7940,0,0,e176,001c,8566,7940,0
480,480,0,7940,0,0,e028,001c,8232,7940,0
481,481,0,7940,0,0,1ee7,001c,7911,7940,0
482,482,0,7940,0,0,1e58,001c,7768,7940,0
483,483,0,7940,0,0,1ee9,001c,7913,7940,0
484,484,0,7940,0,0,e042,001c,8258,7940,0
485,485,0,7940,0,0,e164,001c,8548,7940,0
486,486,0,7940,0,0,e1b7,001c,8631,7940,0
487,487,0,7940,0,0,e134,001c,8500,7940,0
488,488,0,7940,0,0,1fe2,001c,8162,7940,0
489,489,0,7940,0,0,1eae,001c,7854,7940,0
490,490,0,7940,0,0,1e64,001c,7780,7940,0
491,491,0,7940,0,0,1f03,001c,7939,7940,0
492,492,0,7940,0,0,e070,001c,8304,7940,0
493,493,0,7940,0,0,e1a2,001c,8610,7940,0
494,494,0,7940,0,0,e1b7,001c,8631,7940,0
495,495,0,7940,0,0,e0f4,001c,8436,7940,0
496,496,0,7940,0,0,1fb4,001c,8116,7940,0
497,497,0,7940,0,0,1ea0,001c,7840,7940,0
498,498,0,7940,0,0,1e92,001c,7826,7940,0
499,499,0,7940,0,0,1f72,001c,8050,7940,0
500,500,0,7940,0,0,eff2,001c,9202,7940,0
501,501,0,7940,0,0,e1fb,001c,8635,7940,0
502,502,0,7940,0,0,e1bf,001c,8639,7940,0
503,503,0,7940,0,0,e1bd,001c,8637,7940,0
504,504,0,7940,0,0,edb1,001c,12209,7940,0
505,505,0,7940,0,0,1f6f,001c,8044,7940,0
506,506,0,7940,0,0,1e6f,001c,7919,7940,0
507,507,0,7940,0,0,1ee1,001c,7905,7940,0
508,508,0,7940,0,0,1fc3,001c,8131,7940,0
509,509,0,7940,0,0,e114,001c,8468,7940,0
510,510,0,7940,0,0,e1d6,001c,8662,7940,0
511,511,0,7940,0,0,e15c,001c,8540,7940,0
512,512,0,7940,0,0,e06b,001c,8299,7940,0
513,513,0,7940,0,0,1f1d,001c,7965,7940,0
514,514,0,7940,0,0,1e34,001c,7732,7940,0
515,515,0,7940,0,0,1ec9,001c,7881,7940,0
516,516,0,7940,0,0,e00b,001c,8203,7940,0
517,517,0,7940,0,0,e15d,001c,8541,7940,0
518,518,0,7940,0,0,e208,001c,8712,7940,0
519,519,0,7940,0,0,e15b,001c,8539,7940,0
520,520,0,7940,0,0,e011,001c,8209,7940,0
521,521,0,7940,0,0,1eea,001c,7914,7940,0
522,522,0,7940,0,0,1e41,001c,7745,7940,0
523,523,0,7940,0,0,1eeb,001c,7915,7940,0
524,524,0,7940,0,0,e045,001c,8261,7940,0
525,525,0,7940,0,0,e156,001c,8534,7940,0
526,526,0,7940,0,0,e1c6,001c,8646,7940,0
527,527,0,7940,0,0,e0ea,001c,8426,7940,0
528,528,0,7940,0,0,1f8a,001c,8074,7940,0
529,529,0,7940,0,0,1e8c,001c,7820,7940,0
530,530,0,7940,0,0,1e4b,001c,7755,7940,0
531,531,0,7940,0,0,1f3d,001c,7997,7940,0
532,532,0,7940,0,0,e08a,001c,8330,7940,0
533,533,0,7940,0,0,e186,001c,8582,7940,0
534,534,0,7940,0,0,e193,001c,8595,7940,0
535,535,0,7940,0,0,e095,001c,8343,7940,0
536,536,0,7940,0,0,dfdb,001c,8029,7940,0
537,537,0,7940,0,0,1f7b,001c,8059,7940,0
538,538,0,7940,0,0,1e7d,001c,7805,7940,0
539,539,0,7940,0,0,1f7d,001c,8061,7940,0
540,540,0,7940,0,0,1f6d,001c,8045,7940,0
541,541,0,7940,0,0,e1f2,001c,8658,7940,0
542,542,0,7940,0,0,e1be,001c,8626,7940,0
543,543,0,7940,0,0,e18d,001c,8589,7940,0
544,544,0,7940,0,0,e06c,001c,8300,7940,0
545,545,0,7940,0,0,1f11,001c,7953,7940,0
546,546,0,7940,0,0,1e4e,001c,7758,7940,0
547,547,0,7940,0,0,1e77,001c,7799,7940,0
548,548,0,7940,0,0,1faf,001c,8111,7940,0
549,549,0,7940,0,0,e113,001c,8467,7940,0
550,550,0,7940,0,0,e1a1,001c,8609,7940,0
551,551,0,7940,0,0,e113,001c,8467,7940,0
552,552,0,7940,0,0,1ffb,001c,8187,7940,0
553,553,0,7940,0,0,1ebb,001c,7867,7940,0
554,554,0,7940,0,0,1e36,001c,7734,7940,0
555,555,0,7940,0,0,1e96,001c,7830,7940,0
556,556,0,7940,0,0,1feb,001c,8171,7940,0
557,557,0,7940,0,0,e14c,001c,8524,7940,0
558,558,0,7940,0,0,e188,001c,8584,7940,0
559,559,0,7940,0,0,e0ea,001c,8426,7940,0
560,560,0,7940,0,0,1fbe,001c,8126,7940,0
561,561,0,7940,0,0,1e78,001c,7800,7940,0
562,562,0,7940,0,0,1e23,001c,7715,7940,0
563,563,0,7940,0,0,1efd,001c,7933,7940,0
564,564,0,7940,0,0,e063,001c,8291,7940,0
565,565,0,7940,0,0,e170,001c,8560,7940,0
566,566,0,7940,0,0,e180,001c,8576,7940,0
567,567,0,7940,0,0,e0aa,001c,8362,7940,0
568,568,0,7940,0,0,1f6b,001c,8043,7940,0
569,569,0,7940,0,0,1e5e,001c,7774,7940,0
570,570,0,7940,0,0,1e58,001c,7768,7940,0
571,571,0,7940,0,0,1f53,001c,8027,7940,0
572,572,0,7940,0,0,ffd7,001c,11159,7940,0
573,573,0,7940,0,0,e197,001c,8599,7940,0
574,574,0,7940,0,0,e1fb,001c,8699,7940,0
575,575,0,7940,0,0,e1eb,001c,8682,7940,0
576,576,0,7940,0,0,e081,001c,8321,7940,0
577,577,0,7940,0,0,1f3a,001c,7994,7940,0
578,578,0,7940,0,0,1e4f,001c,7879,7940,0
579,579,0,7940,0,0,1e8a,001c,7818,7940,0
580,580,0,7940,0,0,1f9d,001c,8093,7940,0
581,581,0,7940,0,0,e0f9,001c,8441,7940,0
582,582,0,7940,0,0,e1b4,001c,8628,7940,0
583,583,0,7940,0,0,e171,001c,8561,7940,0
584,584,0,7940,0,0,e040,001c,8256,7940,0
585,585,0,7940,0,0,1efd,001c,7933,7940,0
586,586,0,7940,0,0,1e3f,001c,7743,7940,0
587,587,0,7940,0,0,1ed4,001c,7892,7940,0
588,588,0,7940,0,0,e011,001c,8209,7940,0
589,589,0,7940,0,0,e156,001c,8534,7940,0
590,590,0,7940,0,0,e1d1,001c,8657,7940,0
591,591,0,7940,0,0,e13d,001c,8509,7940,0
592,592,0,7940,0,0,1ff7,001c,8183,7940,0
593,593,0,7940,0,0,1ede,001c,7902,7940,0
594,594,0,7940,0,0,1e62,001c,7778,7940,0
595,595,0,7940,0,0,1ef0,001c,7920,7940,0
596,596,0,7940,0,0,e04d,001c,8269,7940,0
597,597,0,7940,0,0,e17a,001c,8570,7940,0
598,598,0,7940,0,0,e1d2,001c,8658,7940,0
599,599,0,7940,0,0,e130,001c,8496,7940,0
600,600,0,7940,0,0,1fd9,001c,8153,7940,0
601,601,0,7940,0,0,1e7e,001c,7806,7940,0
602,602,0,7940,0,0,1e6b,001c,7787,7940,0
603,603,0,7940,0,0,1f47,001c,8007,7940,0
604,604,0,7940,0,0,e0b7,001c,8375,7940,0
605,605,0,7940,0,0,e1c5,001c,8645,7940,0
606,606,0,7940,0,0,e1be,001c,8638,7940,0
607,607,0,7940,0,0,e1f3,001c,8447,7940,0
608,608,0,7940,0,0,ffdf,001c,8159,7940,0
609,609,0,7940,0,0,1ffe,001c,8190,7940,0
610,610,0,7940,0,0,1e9e,001c,7838,7940,0
611,611,0,7940,0,0,1fbb,001c,8123,7940,0
612,612,0,7940,0,0,1fa3,001c,8099,7940,0
613,613,0,7940,0,0,e1fc,001c,8700,7940,0
614,614,0,7940,0,0,e1ec,001c,8672,7940,0
615,615,0,7940,0,0,e1be,001c,8638,7940,0
616,616,0,7940,0,0,e085,001c,8325,7940,0
617,617,0,7940,0,0,1f2d,001c,7981,7940,0
618,618,0,7940,0,0,1e62,001c,7778,7940,0
619,619,0,7940,0,0,1ed1,001c,7889,7940,0
620,620,0,7940,0,0,1fff,001c,8191,7940,0
621,621,0,7940,0,0,e13c,001c,8508,7940,0
622,622,0,7940,0,0,e1bc,001c,8636,7940,0
623,623,0,7940,0,0,e15b,001c,8539,7940,0
624,624,0,7940,0,0,e052,001c,8274,7940,0
625,625,0,7940,0,0,1eff,001c,7935,7940,0
626,626,0,7940,0,0,1e6e,001c,7790,7940,0
627,627,0,7940,0,0,1ed8,001c,7896,7940,0
628,628,0,7940,0,0,e024,001c,8228,7940,0
629,629,0,7940,0,0,e167,001c,8551,7940,0
630,630,0,7940,0,0,e1e1,001c,8673,7940,0
631,631,0,7940,0,0,e13e,001c,8510,7940,0
632,632,0,7940,0,0,1fec,001c,8172,7940,0
633,633,0,7940,0,0,1ea2,001c,7842,7940,0
634,634,0,7940,0,0,1e54,001c,7764,7940,0
635,635,0,7940,0,0,1f4c,001c,8012,7940,0
636,636,0,7940,0,0,e077,001c,8311,7940,0
637,637,0,7940,0,0,e186,001c,8582,7940,0
638,638,0,7940,0,0,e1c6,001c,8646,7940,0
639,639,0,7940,0,0,e0ce,001c,8398,7940,0
640,640,0,7940,0,0,1f9d,001c,8093,7940,0
641,641,0,7940,0,0,1e86,001c,7814,7940,0
642,642,0,7940,0,0,1e62,001c,7778,7940,0
643,643,0,7940,0,0,1f6f,001c,8047,7940,0
644,644,0,7940,0,0,ffef,001c,16367,7940,0
645,645,0,7940,0,0,e1f7,001c,8695,7940,0
646,646,0,7940,0,0,e1bb,001c,8635,7940,0
647,647,0,7940,0,0,e19a,001c,8602,7940,0
648,648,0,7940,0,0,e08a,001c,12170,7940,0
649,649,0,7940,0,0,1f59,001c,8016,7940,0
650,650,0,7940,0,0,1e5d,001c,7769,7940,0
651,651,0,7940,0,0,1e74,001c,7796,7940,0
652,652,0,7940,0,0,1fa0,001c,8096,7940,0
653,653,0,7940,0,0,e105,001c,8453,7940,0
654,654,0,7940,0,0,e1cc,001c,8652,7940,0
655,655,0,7940,0,0,e14b,001c,8523,7940,0
656,656,0,7940,0,0,e00b,001c,8203,7940,0
657,657,0,7940,0,0,1ef5,001c,7925,7940,0
658,658,0,7940,0,0,1e5a,001c,7770,7940,0
659,659,0,7940,0,0,1eaa,001c,7850,7940,0
660,660,0,7940,0,0,1fe0,001c,8160,7940,0
661,661,0,7940,0,0,e113,001c,8467,7940,0
662,662,0,7940,0,0,e1aa,001c,8618,7940,0
663,663,0,7940,0,0,e115,001c,8469,7940,0
664,664,0,7940,0,0,1fce,001c,8142,7940,0
665,665,0,7940,0,0,1ea7,001c,7847,7940,0
666,666,0,7940,0,0,1e2d,001c,7725,7940,0
667,667,0,7940,0,0,1ec3,001c,7875,7940,0
668,668,0,7940,0,0,e046,001c,8262,7940,0
669,669,0,7940,0,0,e16a,001c,8554,7940,0
670,670,0,7940,0,0,e19b,001c,8603,7940,0
671,671,0,7940,0,0,e0bf,001c,8383,7940,0
672,672,0,7940,0,0,1f88,001c,8072,7940,0
673,673,0,7940,0,0,1e84,001c,7812,7940,0
674,674,0,7940,0,0,1e4e,001c,7758,7940,0
675,675,0,7940,0,0,1f0f,001c,7951,7940,0
676,676,0,7940,0,0,e076,001c,8310,7940,0
677,677,0,7940,0,0,e172,001c,8562,7940,0
678,678,0,7940,0,0,e17f,001c,8575,7940,0
679,679,0,7940,0,0,e1bf,001c,8383,7940,0
680,680,0,7940,0,0,ffff,001c,8191,7940,0
681,681,0,7940,0,0,1f4f,001c,8015,7940,0
682,682,0,7940,0,0,1e5e,001c,7774,7940,0
683,683,0,7940,0,0,1f7a,001c,8058,7940,0
684,684,0,7940,0,0,1f6a,001c,8042,7940,0
685,685,0,7940,0,0,e1ee,001c,8676,7940,0
686,686,0,7940,0,0,e1ae,001c,8622,7940,0
687,687,0,7940,0,0,e155,001c,8533,7940,0
688,688,0,7940,0,0,e053,001c,8275,7940,0
689,689,0,7940,0,0,1ee5,001c,7909,7940,0
690,690,0,7940,0,0,1e37,001c,7735,7940,0
691,691,0,7940,0,0,1ea3,001c,7843,7940,0
692,692,0,7940,0,0,1fa3,001c,8099,7940,0
693,693,0,7940,0,0,e100,001c,8448,7940,0
694,694,0,7940,0,0,e1c2,001c,8642,7940,0
695,695,0,7940,0,0,e137,001c,8503,7940,0
696,696,0,7940,0,0,1ffc,001c,8188,7940,0
697,697,0,7940,0,0,1eb6,001c,7862,7940,0
698,698,0,7940,0,0,1e2e,001c,7726,7940,0
699,699,0,7940,0,0,1ec6,001c,7878,7940,0
700,700,0,7940,0,0,e027,001c,8231,7940,0
701,701,0,7940,0,0,e15a,001c,8538,7940,0
702,702,0,7940,0,0,e1b0,001c,8624,7940,0
703,703,0,7940,0,0,e0f9,001c,8441,7940,0
704,704,0,7940,0,0,1fba,001c,8122,7940,0
705,705,0,7940,0,0,1e96,001c,7830,7940,0
706,706,0,7940,0,0,1e49,001c,7753,7940,0
707,707,0,7940,0,0,1f17,001c,7959,7940,0
708,708,0,7940,0,0,e071,001c,8305,7940,0
709,709,0,7940,0,0,e177,001c,8567,7940,0
710,710,0,7940,0,0,e1a2,001c,8610,7940,0
711,711,0,7940,0,0,e0c5,001c,8389,7940,0
712,712,0,7940,0,0,1f79,001c,8057,7940,0
713,713,0,7940,0,0,1e63,001c,7779,7940,0
714,714,0,7940,0,0,1e7b,001c,7803,7940,0
715,715,0,7940,0,0,1fb2,001c,8123,7940,0
716,716,0,7940,0,0,ffb7,001c,16279,7940,0
717,717,0,7940,0,0,e1bf,001c,8639,7940,0
718,718,0,7940,0,0,e19b,001c,8603,7940,0
719,719,0,7940,0,0,e19a,001c,8602,7940,0
720,720,0,7940,0,0,e892,001c,12178,7940,0
721,721,0,7940,0,0,1f4b,001c,8003,7940,0
722,722,0,7940,0,0,1e4a,001c,7754,7940,0
723,723,0,7940,0,0,1e85,001c,7813,7940,0
724,724,0,7940,0,0,1fcf,001c,8143,7940,0
725,725,0,7940,0,0,e117,001c,8471,7940,0
726,726,0,7940,0,0,e1b6,001c,8630,7940,0
727,727,0,7940,0,0,e181,001c,8577,7940,0
728,728,0,7940,0,0,e062,001c,8290,7940,0
729,729,0,7940,0,0,1ef0,001c,7920,7940,0
730,730,0,7940,0,0,1e38,001c,7736,7940,0
731,731,0,7940,0,0,1ec9,001c,7881,7940,0
732,732,0,7940,0,0,e00a,001c,8202,7940,0
733,733,0,7940,0,0,e126,001c,8486,7940,0
734,734,0,7940,0,0,e190,001c,8592,7940,0
735,735,0,7940,0,0,e125,001c,8485,7940,0
736,736,0,7940,0,0,1ff3,001c,8179,7940,0
737,737,0,7940,0,0,1eb8,001c,7864,7940,0
738,738,0,7940,0,0,1e5e,001c,7774,7940,0
739,739,0,7940,0,0,1f38,001c,7992,7940,0
740,740,0,7940,0,0,e076,001c,8310,7940,0
741,741,0,7940,0,0,e17c,001c,8572,7940,0
742,742,0,7940,0,0,e1dc,001c,8668,7940,0
743,743,0,7940,0,0,e108,001c,8456,7940,0
744,744,0,7940,0,0,1fc0,001c,8128,7940,0
745,745,0,7940,0,0,1ebb,001c,7867,7940,0
746,746,0,7940,0,0,1e53,001c,7763,7940,0
747,747,0,7940,0,0,1f8b,001c,8075,7940,0
748,748,0,7940,0,0,e0df,001c,8415,7940,0
749,749,0,7940,0,0,e1ac,001c,8622,7940,0
750,750,0,7940,0,0,e1fb,001c,8703,7940,0
751,751,0,7940,0,0,e1d3,001c,8667,7940,0
752,752,0,7940,0,0,ffd3,001c,16339,7940,0
753,753,0,7940,0,0,1fef,001c,8175,7940,0
754,754,0,7940,0,0,1e9d,001c,7837,7940,0
755,755,0,7940,0,0,1fbd,001c,8125,7940,0
756,756,0,7940,0,0,1fad,001c,8109,7940,0
757,757,0,7940,0,0,e1d9,001c,8665,7940,0
758,758,0,7940,0,0,e1d8,001c,8664,7940,0
759,759,0,7940,0,0,e19f,001c,8607,7940,0
760,760,0,7940,0,0,e096,001c,8342,7940,0
761,761,0,7940,0,0,1f53,001c,8019,7940,0
762,762,0,7940,0,0,1e85,001c,7813,7940,0
763,763,0,7940,0,0,1edb,001c,7899,7940,0
764,764,0,7940,0,0,e009,001c,8201,7940,0
765,765,0,7940,0,0,e168,001c,8552,7940,0
766,766,0,7940,0,0,e208,001c,8712,7940,0
767,767,0,7940,0,0,e149,001c,8521,7940,0
768,768,0,7940,0,0,e01a,001c,8218,7940,0
769,769,0,7940,0,0,1ef7,001c,7927,7940,0
770,770,0,7940,0,0,1e73,001c,7795,7940,0
771,771,0,7940,0,0,1ef3,001c,7923,7940,0
772,772,0,7940,0,0,e03e,001c,8254,7940,0
773,773,0,7940,0,0,e175,001c,8565,7940,0
774,774,0,7940,0,0,e1cc,001c,8652,7940,0
775,775,0,7940,0,0,e0f9,001c,8441,7940,0
776,776,0,7940,0,0,1fb3,001c,8115,7940,0
777,777,0,7940,0,0,1e9d,001c,7837,7940,0
778,778,0,7940,0,0,1e33,001c,7731,7940,0
779,779,0,7940,0,0,1ef1,001c,7921,7940,0
780,780,0,7940,0,0,e077,001c,8311,7940,0
781,781,0,7940,0,0,e187,001c,8583,7940,0
782,782,0,7940,0,0,e1ab,001c,8619,7940,0
783,783,0,7940,0,0,e0cc,001c,8396,7940,0
784,784,0,7940,0,0,1f7a,001c,8058,7940,0
785,785,0,7940,0,0,1e7f,001c,7807,7940,0
786,786,0,7940,0,0,1e53,001c,7763,7940,0
787,787,0,7940,0,0,1f53,001c,8019,7940,0
788,788,0,7940,0,0,bf5f,001c,16351,7940,0
789,789,0,7940,0,0,e1bf,001c,8639,7940,0
790,790,0,7940,0,0,e1eb,001c,8683,7940,0
791,791,0,7940,0,0,e17f,001c,8575,7940,0
792,792,0,7940,0,0,e05f,001c,8287,7940,0
793,793,0,7940,0,0,1f24,001c,8036,7940,0
794,794,0,7940,0,0,1e54,001c,7764,7940,0
795,795,0,7940,0,0,1e94,001c,7828,7940,0
796,796,0,7940,0,0,1fa3,001c,8099,7940,0
797,797,0,7940,0,0,e0f3,001c,8435,7940,0
798,798,0,7940,0,0,e19c,001c,8604,7940,0
799,799,0,7940,0,0,e14d,001c,8525,7940,0
800,800,0,7940,0,0,e01e,001c,8222,7940,0
801,801,0,7940,0,0,1ec5,001c,7877,7940,0
802,802,0,7940,0,0,1e34,001c,7732,7940,0
803,803,0,7940,0,0,1ea1,001c,7841,7940,0
804,804,0,7940,0,0,1fd8,001c,8152,7940,0
805,805,0,7940,0,0,e13a,001c,8506,7940,0
806,806,0,7940,0,0,e1c9,001c,8649,7940,0
807,807,0,7940,0,0,e11c,001c,8476,7940,0
808,808,0,7940,0,0,1fcf,001c,8143,7940,0
809,809,0,7940,0,0,1e99,001c,7833,7940,0
810,810,0,7940,0,0,1e24,001c,7716,7940,0
811,811,0,7940,0,0,1ec7,001c,7879,7940,0
812,812,0,7940,0,0,e03a,001c,8250,7940,0
813,813,0,7940,0,0,e152,001c,8530,7940,0
814,814,0,7940,0,0,e187,001c,8583,7940,0
815,815,0,7940,0,0,e0ba,001c,8378,7940,0
816,816,0,7940,0,0,1f61,001c,8033,7940,0
817,817,0,7940,0,0,1e4b,001c,7755,7940,0
818,818,0,7940,0,0,1e35,001c,7733,7940,0
819,819,0,7940,0,0,1f27,001c,7975,7940,0
820,820,0,7940,0,0,e073,001c,8307,7940,0
821,821,0,7940,0,0,e17a,001c,8571,7940,0
822,822,0,7940,0,0,e170,001c,8562,7940,0
823,823,0,7940,0,0,e1f4,001c,8628,7940,0
824,824,0,7940,0,0,ef9c,001c,16276,7940,0
825,825,0,7940,0,0,1f79,001c,8057,7940,0
826,826,0,7940,0,0,1e5d,001c,7773,7940,0
827,827,0,7940,0,0,1f7f,001c,8029,7940,0
828,828,0,7940,0,0,1f7a,001c,8058,7940,0
829,829,0,7940,0,0,e0ca,001c,8386,7940,0
830,830,0,7940,0,0,e1ae,001c,8622,7940,0
831,831,0,7940,0,0,e164,001c,8548,7940,0
832,832,0,7940,0,0,e043,001c,8259,7940,0
833,833,0,7940,0,0,1f08,001c,7944,7940,0
834,834,0,7940,0,0,1e18,001c,7704,7940,0
835,835,0,7940,0,0,1e87,001c,7815,7940,0
836,836,0,7940,0,0,1fd9,001c,8153,7940,0
837,837,0,7940,0,0,e106,001c,8454,7940,0
838,838,0,7940,0,0,e197,001c,8599,7940,0
839,839,0,7940,0,0,e12c,001c,8492,7940,0
840,840,0,7940,0,0,1fff,001c,8191,7940,0
841,841,0,7940,0,0,1ed1,001c,7889,7940,0
842,842,0,7940,0,0,1e36,001c,7734,7940,0
843,843,0,7940,0,0,1edb,001c,7899,7940,0
844,844,0,7940,0,0,e02c,001c,8236,7940,0
845,845,0,7940,0,0,e159,001c,8537,7940,0
846,846,0,7940,0,0,e1b6,001c,8630,7940,0
847,847,0,7940,0,0,e107,001c,8455,7940,0
848,848,0,7940,0,0,1fbe,001c,8126,7940,0
849,849,0,7940,0,0,1e91,001c,7825,7940,0
850,850,0,7940,0,0,1e5f,001c,7775,7940,0
851,851,0,7940,0,0,1f26,001c,7974,7940,0
852,852,0,7940,0,0,e086,001c,8326,7940,0
853,853,0,7940,0,0,e175,001c,8565,7940,0
854,854,0,7940,0,0,e1cc,001c,8652,7940,0
855,855,0,7940,0,0,e0e5,001c,8421,7940,0
856,856,0,7940,0,0,1f70,001c,8048,7940,0
857,857,0,7940,0,0,1e65,001c,7797,7940,0
858,858,0,7940,0,0,1e70,001c,7797,7940,0
859,859,0,7940,0,0,1f73,001c,8051,7940,0
860,860,0,7940,0,0,3f77,001c,16359,7940,0
861,861,0,7940,0,0,e1bf,001c,8639,7940,0
862,862,0,7940,0,0,e1bf,001c,8639,7940,0
863,863,0,7940,0,0,e19f,001c,8606,7940,0
864,864,0,7940,0,0,e083,001c,8323,7940,0
865,865,0,7940,0,0,1f40,001c,8000,7940,0
866,866,0,7940,0,0,1e93,001c,7827,7940,0
867,867,0,7940,0,0,1eb9,001c,7865,7940,0
868,868,0,7940,0,0,1fdf,001c,8159,7940,0
869,869,0,7940,0,0,e144,001c,8516,7940,0
870,870,0,7940,0,0,e1ea,001c,8682,7940,0
871,871,0,7940,0,0,e176,001c,8566,7940,0
872,872,0,7940,0,0,e03b,001c,8251,7940,0
873,873,0,7940,0,0,1ef2,001c,7922,7940,0
874,874,0,7940,0,0,1e4b,001c,7755,7940,0
875,875,0,7940,0,0,1ed1,001c,7889,7940,0
876,876,0,7940,0,0,e011,001c,8209,7940,0
877,877,0,7940,0,0,e15d,001c,8541,7940,0
878,878,0,7940,0,0,e1e5,001c,8677,7940,0
879,879,0,7940,0,0,e13e,001c,8510,7940,0
880,880,0,7940,0,0,1ff1,001c,8177,7940,0
881,881,0,7940,0,0,1ed6,001c,7894,7940,0
882,882,0,7940,0,0,1e4a,001c,7754,7940,0
883,883,0,7940,0,0,1ef0,001c,7920,7940,0
884,884,0,7940,0,0,e05f,001c,8287,7940,0
885,885,0,7940,0,0,e18a,001c,8586,7940,0
886,886,0,7940,0,0,e1c7,001c,8647,7940,0
887,887,0,7940,0,0,e0f2,001c,8434,7940,0
888,888,0,7940,0,0,1fa0,001c,8096,7940,0
889,889,0,7940,0,0,1e79,001c,7801,7940,0
890,890,0,7940,0,0,1e6e,001c,7790,7940,0
891,891,0,7940,0,0,1f58,001c,8024,7940,0
892,892,0,7940,0,0,e2a9,001c,8361,7940,0
893,893,0,7940,0,0,e1b8,001c,8633,7940,0
894,894,0,7940,0,0,e1b9,001c,8633,7940,0
895,895,0,7940,0,0,e1b9,001c,8633,7940,0
896,896,0,7940,0,0,efb0,001c,12208,7940,0
897,897,0,7940,0,0,1f4f,001c,8014,7940,0
898,898,0,7940,0,0,1edd,001c,7901,7940,0
899,899,0,7940,0,0,1f95,001c,8085,7940,0
900,900,0,7940,0,0,1fa5,001c,8101,7940,0
901,901,0,7940,0,0,e0f0,001c,8432,7940,0
902,902,0,7940,0,0,e1c6,001c,8646,7940,0
903,903,0,7940,0,0,e177,001c,8567,7940,0
904,904,0,7940,0,0,e057,001c,8279,7940,0
905,905,0,7940,0,0,1f0c,001c,7948,7940,0
906,906,0,7940,0,0,1e42,001c,7746,7940,0
907,907,0,7940,0,0,1e92,001c,7826,7940,0
908,908,0,7940,0,0,1fdc,001c,8156,7940,0
909,909,0,7940,0,0,e133,001c,8499,7940,0
910,910,0,7940,0,0,e1cf,001c,8655,7940,0
911,911,0,7940,0,0,e14b,001c,8523,7940,0
912,912,0,7940,0,0,1fe1,001c,8161,7940,0
913,913,0,7940,0,0,1ec6,001c,7878,7940,0
914,914,0,7940,0,0,1e61,001c,7777,7940,0
915,915,0,7940,0,0,1eef,001c,7919,7940,0
916,916,0,7940,0,0,e02f,001c,8239,7940,0
917,917,0,7940,0,0,e150,001c,8528,7940,0
918,918,0,7940,0,0,e1a6,001c,8614,7940,0
919,919,0,7940,0,0,e0e3,001c,8419,7940,0
920,920,0,7940,0,0,1fb3,001c,8115,7940,0
921,921,0,7940,0,0,1e99,001c,7833,7940,0
922,922,0,7940,0,0,1e47,001c,7751,7940,0
923,923,0,7940,0,0,1eff,001c,7935,7940,0
924,924,0,7940,0,0,e083,001c,8323,7940,0
925,925,0,7940,0,0,e199,001c,8601,7940,0
926,926,0,7940,0,0,e188,001c,8584,7940,0
927,927,0,7940,0,0,e09e,001c,8350,7940,0
928,928,0,7940,0,0,1f4b,001c,8027,7940,0
929,929,0,7940,0,0,1f4d,001c,7759,7940,0
930,930,0,7940,0,0,1e6b,001c,7791,7940,0
931,931,0,7940,0,0,1f7b,001c,8059,7940,0
932,932,0,7940,0,0,3f5f,001c,16223,7940,0
933,933,0,7940,0,0,e1ff,001c,8671,7940,0
934,934,0,7940,0,0,e177,001c,8567,7940,0
935,935,0,7940,0,0,e173,001c,8531,7940,0
936,936,0,7940,0,0,e072,001c,11378,7940,0
937,937,0,7940,0,0,1f12,001c,7954,7940,0
938,938,0,7940,0,0,1e18,001c,7704,7940,0
939,939,0,7940,0,0,1e7c,001c,7804,7940,0
940,940,0,7940,0,0,1fa8,001c,8104,7940,0
941,941,0,7940,0,0,e118,001c,8472,7940,0
942,942,0,7940,0,0,e1b1,001c,8625,7940,0
943,943,0,7940,0,0,e10a,001c,8458,7940,0
944,944,0,7940,0,0,e00d,001c,8205,7940,0
945,945,0,7940,0,0,1ebc,001c,7868,7940,0
946,946,0,7940,0,0,1e2f,001c,7727,7940,0
947,947,0,7940,0,0,1ebd,001c,7869,7940,0
948,948,0,7940,0,0,1ff4,001c,8180,7940,0
949,949,0,7940,0,0,e11d,001c,8477,7940,0
950,950,0,7940,0,0,e196,001c,8598,7940,0
951,951,0,7940,0,0,e0f6,001c,8438,7940,0
952,952,0,7940,0,0,1fbe,001c,8126,7940,0
953,953,0,7940,0,0,1e8a,001c,7818,7940,0
954,954,0,7940,0,0,1e25,001c,7717,7940,0
955,955,0,7940,0,0,1eef,001c,7919,7940,0
956,956,0,7940,0,0,e046,001c,8262,7940,0
957,957,0,7940,0,0,e167,001c,8551,7940,0
958,958,0,7940,0,0,e1cc,001c,8652,7940,0
959,959,0,7940,0,0,e0b3,001c,8371,7940,0
960,960,0,7940,0,0,1f65,001c,8037,7940,0
961,961,0,7940,0,0,1e56,001c,7766,7940,0
962,962,0,7940,0,0,1e5e,001c,7774,7940,0
963,963,0,7940,0,0,1f51,001c,8017,7940,0
