Sample in Buffer,Sample in Window,TRIGGER,design_1_i/adc_interface_0_m_axis_tdata[31:0],design_1_i/adc_interface_0_m_axis_tlast,design_1_i/adc_interface_0_m_axis_tvalid,design_1_i/adc_interface_0_adc_signed_debug[15:0],design_1_i/adc_interface_0_win_coeff_out[15:0],design_1_i/adc_data[13:0],design_1_i/adc_interface_0_adc_data_original[13:0],design_1_i/adc_interface_0_adc_data_original_valid,design_1_i/xfft_0_m_axis_data_tdata[63:0],design_1_i/xfft_0_m_axis_data_tlast,design_1_i/xfft_0_m_axis_data_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX
2143,2143,0,458724,0,0,3fff,001c,16383,16356,0,71baf7bf1365e97b,0,1
2144,2144,0,458724,0,0,3fff,001c,16383,16356,0,327aadd7a3cd1cf0,0,1
2145,2145,0,458724,0,0,3fff,001c,16383,16356,0,0ca1d613ccc5d07c,0,1
2146,2146,0,458724,0,0,3d3c,001c,15676,16356,0,dcaa8693731c6c20,0,1
2147,2147,0,458724,0,0,3b1e,001c,15134,16356,0,05f23840f4381607,0,1
2148,2148,0,458724,0,0,2ead,001c,11949,16356,0,44052bba3264338d,0,1
2149,2149,0,458724,0,0,2835,001c,10293,16356,0,11d406836021ad7d,0,1
2150,2150,0,458724,0,0,1b57,001c,6999,16356,0,b449cfe681a497be,0,1
2151,2151,0,458724,0,0,0450,001c,1104,16356,0,ebe662e438b3b43c,0,1
2152,2152,0,458724,0,0,0000,001c,0,16356,0,7f65ff5eccce4083,0,1
2153,2153,0,458724,0,0,0000,001c,0,16356,0,2ebf6ae2e03e1ebd,0,1
2154,2154,0,458724,0,0,0000,001c,0,16356,0,ddb2828067476c0b,0,1
2155,2155,0,458724,0,0,0000,001c,0,16356,0,a06ca4f2eac8b53f,0,1
2156,2156,0,458724,0,0,0498,001c,1176,16356,0,86f9553cf391fbab,0,1
2157,2157,0,458724,0,0,1add,001c,6877,16356,0,a01d0e2c607c69f3,0,1
2158,2158,0,458724,0,0,23ee,001c,9198,16356,0,089730de704b873d,0,1
2159,2159,0,458724,0,0,2ecd,001c,11981,16356,0,0d8e0e9145e6ad4b,0,1
2160,2160,0,458724,0,0,3b30,001c,15152,16356,0,7cfec30d2e1070f8,0,1
2161,2161,0,458724,0,0,3d6a,001c,15722,16356,0,20ff8c52cda390a3,0,1
2162,2162,0,458724,0,0,3fff,001c,16383,16356,0,13a19865b5063cac,0,1
2163,2163,0,458724,0,0,3fff,001c,16383,16356,0,52b5bd6f2431fbca,0,1
2164,2164,0,458724,0,0,3fff,001c,16383,16356,0,be0d082adce69ca5,0,1
2165,2165,0,458724,0,0,3f2c,001c,16172,16356,0,a226efaf490e738a,0,1
2166,2166,0,458724,0,0,3ffc,001c,13820,16356,0,ed5e10842c460c45,0,1
2167,2167,0,458724,0,0,37fe,001c,12966,16356,0,04c44ade58a61871,0,1
2168,2168,0,458724,0,0,37be,001c,10046,16356,0,1fe21e0322a37a06,0,1
2169,2169,0,458724,0,0,3d3f,001c,7487,16356,0,3ab4956e0ba9c71c,0,1
2170,2170,0,458724,0,0,1f7f,001c,8063,16356,0,00d2734ff08c168a,0,1
2171,2171,0,458724,0,0,0f4f,001c,3919,16356,0,0d297fb5e6cc1658,0,1
2172,2172,0,458724,0,0,0000,001c,0,16356,0,dbeb3f2b042d732a,0,1
2173,2173,0,458724,0,0,0000,001c,0,16356,0,effab30608396d0f,0,1
2174,2174,0,458724,0,0,0000,001c,0,16356,0,4a5723d622ffb49e,0,1
2175,2175,0,458724,0,0,0000,001c,512,16356,0,061b0817221be22b,0,1
2176,2176,0,458724,0,0,0230,001c,560,16356,0,f11096840c8f5d3f,0,1
2177,2177,0,458724,0,0,110e,001c,4366,16356,0,fcc3395d24d6b3a3,0,1
2178,2178,0,458724,0,0,1e67,001c,7783,16356,0,f9ec8017046f1c97,0,1
2179,2179,0,458724,0,0,2680,001c,9856,16356,0,0979e00f425f3da1,0,1
2180,2180,0,458724,0,0,33bf,001c,13247,16356,0,16f3823e0d899f14,0,1
2181,2181,0,458724,0,0,36b7,001c,14007,16356,0,2445c1ec2306ca8a,0,1
2182,2182,0,458724,0,0,3fff,001c,16383,16356,0,294656d6e5a36c31,0,1
2183,2183,0,458724,0,0,3fff,001c,16383,16356,0,06076400e355b886,0,1
2184,2184,0,458724,0,0,3fff,001c,16383,16356,0,f128e814e7b62e02,0,1
2185,2185,0,458724,0,0,3fff,001c,16383,16356,0,d06b3260fb293ebe,0,1
2186,2186,0,458724,0,0,3c89,001c,15497,16356,0,bb454f5726af8fb6,0,1
2187,2187,0,458724,0,0,39e4,001c,14820,16356,0,0dbbe2195852aa33,0,1
2188,2188,0,458724,0,0,2d1e,001c,11550,16356,0,fd19f46347cbf92d,0,1
2189,2189,0,458724,0,0,22be,001c,8894,16356,0,fc83cf3742cb65aa,0,1
2190,2190,0,458724,0,0,19d0,001c,6608,16356,0,527fe3f5e8b64128,0,1
2191,2191,0,458724,0,0,0a5f,001c,2655,16356,0,91bd5e2486a05bf5,0,1
2192,2192,0,458724,0,0,0000,001c,0,16356,0,015e4f2aa26e8736,0,1
2193,2193,0,458724,0,0,0000,001c,0,16356,0,b0acad5cdd44c341,0,1
2194,2194,0,458724,0,0,0000,001c,0,16356,0,ca6afc60f311e7c9,0,1
2195,2195,0,458724,0,0,0000,001c,0,16356,0,90bccdda718eb70a,0,1
2196,2196,0,458724,0,0,069d,001c,1693,16356,0,3cd449e859084f8f,0,1
2197,2197,0,458724,0,0,1495,001c,5269,16356,0,1a39b83154ee66b9,0,1
2198,2198,0,458724,0,0,297e,001c,10622,16356,0,b3482e4f4ab4bf0c,0,1
2199,2199,0,458724,0,0,300a,001c,12298,16356,0,3dbfcd9c87b99c57,0,1
2200,2200,0,458724,0,0,3440,001c,13376,16356,0,58236dc4e058a99f,0,1
2201,2201,0,458724,0,0,3dec,001c,15852,16356,0,9ccc986c652d1796,0,1
2202,2202,0,458724,0,0,3fff,001c,16383,16356,0,e67d676fef7bf914,0,1
2203,2203,0,458724,0,0,3fff,001c,16383,16356,0,6f735ca24573ffa5,0,1
2204,2204,0,458724,0,0,3fff,001c,16383,16356,0,0c2919cb5329fd7f,0,1
2205,2205,0,458724,0,0,3fff,001c,16319,16356,0,197b377576a8d4d1,0,1
2206,2206,0,458724,0,0,3eeb,001c,16362,16356,0,78a6e6b92e4ad887,0,1
2207,2207,0,458724,0,0,35db,001c,13787,16356,0,78531f41f2267e61,0,1
2208,2208,0,458724,0,0,319b,001c,15323,16356,0,474cf82fa7d32d50,0,1
2209,2209,0,458724,0,0,2bd0,001c,11216,16356,0,09851b8e9aa1de84,0,1
2210,2210,0,458724,0,0,17bf,001c,6079,16356,0,bf828498baa80222,0,1
2211,2211,0,458724,0,0,0d76,001c,3446,16356,0,bf45916f04dec3e6,0,1
2212,2212,0,458724,0,0,0000,001c,0,16356,0,b920477e3d2a022a,0,1
2213,2213,0,458724,0,0,0000,001c,0,16356,0,17e16dbe4c6e0706,0,1
2214,2214,0,458724,0,0,0000,001c,0,16356,0,4175fe223c3fb73b,0,1
2215,2215,0,458724,0,0,0000,001c,0,16356,0,57b4f9f1100f2d1b,0,1
2216,2216,0,458724,0,0,030c,001c,780,16356,0,4e3f46d6c8631681,0,1
2217,2217,0,458724,0,0,12c0,001c,4800,16356,0,1fc6b73ec1426727,0,1
2218,2218,0,458724,0,0,1fda,001c,8154,16356,0,f2bd9f26bc313457,0,1
2219,2219,0,458724,0,0,27ed,001c,10221,16356,0,dc1b51f9e88fe9eb,0,1
2220,2220,0,458724,0,0,38ba,001c,14522,16356,0,e08370ce01b79248,0,1
2221,2221,0,458724,0,0,3790,001c,14224,16356,0,f1b368721e0eccbb,0,1
2222,2222,0,458724,0,0,3fff,001c,16383,16356,0,2207135b16edfe24,0,1
2223,2223,0,458724,0,0,3fff,001c,16383,16356,0,165e07110b7b88f6,0,1
2224,2224,0,458724,0,0,3fff,001c,16383,16356,0,278b07f2f63654e7,0,1
2225,2225,0,458724,0,0,3fff,001c,16383,16356,0,172834b3d843be74,0,1
2226,2226,0,458724,0,0,37e1,001c,14305,16356,0,122c559204899d84,0,1
2227,2227,0,458724,0,0,3942,001c,14658,16356,0,094d7abcd5a52c36,0,1
2228,2228,0,458724,0,0,2c52,001c,11346,16356,0,0790910afefcbd5c,0,1
2229,2229,0,458724,0,0,2141,001c,8513,16356,0,1a3d0863cffa944d,0,1
2230,2230,0,458724,0,0,13f7,001c,5111,16356,0,f3d6c63aeede9c3b,0,1
2231,2231,0,458724,0,0,0844,001c,2116,16356,0,f8a01eafdce96e58,0,1
2232,2232,0,458724,0,0,0000,001c,0,16356,0,dd11e0c9f638e4d2,0,1
2233,2233,0,458724,0,0,0000,001c,0,16356,0,efff3ea50e4af432,0,1
2234,2234,0,458724,0,0,0000,001c,0,16356,0,08839a1c1c34d924,0,1
2235,2235,0,458724,0,0,0000,001c,0,16356,0,1f011a3c196cc84c,0,1
2236,2236,0,458724,0,0,0c87,001c,3207,16356,0,3d482f69fd605460,0,1
2237,2237,0,458724,0,0,1e9f,001c,5663,16356,0,3a4998fab9a19c45,0,1
2238,2238,0,458724,0,0,2f17,001c,11031,16356,0,6009d003139ca767,0,1
2239,2239,0,458724,0,0,3b37,001c,12599,16356,0,d3ff388e93c46fb7,0,1
2240,2240,0,458724,0,0,35ff,001c,13823,16356,0,be2c2a8be4df45e9,0,1
2241,2241,0,458724,0,0,3eed,001c,16109,16356,0,a63c0f74006fdc59,0,1
2242,2242,0,458724,0,0,3fff,001c,16383,16356,0,e2658e6c52ee8af6,0,1
2243,2243,0,458724,0,0,3fff,001c,16383,16356,0,17be6cc83c141798,0,1
2244,2244,0,458724,0,0,3fff,001c,16383,16356,0,40e105142524063b,0,1
2245,2245,0,458724,0,0,3fff,001c,16383,16356,0,815257c7e485e460,0,1
2246,2246,0,458724,0,0,3e34,001c,16052,16356,0,0cc264fb8b7f5cac,0,1
2247,2247,0,458724,0,0,3480,001c,13440,16356,0,1215c5b5a4d31c9c,0,1
2248,2248,0,458724,0,0,3087,001c,12423,16356,0,997b726c72efbfa1,0,1
2249,2249,0,458724,0,0,2a4c,001c,10828,16356,0,88aaceef31c02064,0,1
2250,2250,0,458724,0,0,1606,001c,5638,16356,0,b00d511a045ba5b0,0,1
2251,2251,0,458724,0,0,079f,001c,1951,16356,0,e63dc85da3dc71fd,0,1
2252,2252,0,458724,0,0,0000,001c,0,16356,0,35455dc10c56c9d5,0,1
2253,2253,0,458724,0,0,0000,001c,0,16356,0,ae18339cf346b1cd,0,1
2254,2254,0,458724,0,0,0000,001c,0,16356,0,2f24b3c19f9a5cb4,0,1
2255,2255,0,458724,0,0,0000,001c,0,16356,0,372b0840f4a97ccb,0,1
2256,2256,0,458724,0,0,0939,001c,2361,16356,0,be8779738ff9c6ee,0,1
2257,2257,0,458724,0,0,1860,001c,6240,16356,0,8a0b0949cb3faee8,0,1
2258,2258,0,458724,0,0,2188,001c,8584,16356,0,98d2a8e61f01afda,0,1
2259,2259,0,458724,0,0,2d32,001c,11570,16356,0,bb0be1ad5bf81dd7,0,1
2260,2260,0,458724,0,0,39c3,001c,14787,16356,0,16efd2ea4c89a722,0,1
2261,2261,0,458724,0,0,3c40,001c,15424,16356,0,44f4cd0633cc4e3f,0,1
2262,2262,0,458724,0,0,3fff,001c,16383,16356,0,4e44428ee8da4241,0,1
2263,2263,0,458724,0,0,3fff,001c,16383,16356,0,26c1612ca90b77f7,0,1
2264,2264,0,458724,0,0,3fff,001c,16383,16356,0,e91e57f09eb182c7,0,1
2265,2265,0,458724,0,0,3fe9,001c,16361,16356,0,b801f7facf4c6ee3,0,1
2266,2266,0,458724,0,0,3747,001c,14151,16356,0,9da82ba4edb95d00,0,1
2267,2267,0,458724,0,0,3866,001c,14438,16356,0,b7d3b9df35058302,0,1
2268,2268,0,458724,0,0,2716,001c,10006,16356,0,f12724f33d712119,0,1
2269,2269,0,458724,0,0,1fb5,001c,8117,16356,0,0b47ddfe32e69954,0,1
2270,2270,0,458724,0,0,1231,001c,4657,16356,0,2adb7e96090875f1,0,1
2271,2271,0,458724,0,0,0258,001c,600,16356,0,17f53c73e458e465,0,1
2272,2272,0,458724,0,0,0000,001c,0,16356,0,029bbec2d7ae302b,0,1
2273,2273,0,458724,0,0,0000,001c,0,16356,0,e32ad8ead7a078a1,0,1
2274,2274,0,458724,0,0,0000,001c,0,16356,0,d0e521f405a0921f,0,1
2275,2275,0,458724,0,0,0000,001c,0,16356,0,d3947a5ff4b9d5d4,0,1
2276,2276,0,458724,0,0,0e21,001c,3617,16356,0,eb9105ba13f1deec,0,1
2277,2277,0,458724,0,0,0ee5,001c,8165,16356,0,eb3121a018b910aa,0,1
2278,2278,0,458724,0,0,17d6,001c,14294,16356,0,f0c6797d02273cce,0,1
2279,2279,0,458724,0,0,36a7,001c,13989,16356,0,e97928480a991fbc,0,1
2280,2280,0,458724,0,0,322b,001c,14315,16356,0,fdfae7cb255e15f3,0,1
2281,2281,0,458724,0,0,35cb,001c,16335,16356,0,e98a87d6fb0c66e9,0,1
2282,2282,0,458724,0,0,3f1f,001c,16351,16356,0,17971a8a33df5615,0,1
2283,2283,0,458724,0,0,3fff,001c,16383,16356,0,06f9c3c9dab07d2c,0,1
2284,2284,0,458724,0,0,3fff,001c,16383,16356,0,0e7f2e7600a6b66f,0,1
2285,2285,0,458724,0,0,3fff,001c,16383,16356,0,e2ff2734d2dab619,0,1
2286,2286,0,458724,0,0,3da0,001c,15776,16356,0,d3878be3ef3be51c,0,1
2287,2287,0,458724,0,0,3b76,001c,15222,16356,0,b375c7fd08f3c1dd,0,1
2288,2288,0,458724,0,0,2f79,001c,12153,16356,0,cfad443d35950c13,0,1
2289,2289,0,458724,0,0,2928,001c,10536,16356,0,f2689cdf6014759e,0,1
2290,2290,0,458724,0,0,1488,001c,5256,16356,0,1047605a32204a92,0,1
2291,2291,0,458724,0,0,0591,001c,1425,16356,0,0ff8cb7e9cd4eba7,0,1
2292,2292,0,458724,0,0,0000,001c,0,16356,0,2ad3eae6d4c7c78a,0,1
2293,2293,0,458724,0,0,0000,001c,0,16356,0,165c49a9c86205a6,0,1
2294,2294,0,458724,0,0,0000,001c,0,16356,0,cbc37677b244f735,0,1
2295,2295,0,458724,0,0,0000,001c,0,16356,0,a2387854e78f3f9a,0,1
2296,2296,0,458724,0,0,0b1b,001c,2843,16356,0,98b357cf45cdd422,0,1
2297,2297,0,458724,0,0,19ea,001c,6634,16356,0,d65e53a45034b50b,0,1
2298,2298,0,458724,0,0,232d,001c,9005,16356,0,fc55908698c87d49,0,1
2299,2299,0,458724,0,0,2e53,001c,11859,16356,0,82eda5e821a104d0,0,1
2300,2300,0,458724,0,0,3aa5,001c,15013,16356,0,4390dc311baad394,0,1
2301,2301,0,458724,0,0,3ce4,001c,15588,16356,0,5c9b8d9da0538a52,0,1
2302,2302,0,458724,0,0,3fff,001c,16383,16356,0,efeedce80468a597,0,1
2303,2303,0,458724,0,0,3fff,001c,16383,16356,0,b76085d31812e737,0,1
2304,2304,0,458724,0,0,3fff,001c,16383,16356,0,95e118382abfd98a,0,1
2305,2305,0,458724,0,0,3f8d,001c,16269,16356,0,9c603bdf44ce3c59,0,1
2306,2306,0,458724,0,0,3677,001c,13943,16356,0,072342fd8c6ea4cb,0,1
2307,2307,0,458724,0,0,3355,001c,13141,16356,0,3509eac762d2e7dd,0,1
2308,2308,0,458724,0,0,25f1,001c,9713,16356,0,7d7c384b27a7a185,0,1
2309,2309,0,458724,0,0,1fc5,001c,7749,16356,0,58e83f55d760b9f3,0,1
2310,2310,0,458724,0,0,1e5d,001c,4189,16356,0,20857e87ab030e89,0,1
2311,2311,0,458724,0,0,107f,001c,63,16356,0,de4f8270a8ff5c78,0,1
2312,2312,0,458724,0,0,003b,001c,59,16356,0,aa927b71fcce5508,0,1
2313,2313,0,458724,0,0,0000,001c,0,16356,0,9f0594bf1d327a1a,0,1
2314,2314,0,458724,0,0,0000,001c,0,16356,0,ed6fdf2b746db96b,0,1
2315,2315,0,458724,0,0,0000,001c,0,16356,0,169c69f24d4beec0,0,1
2316,2316,0,458724,0,0,0066,001c,4068,16356,0,51e31d52557b4e4d,0,1
2317,2317,0,458724,0,0,0fe7,001c,4071,16356,0,589240dde9350fa8,0,1
2318,2318,0,458724,0,0,1d35,001c,7477,16356,0,350b6655d8137a50,0,1
2319,2319,0,458724,0,0,25b8,001c,9656,16356,0,0f1077d4cfe6e626,0,1
2320,2320,0,458724,0,0,3331,001c,13105,16356,0,d9b53a6dd121a99f,0,1
2321,2321,0,458724,0,0,36bf,001c,14015,16356,0,cc3fc5a61cf16cb3,0,1
2322,2322,0,458724,0,0,3fd4,001c,16340,16356,0,ee8eb80413126f8f,0,1
2323,2323,0,458724,0,0,3fff,001c,16383,16356,0,fc1df1454a633e53,0,1
2324,2324,0,458724,0,0,3fff,001c,16383,16356,0,2e956bff1c09cfcf,0,1
2325,2325,0,458724,0,0,3fff,001c,16383,16356,0,21cb05bd1ddbf142,0,1
2326,2326,0,458724,0,0,3cf3,001c,15603,16356,0,266cd2b8f03ad814,0,1
2327,2327,0,458724,0,0,3ab9,001c,15033,16356,0,255ef8f0017cf725,0,1
2328,2328,0,458724,0,0,2e5e,001c,11870,16356,0,fcaaf02bf5e46970,0,1
2329,2329,0,458724,0,0,237c,001c,9084,16356,0,19e7d329fe2cc8ae,0,1
2330,2330,0,458724,0,0,1aa2,001c,6818,16356,0,0d0da974f8e503f5,0,1
2331,2331,0,458724,0,0,0bab,001c,2987,16356,0,080bb68107b85647,0,1
2332,2332,0,458724,0,0,0000,001c,0,16356,0,0eb7ccb0e243afe6,0,1
2333,2333,0,458724,0,0,0000,001c,0,16356,0,e8a378e10fe968e2,0,1
2334,2334,0,458724,0,0,0000,001c,0,16356,0,028178cfffd6daba,0,1
2335,2335,0,458724,0,0,0000,001c,0,16356,0,ff9fff3231537820,0,1
2336,2336,0,458724,0,0,0562,001c,1378,16356,0,1b7560f61fb64a8f,0,1
2337,2337,0,458724,0,0,1ba2,001c,7074,16356,0,39233a381d963aa7,0,1
2338,2338,0,458724,0,0,289d,001c,10397,16356,0,4eaab6b7e7e3c98f,0,1
2339,2339,0,458724,0,0,2f67,001c,12135,16356,0,309476ecd8ce0c7c,0,1
2340,2340,0,458724,0,0,3b98,001c,15256,16356,0,09320c8cb9e5998f,0,1
2341,2341,0,458724,0,0,3d97,001c,15767,16356,0,d57cce90bce93365,0,1
2342,2342,0,458724,0,0,3fff,001c,16383,16356,0,cc35cf8b0b542308,0,1
2343,2343,0,458724,0,0,3fff,001c,16383,16356,0,c75e08f423ed1197,0,1
2344,2344,0,458724,0,0,3fff,001c,16383,16356,0,0c19937f6028dd73,0,1
2345,2345,0,458724,0,0,3f8b,001c,16139,16356,0,4375e82f32215a6a,0,1
2346,2346,0,458724,0,0,3fb8,001c,13755,16356,0,6be4ae7619d21143,0,1
2347,2347,0,458724,0,0,37fa,001c,13178,16356,0,64fddbffb9cb4de2,0,1
2348,2348,0,458724,0,0,325f,001c,9950,16356,0,2c1fb9c89e3b3aa0,0,1
2349,2349,0,458724,0,0,24bf,001c,15551,16356,0,d4f7f0998d913913,0,1
2350,2350,0,458724,0,0,1ebb,001c,7867,16356,0,b7d110bed297cdac,0,1
2351,2351,0,458724,0,0,0ea0,001c,3744,16356,0,9f3190961ec74a47,0,1
2352,2352,0,458724,0,0,0000,001c,0,16356,0,cedc5eda4d50ac18,0,1
2353,2353,0,458724,0,0,0000,001c,0,16356,0,39142b63682cc8d0,0,1
2354,2354,0,458724,0,0,0000,001c,0,16356,0,5db01bdb26a0534b,0,1
2355,2355,0,458724,0,0,0000,001c,0,16356,0,7dd5df2af40e82d2,0,1
2356,2356,0,458724,0,0,01d7,001c,471,16356,0,4ea860a980df6e3c,0,1
2357,2357,0,458724,0,0,1183,001c,4483,16356,0,fc7db12d95f90cc1,0,1
2358,2358,0,458724,0,0,1ee0,001c,7904,16356,0,b8fb659f993b79f4,0,1
2359,2359,0,458724,0,0,2717,001c,10007,16356,0,9b9ebb16f1e5313b,0,1
2360,2360,0,458724,0,0,3830,001c,14384,16356,0,ae1b4ebb40a9eea4,0,1
2361,2361,0,458724,0,0,3737,001c,14135,16356,0,029bd17548154da6,0,1
2362,2362,0,458724,0,0,3ff6,001c,16374,16356,0,39f59875524b7ee8,0,1
2363,2363,0,458724,0,0,3fff,001c,16383,16356,0,6d964df7042b37cf,0,1
2364,2364,0,458724,0,0,3fff,001c,16383,16356,0,4760707cb51a21f4,0,1
2365,2365,0,458724,0,0,3fff,001c,16383,16356,0,302e27c9a34b59e3,0,1
2366,2366,0,458724,0,0,3c56,001c,15446,16356,0,d22119619253126c,0,1
2367,2367,0,458724,0,0,39e7,001c,14823,16356,0,b3c7f03de5995442,0,1
2368,2368,0,458724,0,0,2d04,001c,11524,16356,0,b8450692e65d2c03,0,1
2369,2369,0,458724,0,0,2246,001c,8774,16356,0,dd83de755803e60a,0,1
2370,2370,0,458724,0,0,195b,001c,6491,16356,0,0048776310247bde,0,1
2371,2371,0,458724,0,0,09cc,001c,2508,16356,0,4454c0152d749cfe,0,1
2372,2372,0,458724,0,0,0000,001c,0,16356,0,2504aa8ddbad8210,0,1
2373,2373,0,458724,0,0,0000,001c,0,16356,0,2dc17a26cfb0a2e7,0,1
2374,2374,0,458724,0,0,0000,001c,0,16356,0,fcd3f6cabb683097,0,1
2375,2375,0,458724,0,0,0000,001c,0,16356,0,cb1a661ce4e11d5a,0,1
2376,2376,0,458724,0,0,0715,001c,1813,16356,0,ed529ebacb3b78f0,0,1
2377,2377,0,458724,0,0,14f5,001c,5365,16356,0,d655435820d7a356,0,1
2378,2378,0,458724,0,0,2a01,001c,10753,16356,0,f960168cf0ad6a13,0,1
2379,2379,0,458724,0,0,307a,001c,12410,16356,0,f6c4b1e50aeb8f52,0,1
2380,2380,0,458724,0,0,3457,001c,13399,16356,0,f95fc7fbea3cf7b1,0,1
2381,2381,0,458724,0,0,3e0f,001c,15887,16356,0,fe748f160a35e577,0,1
2382,2382,0,458724,0,0,3fff,001c,16383,16356,0,f3978bc5f299cdb7,0,1
2383,2383,0,458724,0,0,3fff,001c,16383,16356,0,1a120597a34508ea,0,1
2384,2384,0,458724,0,0,3fff,001c,16383,16356,0,099e569eee4cbf2b,0,1
2385,2385,0,458724,0,0,3fff,001c,16383,16356,0,0f7298fce412d943,0,1
2386,2386,0,458724,0,0,3e95,001c,16277,16356,0,fa9407f2cfb0ccc4,0,1
2387,2387,0,458724,0,0,3535,001c,13620,16356,0,d63401f0df2d9c0b,0,1
2388,2388,0,458724,0,0,3133,001c,15153,16356,0,cb0ad915d0779e6a,0,1
2389,2389,0,458724,0,0,2b33,001c,11059,16356,0,c1dd6db01b0766f4,0,1
2390,2390,0,458724,0,0,1719,001c,5913,16356,0,cca1f14b2ff26cd0,0,1
2391,2391,0,458724,0,0,0ce1,001c,3297,16356,0,0b5161f72b9a0771,0,1
2392,2392,0,458724,0,0,0000,001c,0,16356,0,2a6da8512eaa8c53,0,1
2393,2393,0,458724,0,0,0000,001c,0,16356,0,436bc94fe8988636,0,1
2394,2394,0,458724,0,0,0000,001c,0,16356,0,180401d4b983906f,0,1
2395,2395,0,458724,0,0,0000,001c,0,16356,0,f1cf1fe6a4e2c382,0,1
2396,2396,0,458724,0,0,03dc,001c,988,16356,0,a8fd35d6c287eddf,0,1
2397,2397,0,458724,0,0,1332,001c,4914,16356,0,95b14280f1eab006,0,1
2398,2398,0,458724,0,0,2081,001c,8321,16356,0,a9e52b204f40a2b2,0,1
2399,2399,0,458724,0,0,2c44,001c,11332,16356,0,d0dbcebf4f81b227,0,1
2400,2400,0,458724,0,0,3931,001c,14641,16356,0,42aa3fdc620ee6f5,0,1
2401,2401,0,458724,0,0,37cf,001c,14287,16356,0,46fbd4071145d892,0,1
2402,2402,0,458724,0,0,3fff,001c,16383,16356,0,58792851d8b78338,0,1
2403,2403,0,458724,0,0,3fff,001c,16383,16356,0,0c00bc1f840ea78a,0,1
2404,2404,0,458724,0,0,3fff,001c,16383,16356,0,c26fcd62b17ab0eb,0,1
2405,2405,0,458724,0,0,3fff,001c,16383,16356,0,9215918cca1bdbb8,0,1
2406,2406,0,458724,0,0,37e2,001c,14306,16356,0,716d3a42314c9ba2,0,1
2407,2407,0,458724,0,0,38fa,001c,14586,16356,0,d1f9a34f64ba3d65,0,1
2408,2408,0,458724,0,0,2c15,001c,11285,16356,0,fb41094775885a1c,0,1
2409,2409,0,458724,0,0,20b2,001c,8370,16356,0,540dd4de450ec9ab,0,1
2410,2410,0,458724,0,0,1367,001c,4967,16356,0,5e128656f61f9981,0,1
2411,2411,0,458724,0,0,03b0,001c,944,16356,0,327eda51b557fa7e,0,1
2412,2412,0,458724,0,0,0000,001c,0,16356,0,f79b065d9a89dea8,0,1
2413,2413,0,458724,0,0,0000,001c,0,16356,0,a06a83b6cb944a91,0,1
2414,2414,0,458724,0,0,0000,001c,0,16356,0,8a62b5f7feea91f6,0,1
2415,2415,0,458724,0,0,0000,001c,0,16356,0,b22a1400444c5088,0,1
2416,2416,0,458724,0,0,0d0c,001c,3340,16356,0,e4f81e7f7240c8f0,0,1
2417,2417,0,458724,0,0,1fb3,001c,5811,16356,0,2a405df7519b7ba4,0,1
2418,2418,0,458724,0,0,3fb3,001c,11187,16356,0,3f1a98712285f658,0,1
2419,2419,0,458724,0,0,3bb2,001c,13234,16356,0,fdcae3e86dbafdcb,0,1
2420,2420,0,458724,0,0,35b0,001c,13744,16356,0,fff8c958caff9e2b,0,1
2421,2421,0,458724,0,0,3fb6,001c,16310,16356,0,ea9ad0ffc975fad2,0,1
2422,2422,0,458724,0,0,3fff,001c,16382,16356,0,b15b63a6f05fc7d1,0,1
2423,2423,0,458724,0,0,3fff,001c,16383,16356,0,c431ce5622dd1de3,0,1
2424,2424,0,458724,0,0,3fff,001c,16383,16356,0,e225f45037283f15,0,1
2425,2425,0,458724,0,0,3fff,001c,16383,16356,0,fde6d7624c2f3ebe,0,1
2426,2426,0,458724,0,0,3df7,001c,16375,16356,0,1754091e1c96719f,0,1
2427,2427,0,458724,0,0,3bfb,001c,15355,16356,0,2a719ee70e2d8674,0,1
2428,2428,0,458724,0,0,3048,001c,12360,16356,0,0ab3742608bb243b,0,1
2429,2429,0,458724,0,0,2a11,001c,10769,16356,0,02c4b9a4ee4376db,0,1
2430,2430,0,458724,0,0,1598,001c,5528,16356,0,dbc1dfc66e08e180,0,1
2431,2431,0,458724,0,0,06d2,001c,1746,16356,0,0a96837200a18632,0,1
2432,2432,0,458724,0,0,0000,001c,0,16356,0,ea5ae2bd11f7ee60,0,1
2433,2433,0,458724,0,0,0000,001c,0,16356,0,03caf95308a1e68b,0,1
2434,2434,0,458724,0,0,0000,001c,0,16356,0,f112fafc0b0a54dc,0,1
2435,2435,0,458724,0,0,0000,001c,0,16356,0,e8762f260a126826,0,1
2436,2436,0,458724,0,0,09b0,001c,2480,16356,0,f7bcad94382fde90,0,1
2437,2437,0,458724,0,0,18df,001c,6367,16356,0,0465c7941aecf4fc,0,1
2438,2438,0,458724,0,0,2201,001c,8705,16356,0,0e0169954451f5b8,0,1
2439,2439,0,458724,0,0,2d6e,001c,11630,16356,0,49ed32d706391d55,0,1
2440,2440,0,458724,0,0,3a23,001c,14883,16356,0,29b7bf6e05e45ec4,0,1
2441,2441,0,458724,0,0,3c8e,001c,15502,16356,0,0fdfd871c9ac2043,0,1
2442,2442,0,458724,0,0,3fff,001c,16383,16356,0,00de0283d47a5f4e,0,1
