Sample in Buffer,Sample in Window,TRIGGER,design_1_i/adc_interface_0_m_axis_tdata[31:0],design_1_i/adc_interface_0_m_axis_tlast,design_1_i/adc_interface_0_m_axis_tvalid,design_1_i/adc_interface_0_adc_signed_debug[15:0],design_1_i/adc_interface_0_win_coeff_out[15:0],design_1_i/adc_data[13:0],design_1_i/adc_interface_0_adc_data_original[13:0],design_1_i/adc_interface_0_adc_data_original_valid,design_1_i/xfft_0_m_axis_data_tdata[63:0],design_1_i/xfft_0_m_axis_data_tlast,design_1_i/xfft_0_m_axis_data_tvalid
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,HEX,HEX,HEX,HEX,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX
1152,1152,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1153,1153,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1154,1154,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1155,1155,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1156,1156,0,458724,0,0,04c3,001c,1219,16356,0,b3adaa8da48bcea5,0,0
1157,1157,0,458724,0,0,1b09,001c,6921,16356,0,b3adaa8da48bcea5,0,0
1158,1158,0,458724,0,0,2819,001c,10265,16356,0,b3adaa8da48bcea5,0,0
1159,1159,0,458724,0,0,2eea,001c,12010,16356,0,b3adaa8da48bcea5,0,0
1160,1160,0,458724,0,0,3b56,001c,15190,16356,0,b3adaa8da48bcea5,0,0
1161,1161,0,458724,0,0,3d6d,001c,15725,16356,0,b3adaa8da48bcea5,0,0
1162,1162,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1163,1163,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1164,1164,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1165,1165,0,458724,0,0,3f97,001c,16151,16356,0,b3adaa8da48bcea5,0,0
1166,1166,0,458724,0,0,3ff7,001c,13815,16356,0,b3adaa8da48bcea5,0,0
1167,1167,0,458724,0,0,37ff,001c,14271,16356,0,b3adaa8da48bcea5,0,0
1168,1168,0,458724,0,0,36fd,001c,14077,16356,0,b3adaa8da48bcea5,0,0
1169,1169,0,458724,0,0,24fd,001c,15869,16356,0,b3adaa8da48bcea5,0,0
1170,1170,0,458724,0,0,1f3d,001c,7997,16356,0,b3adaa8da48bcea5,0,0
1171,1171,0,458724,0,0,0f38,001c,3896,16356,0,b3adaa8da48bcea5,0,0
1172,1172,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1173,1173,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1174,1174,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1175,1175,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1176,1176,0,458724,0,0,01d2,001c,466,16356,0,b3adaa8da48bcea5,0,0
1177,1177,0,458724,0,0,1120,001c,4384,16356,0,b3adaa8da48bcea5,0,0
1178,1178,0,458724,0,0,1e71,001c,7793,16356,0,b3adaa8da48bcea5,0,0
1179,1179,0,458724,0,0,2690,001c,9872,16356,0,b3adaa8da48bcea5,0,0
1180,1180,0,458724,0,0,33cf,001c,13263,16356,0,b3adaa8da48bcea5,0,0
1181,1181,0,458724,0,0,36cd,001c,14029,16356,0,b3adaa8da48bcea5,0,0
1182,1182,0,458724,0,0,3fe9,001c,16361,16356,0,b3adaa8da48bcea5,0,0
1183,1183,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1184,1184,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1185,1185,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1186,1186,0,458724,0,0,3c8a,001c,15498,16356,0,b3adaa8da48bcea5,0,0
1187,1187,0,458724,0,0,3a32,001c,14898,16356,0,b3adaa8da48bcea5,0,0
1188,1188,0,458724,0,0,2da1,001c,11681,16356,0,b3adaa8da48bcea5,0,0
1189,1189,0,458724,0,0,22da,001c,8922,16356,0,b3adaa8da48bcea5,0,0
1190,1190,0,458724,0,0,19b4,001c,6580,16356,0,b3adaa8da48bcea5,0,0
1191,1191,0,458724,0,0,0a5f,001c,2655,16356,0,b3adaa8da48bcea5,0,0
1192,1192,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1193,1193,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1194,1194,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1195,1195,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1196,1196,0,458724,0,0,06ac,001c,1708,16356,0,b3adaa8da48bcea5,0,0
1197,1197,0,458724,0,0,14ad,001c,5293,16356,0,b3adaa8da48bcea5,0,0
1198,1198,0,458724,0,0,29aa,001c,10666,16356,0,b3adaa8da48bcea5,0,0
1199,1199,0,458724,0,0,319e,001c,12318,16356,0,b3adaa8da48bcea5,0,0
1200,1200,0,458724,0,0,3403,001c,13315,16356,0,b3adaa8da48bcea5,0,0
1201,1201,0,458724,0,0,3e03,001c,15875,16356,0,b3adaa8da48bcea5,0,0
1202,1202,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1203,1203,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1204,1204,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1205,1205,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1206,1206,0,458724,0,0,3ebf,001c,16319,16356,0,b3adaa8da48bcea5,0,0
1207,1207,0,458724,0,0,3537,001c,13751,16356,0,b3adaa8da48bcea5,0,0
1208,1208,0,458724,0,0,3182,001c,15234,16356,0,b3adaa8da48bcea5,0,0
1209,1209,0,458724,0,0,2bb3,001c,11187,16356,0,b3adaa8da48bcea5,0,0
1210,1210,0,458724,0,0,1788,001c,6024,16356,0,b3adaa8da48bcea5,0,0
1211,1211,0,458724,0,0,0d56,001c,3414,16356,0,b3adaa8da48bcea5,0,0
1212,1212,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1213,1213,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1214,1214,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1215,1215,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1216,1216,0,458724,0,0,032c,001c,812,16356,0,b3adaa8da48bcea5,0,0
1217,1217,0,458724,0,0,12f6,001c,4854,16356,0,b3adaa8da48bcea5,0,0
1218,1218,0,458724,0,0,2012,001c,8210,16356,0,b3adaa8da48bcea5,0,0
1219,1219,0,458724,0,0,27ca,001c,10186,16356,0,b3adaa8da48bcea5,0,0
1220,1220,0,458724,0,0,38d0,001c,14544,16356,0,b3adaa8da48bcea5,0,0
1221,1221,0,458724,0,0,37bc,001c,14268,16356,0,b3adaa8da48bcea5,0,0
1222,1222,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1223,1223,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1224,1224,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1225,1225,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1226,1226,0,458724,0,0,37d4,001c,14292,16356,0,b3adaa8da48bcea5,0,0
1227,1227,0,458724,0,0,394c,001c,14668,16356,0,b3adaa8da48bcea5,0,0
1228,1228,0,458724,0,0,2c70,001c,11376,16356,0,b3adaa8da48bcea5,0,0
1229,1229,0,458724,0,0,2137,001c,8503,16356,0,b3adaa8da48bcea5,0,0
1230,1230,0,458724,0,0,13f8,001c,5112,16356,0,b3adaa8da48bcea5,0,0
1231,1231,0,458724,0,0,0857,001c,2135,16356,0,b3adaa8da48bcea5,0,0
1232,1232,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1233,1233,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1234,1234,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1235,1235,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1236,1236,0,458724,0,0,0c8c,001c,3212,16356,0,b3adaa8da48bcea5,0,0
1237,1237,0,458724,0,0,1eac,001c,5664,16356,0,b3adaa8da48bcea5,0,0
1238,1238,0,458724,0,0,3730,001c,11056,16356,0,b3adaa8da48bcea5,0,0
1239,1239,0,458724,0,0,3b1e,001c,15134,16356,0,b3adaa8da48bcea5,0,0
1240,1240,0,458724,0,0,31de,001c,13790,16356,0,b3adaa8da48bcea5,0,0
1241,1241,0,458724,0,0,3eed,001c,16109,16356,0,b3adaa8da48bcea5,0,0
1242,1242,0,458724,0,0,3eff,001c,16381,16356,0,b3adaa8da48bcea5,0,0
1243,1243,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1244,1244,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1245,1245,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1246,1246,0,458724,0,0,3e04,001c,15876,16356,0,b3adaa8da48bcea5,0,0
1247,1247,0,458724,0,0,347e,001c,13438,16356,0,b3adaa8da48bcea5,0,0
1248,1248,0,458724,0,0,30a1,001c,12449,16356,0,b3adaa8da48bcea5,0,0
1249,1249,0,458724,0,0,2a74,001c,10868,16356,0,b3adaa8da48bcea5,0,0
1250,1250,0,458724,0,0,1609,001c,5641,16356,0,b3adaa8da48bcea5,0,0
1251,1251,0,458724,0,0,0782,001c,1922,16356,0,b3adaa8da48bcea5,0,0
1252,1252,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1253,1253,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1254,1254,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1255,1255,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1256,1256,0,458724,0,0,0947,001c,2375,16356,0,b3adaa8da48bcea5,0,0
1257,1257,0,458724,0,0,1865,001c,6245,16356,0,b3adaa8da48bcea5,0,0
1258,1258,0,458724,0,0,21a5,001c,8613,16356,0,b3adaa8da48bcea5,0,0
1259,1259,0,458724,0,0,2d29,001c,11561,16356,0,b3adaa8da48bcea5,0,0
1260,1260,0,458724,0,0,39db,001c,14811,16356,0,b3adaa8da48bcea5,0,0
1261,1261,0,458724,0,0,3c23,001c,15395,16356,0,b3adaa8da48bcea5,0,0
1262,1262,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1263,1263,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1264,1264,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1265,1265,0,458724,0,0,3fe7,001c,16359,16356,0,b3adaa8da48bcea5,0,0
1266,1266,0,458724,0,0,3733,001c,14131,16356,0,b3adaa8da48bcea5,0,0
1267,1267,0,458724,0,0,3838,001c,14392,16356,0,b3adaa8da48bcea5,0,0
1268,1268,0,458724,0,0,270a,001c,9994,16356,0,b3adaa8da48bcea5,0,0
1269,1269,0,458724,0,0,1fc7,001c,8135,16356,0,b3adaa8da48bcea5,0,0
1270,1270,0,458724,0,0,132c,001c,4652,16356,0,b3adaa8da48bcea5,0,0
1271,1271,0,458724,0,0,025a,001c,602,16356,0,b3adaa8da48bcea5,0,0
1272,1272,0,458724,0,0,0250,001c,2,16356,0,b3adaa8da48bcea5,0,0
1273,1273,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1274,1274,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1275,1275,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1276,1276,0,458724,0,0,0e57,001c,3671,16356,0,b3adaa8da48bcea5,0,0
1277,1277,0,458724,0,0,0e57,001c,8159,16356,0,b3adaa8da48bcea5,0,0
1278,1278,0,458724,0,0,17cd,001c,14285,16356,0,b3adaa8da48bcea5,0,0
1279,1279,0,458724,0,0,2449,001c,13897,16356,0,b3adaa8da48bcea5,0,0
1280,1280,0,458724,0,0,3223,001c,12899,16356,0,b3adaa8da48bcea5,0,0
1281,1281,0,458724,0,0,35db,001c,13787,16356,0,b3adaa8da48bcea5,0,0
1282,1282,0,458724,0,0,3eff,001c,16127,16356,0,b3adaa8da48bcea5,0,0
1283,1283,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1284,1284,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1285,1285,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1286,1286,0,458724,0,0,3d9e,001c,15774,16356,0,b3adaa8da48bcea5,0,0
1287,1287,0,458724,0,0,3ba4,001c,15268,16356,0,b3adaa8da48bcea5,0,0
1288,1288,0,458724,0,0,2f60,001c,12128,16356,0,b3adaa8da48bcea5,0,0
1289,1289,0,458724,0,0,2905,001c,10501,16356,0,b3adaa8da48bcea5,0,0
1290,1290,0,458724,0,0,1472,001c,5234,16356,0,b3adaa8da48bcea5,0,0
1291,1291,0,458724,0,0,05ad,001c,1453,16356,0,b3adaa8da48bcea5,0,0
1292,1292,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1293,1293,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1294,1294,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1295,1295,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1296,1296,0,458724,0,0,0b3a,001c,2874,16356,0,b3adaa8da48bcea5,0,0
1297,1297,0,458724,0,0,1a02,001c,6658,16356,0,b3adaa8da48bcea5,0,0
1298,1298,0,458724,0,0,2318,001c,8984,16356,0,b3adaa8da48bcea5,0,0
1299,1299,0,458724,0,0,2e31,001c,11825,16356,0,b3adaa8da48bcea5,0,0
1300,1300,0,458724,0,0,3a9b,001c,15003,16356,0,b3adaa8da48bcea5,0,0
1301,1301,0,458724,0,0,3ce6,001c,15590,16356,0,b3adaa8da48bcea5,0,0
1302,1302,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1303,1303,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1304,1304,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1305,1305,0,458724,0,0,3f57,001c,16215,16356,0,b3adaa8da48bcea5,0,0
1306,1306,0,458724,0,0,374e,001c,13902,16356,0,b3adaa8da48bcea5,0,0
1307,1307,0,458724,0,0,3733,001c,13107,16356,0,b3adaa8da48bcea5,0,0
1308,1308,0,458724,0,0,37f5,001c,9703,16356,0,b3adaa8da48bcea5,0,0
1309,1309,0,458724,0,0,35ef,001c,7983,16356,0,b3adaa8da48bcea5,0,0
1310,1310,0,458724,0,0,1e6f,001c,7791,16356,0,b3adaa8da48bcea5,0,0
1311,1311,0,458724,0,0,107b,001c,4219,16356,0,b3adaa8da48bcea5,0,0
1312,1312,0,458724,0,0,0033,001c,51,16356,0,b3adaa8da48bcea5,0,0
1313,1313,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1314,1314,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1315,1315,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1316,1316,0,458724,0,0,0000,001c,3264,16356,0,b3adaa8da48bcea5,0,0
1317,1317,0,458724,0,0,0fe7,001c,4071,16356,0,b3adaa8da48bcea5,0,0
1318,1318,0,458724,0,0,1d50,001c,7504,16356,0,b3adaa8da48bcea5,0,0
1319,1319,0,458724,0,0,25c6,001c,9670,16356,0,b3adaa8da48bcea5,0,0
1320,1320,0,458724,0,0,334e,001c,13134,16356,0,b3adaa8da48bcea5,0,0
1321,1321,0,458724,0,0,368b,001c,13963,16356,0,b3adaa8da48bcea5,0,0
1322,1322,0,458724,0,0,3f82,001c,16258,16356,0,b3adaa8da48bcea5,0,0
1323,1323,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1324,1324,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1325,1325,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1326,1326,0,458724,0,0,3ceb,001c,15595,16356,0,b3adaa8da48bcea5,0,0
1327,1327,0,458724,0,0,3a8f,001c,14991,16356,0,b3adaa8da48bcea5,0,0
1328,1328,0,458724,0,0,2e54,001c,11860,16356,0,b3adaa8da48bcea5,0,0
1329,1329,0,458724,0,0,239e,001c,9118,16356,0,b3adaa8da48bcea5,0,0
1330,1330,0,458724,0,0,1ac8,001c,6856,16356,0,b3adaa8da48bcea5,0,0
1331,1331,0,458724,0,0,0b9d,001c,2973,16356,0,b3adaa8da48bcea5,0,0
1332,1332,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1333,1333,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1334,1334,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1335,1335,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1336,1336,0,458724,0,0,0553,001c,1363,16356,0,b3adaa8da48bcea5,0,0
1337,1337,0,458724,0,0,1ba3,001c,7075,16356,0,b3adaa8da48bcea5,0,0
1338,1338,0,458724,0,0,289a,001c,10394,16356,0,b3adaa8da48bcea5,0,0
1339,1339,0,458724,0,0,2f55,001c,12117,16356,0,b3adaa8da48bcea5,0,0
1340,1340,0,458724,0,0,3b7e,001c,15230,16356,0,b3adaa8da48bcea5,0,0
1341,1341,0,458724,0,0,3d91,001c,15761,16356,0,b3adaa8da48bcea5,0,0
1342,1342,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1343,1343,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1344,1344,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1345,1345,0,458724,0,0,3ffe,001c,16191,16356,0,b3adaa8da48bcea5,0,0
1346,1346,0,458724,0,0,3fbe,001c,16318,16356,0,b3adaa8da48bcea5,0,0
1347,1347,0,458724,0,0,37fa,001c,14330,16356,0,b3adaa8da48bcea5,0,0
1348,1348,0,458724,0,0,325a,001c,14042,16356,0,b3adaa8da48bcea5,0,0
1349,1349,0,458724,0,0,24b9,001c,15545,16356,0,b3adaa8da48bcea5,0,0
1350,1350,0,458724,0,0,1cba,001c,7866,16356,0,b3adaa8da48bcea5,0,0
1351,1351,0,458724,0,0,0e9b,001c,3739,16356,0,b3adaa8da48bcea5,0,0
1352,1352,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1353,1353,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1354,1354,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1355,1355,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1356,1356,0,458724,0,0,020a,001c,522,16356,0,b3adaa8da48bcea5,0,0
1357,1357,0,458724,0,0,11c4,001c,4548,16356,0,b3adaa8da48bcea5,0,0
1358,1358,0,458724,0,0,1ee9,001c,7913,16356,0,b3adaa8da48bcea5,0,0
1359,1359,0,458724,0,0,271e,001c,10014,16356,0,b3adaa8da48bcea5,0,0
1360,1360,0,458724,0,0,381d,001c,14365,16356,0,b3adaa8da48bcea5,0,0
1361,1361,0,458724,0,0,3728,001c,14120,16356,0,b3adaa8da48bcea5,0,0
1362,1362,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1363,1363,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1364,1364,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1365,1365,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1366,1366,0,458724,0,0,3c64,001c,15460,16356,0,b3adaa8da48bcea5,0,0
1367,1367,0,458724,0,0,39e2,001c,14818,16356,0,b3adaa8da48bcea5,0,0
1368,1368,0,458724,0,0,2d02,001c,11522,16356,0,b3adaa8da48bcea5,0,0
1369,1369,0,458724,0,0,226a,001c,8810,16356,0,b3adaa8da48bcea5,0,0
1370,1370,0,458724,0,0,18d8,001c,6360,16356,0,b3adaa8da48bcea5,0,0
1371,1371,0,458724,0,0,09a4,001c,2468,16356,0,b3adaa8da48bcea5,0,0
1372,1372,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1373,1373,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1374,1374,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1375,1375,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1376,1376,0,458724,0,0,071d,001c,1821,16356,0,b3adaa8da48bcea5,0,0
1377,1377,0,458724,0,0,1531,001c,5425,16356,0,b3adaa8da48bcea5,0,0
1378,1378,0,458724,0,0,2f38,001c,10808,16356,0,b3adaa8da48bcea5,0,0
1379,1379,0,458724,0,0,3a73,001c,12403,16356,0,b3adaa8da48bcea5,0,0
1380,1380,0,458724,0,0,347a,001c,13419,16356,0,b3adaa8da48bcea5,0,0
1381,1381,0,458724,0,0,3e7a,001c,15930,16356,0,b3adaa8da48bcea5,0,0
1382,1382,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1383,1383,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1384,1384,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1385,1385,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1386,1386,0,458724,0,0,3dfe,001c,15868,16356,0,b3adaa8da48bcea5,0,0
1387,1387,0,458724,0,0,3507,001c,13639,16356,0,b3adaa8da48bcea5,0,0
1388,1388,0,458724,0,0,3179,001c,12665,16356,0,b3adaa8da48bcea5,0,0
1389,1389,0,458724,0,0,2b4a,001c,11082,16356,0,b3adaa8da48bcea5,0,0
1390,1390,0,458724,0,0,171a,001c,5914,16356,0,b3adaa8da48bcea5,0,0
1391,1391,0,458724,0,0,0cf1,001c,3313,16356,0,b3adaa8da48bcea5,0,0
1392,1392,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1393,1393,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1394,1394,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1395,1395,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1396,1396,0,458724,0,0,03c3,001c,963,16356,0,b3adaa8da48bcea5,0,0
1397,1397,0,458724,0,0,1338,001c,4920,16356,0,b3adaa8da48bcea5,0,0
1398,1398,0,458724,0,0,207c,001c,8316,16356,0,b3adaa8da48bcea5,0,0
1399,1399,0,458724,0,0,2c4e,001c,11342,16356,0,b3adaa8da48bcea5,0,0
1400,1400,0,458724,0,0,3927,001c,14631,16356,0,b3adaa8da48bcea5,0,0
1401,1401,0,458724,0,0,37d4,001c,14292,16356,0,b3adaa8da48bcea5,0,0
1402,1402,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1403,1403,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1404,1404,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1405,1405,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1406,1406,0,458724,0,0,37b1,001c,14257,16356,0,b3adaa8da48bcea5,0,0
1407,1407,0,458724,0,0,3911,001c,14609,16356,0,b3adaa8da48bcea5,0,0
1408,1408,0,458724,0,0,2c00,001c,11264,16356,0,b3adaa8da48bcea5,0,0
1409,1409,0,458724,0,0,20c1,001c,8385,16356,0,b3adaa8da48bcea5,0,0
1410,1410,0,458724,0,0,1365,001c,4965,16356,0,b3adaa8da48bcea5,0,0
1411,1411,0,458724,0,0,03d0,001c,976,16356,0,b3adaa8da48bcea5,0,0
1412,1412,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1413,1413,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1414,1414,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1415,1415,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1416,1416,0,458724,0,0,0d02,001c,3330,16356,0,b3adaa8da48bcea5,0,0
1417,1417,0,458724,0,0,1fa6,001c,6054,16356,0,b3adaa8da48bcea5,0,0
1418,1418,0,458724,0,0,16a4,001c,16108,16356,0,b3adaa8da48bcea5,0,0
1419,1419,0,458724,0,0,3b7b,001c,15225,16356,0,b3adaa8da48bcea5,0,0
1420,1420,0,458724,0,0,357e,001c,13694,16356,0,b3adaa8da48bcea5,0,0
1421,1421,0,458724,0,0,353e,001c,16318,16356,0,b3adaa8da48bcea5,0,0
1422,1422,0,458724,0,0,3ea0,001c,16364,16356,0,b3adaa8da48bcea5,0,0
1423,1423,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1424,1424,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1425,1425,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1426,1426,0,458724,0,0,3df4,001c,15860,16356,0,b3adaa8da48bcea5,0,0
1427,1427,0,458724,0,0,341b,001c,13339,16356,0,b3adaa8da48bcea5,0,0
1428,1428,0,458724,0,0,3007,001c,12295,16356,0,b3adaa8da48bcea5,0,0
1429,1429,0,458724,0,0,29f4,001c,10740,16356,0,b3adaa8da48bcea5,0,0
1430,1430,0,458724,0,0,1593,001c,5523,16356,0,b3adaa8da48bcea5,0,0
1431,1431,0,458724,0,0,06d4,001c,1748,16356,0,b3adaa8da48bcea5,0,0
1432,1432,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1433,1433,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1434,1434,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1435,1435,0,458724,0,0,0000,001c,0,16356,0,b3adaa8da48bcea5,0,0
1436,1436,0,458724,0,0,09ed,001c,2541,16356,0,b3adaa8da48bcea5,0,0
1437,1437,0,458724,0,0,18e3,001c,6371,16356,0,b3adaa8da48bcea5,0,0
1438,1438,0,458724,0,0,2212,001c,8722,16356,0,b3adaa8da48bcea5,0,0
1439,1439,0,458724,0,0,2d6a,001c,11626,16356,0,b3adaa8da48bcea5,0,0
1440,1440,0,458724,0,0,3a08,001c,14856,16356,0,b3adaa8da48bcea5,0,0
1441,1441,0,458724,0,0,3c9d,001c,15517,16356,0,b3adaa8da48bcea5,0,0
1442,1442,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1443,1443,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
1444,1444,0,458724,0,0,3fff,001c,16383,16356,0,b3adaa8da48bcea5,0,0
