index,raw_unsigned,float_value
0,1280053301,53493972.0
1,1280053301,53493972.0
2,1280053301,53493972.0
3,1280053301,53493972.0
4,1280053301,53493972.0
5,1280053301,53493972.0
6,1280053301,53493972.0
7,1280053301,53493972.0
8,1280053301,53493972.0
9,1280053301,53493972.0
10,1280053301,53493972.0
11,1280053301,53493972.0
12,1280053301,53493972.0
13,1280053301,53493972.0
14,1280053301,53493972.0
15,1280053301,53493972.0
16,1280053301,53493972.0
17,1280053301,53493972.0
18,1280053301,53493972.0
19,1280053301,53493972.0
20,1280053301,53493972.0
21,1280053301,53493972.0
22,1280053301,53493972.0
23,1280053301,53493972.0
24,1280053301,53493972.0
25,1280053301,53493972.0
26,1280053301,53493972.0
27,1280053301,53493972.0
28,1280053301,53493972.0
29,1280053301,53493972.0
30,1280053301,53493972.0
31,1280053301,53493972.0
32,1280053301,53493972.0
33,1280053301,53493972.0
34,1280053301,53493972.0
35,1280053301,53493972.0
36,1280053301,53493972.0
37,1280053301,53493972.0
38,1280053301,53493972.0
39,1280053301,53493972.0
40,1280053301,53493972.0
41,1280053301,53493972.0
42,1280053301,53493972.0
43,1280053301,53493972.0
44,1280053301,53493972.0
45,1280053301,53493972.0
46,1280053301,53493972.0
47,1280053301,53493972.0
48,1280053301,53493972.0
49,1280053301,53493972.0
50,1280053301,53493972.0
51,1280053301,53493972.0
52,1280053301,53493972.0
53,1280053301,53493972.0
54,1280053301,53493972.0
55,1280053301,53493972.0
56,1280053301,53493972.0
57,1280053301,53493972.0
58,1280053301,53493972.0
59,1280053301,53493972.0
60,1280053301,53493972.0
61,1280053301,53493972.0
62,1280053301,53493972.0
63,1280053301,53493972.0
64,1280053301,53493972.0
65,1280053301,53493972.0
66,1280053301,53493972.0
67,1280053301,53493972.0
68,1280053301,53493972.0
69,1280053301,53493972.0
70,1280053301,53493972.0
71,1280053301,53493972.0
72,1280053301,53493972.0
73,1280053301,53493972.0
74,1280053301,53493972.0
75,1280053301,53493972.0
76,1280053301,53493972.0
77,1280053301,53493972.0
78,1280053301,53493972.0
79,1280053301,53493972.0
80,1280053301,53493972.0
81,1280053301,53493972.0
82,1280053301,53493972.0
83,1280053301,53493972.0
84,1280053301,53493972.0
85,1280053301,53493972.0
86,1280053301,53493972.0
87,1280053301,53493972.0
88,1280053301,53493972.0
89,1280053301,53493972.0
90,1280053301,53493972.0
91,1280053301,53493972.0
92,1280053301,53493972.0
93,1280053301,53493972.0
94,1280053301,53493972.0
95,1280053301,53493972.0
96,1280053301,53493972.0
97,1280053301,53493972.0
98,1280053301,53493972.0
99,1280053301,53493972.0
100,1280053301,53493972.0
101,1280053301,53493972.0
102,1280053301,53493972.0
103,1280053301,53493972.0
104,1280053301,53493972.0
105,1280053301,53493972.0
106,1280053301,53493972.0
107,1280053301,53493972.0
108,1280053301,53493972.0
109,1280053301,53493972.0
110,1280053301,53493972.0
111,1280053301,53493972.0
112,1280053301,53493972.0
113,1280053301,53493972.0
114,1280053301,53493972.0
115,1280053301,53493972.0
116,1280053301,53493972.0
117,1280053301,53493972.0
118,1280053301,53493972.0
119,1280053301,53493972.0
120,1280053301,53493972.0
121,1280053301,53493972.0
122,1280053301,53493972.0
123,1280053301,53493972.0
124,1280053301,53493972.0
125,1280053301,53493972.0
126,1280053301,53493972.0
127,1280053301,53493972.0
128,1280053301,53493972.0
129,1280053301,53493972.0
130,1280053301,53493972.0
131,1280053301,53493972.0
132,1280053301,53493972.0
133,1280053301,53493972.0
134,1280053301,53493972.0
135,1280053301,53493972.0
136,1280053301,53493972.0
137,1280053301,53493972.0
138,1280053301,53493972.0
139,1280053301,53493972.0
140,1280053301,53493972.0
141,1280053301,53493972.0
142,1280053301,53493972.0
143,1280053301,53493972.0
144,1280053301,53493972.0
145,1280053301,53493972.0
146,1280053301,53493972.0
147,1280053301,53493972.0
148,1280053301,53493972.0
149,1280053301,53493972.0
150,1280053301,53493972.0
151,1280053301,53493972.0
152,1280053301,53493972.0
153,1280053301,53493972.0
154,1280053301,53493972.0
155,1280053301,53493972.0
156,1280053301,53493972.0
157,1280053301,53493972.0
158,1280053301,53493972.0
159,1280053301,53493972.0
160,1280053301,53493972.0
161,1280053301,53493972.0
162,1280053301,53493972.0
163,1280053301,53493972.0
164,1280053301,53493972.0
165,1280053301,53493972.0
166,1280053301,53493972.0
167,1280053301,53493972.0
168,1280053301,53493972.0
169,1280053301,53493972.0
170,1280053301,53493972.0
171,1280053301,53493972.0
172,1280053301,53493972.0
173,1280053301,53493972.0
174,1280053301,53493972.0
175,1280053301,53493972.0
176,1280053301,53493972.0
177,1280053301,53493972.0
178,1280053301,53493972.0
179,1280053301,53493972.0
180,1280053301,53493972.0
181,1280053301,53493972.0
182,1280053301,53493972.0
183,1280053301,53493972.0
184,1280053301,53493972.0
185,1280053301,53493972.0
186,1280053301,53493972.0
187,1280053301,53493972.0
188,1280053301,53493972.0
189,1280053301,53493972.0
190,1280053301,53493972.0
191,1280053301,53493972.0
192,1280053301,53493972.0
193,1280053301,53493972.0
194,1280053301,53493972.0
195,1280053301,53493972.0
196,1280053301,53493972.0
197,1280053301,53493972.0
198,1280053301,53493972.0
199,1280053301,53493972.0
200,1280053301,53493972.0
201,1280053301,53493972.0
202,1280053301,53493972.0
203,1280053301,53493972.0
204,1280053301,53493972.0
205,1280053301,53493972.0
206,1280053301,53493972.0
207,1280053301,53493972.0
208,1280053301,53493972.0
209,1280053301,53493972.0
210,1280053301,53493972.0
211,1280053301,53493972.0
212,1280053301,53493972.0
213,1280053301,53493972.0
214,1280053301,53493972.0
215,1280053301,53493972.0
216,1280053301,53493972.0
217,1280053301,53493972.0
218,1280053301,53493972.0
219,1280053301,53493972.0
220,1280053301,53493972.0
221,1280053301,53493972.0
222,1280053301,53493972.0
223,1280053301,53493972.0
224,1280053301,53493972.0
225,1280053301,53493972.0
226,1280053301,53493972.0
227,1280053301,53493972.0
228,1280053301,53493972.0
229,1280053301,53493972.0
230,1280053301,53493972.0
231,1280053301,53493972.0
232,1280053301,53493972.0
233,1280053301,53493972.0
234,1280053301,53493972.0
235,1280053301,53493972.0
236,1280053301,53493972.0
237,1280053301,53493972.0
238,1280053301,53493972.0
239,1280053301,53493972.0
240,1280053301,53493972.0
241,1280053301,53493972.0
242,1280053301,53493972.0
243,1280053301,53493972.0
244,1280053301,53493972.0
245,1280053301,53493972.0
246,1280053301,53493972.0
247,1280053301,53493972.0
248,1280053301,53493972.0
249,1280053301,53493972.0
250,1280053301,53493972.0
251,1280053301,53493972.0
252,1280053301,53493972.0
253,1280053301,53493972.0
254,1280053301,53493972.0
255,1280053301,53493972.0
256,1280053301,53493972.0
257,1280053301,53493972.0
258,1280053301,53493972.0
259,1280053301,53493972.0
260,1280053301,53493972.0
261,1280053301,53493972.0
262,1280053301,53493972.0
263,1280053301,53493972.0
264,1280053301,53493972.0
265,1280053301,53493972.0
266,1280053301,53493972.0
267,1280053301,53493972.0
268,1280053301,53493972.0
269,1280053301,53493972.0
270,1280053301,53493972.0
271,1280053301,53493972.0
272,1280053301,53493972.0
273,1280053301,53493972.0
274,1280053301,53493972.0
275,1280053301,53493972.0
276,1280053301,53493972.0
277,1280053301,53493972.0
278,1280053301,53493972.0
279,1280053301,53493972.0
280,1280053301,53493972.0
281,1280053301,53493972.0
282,1280053301,53493972.0
283,1280053301,53493972.0
284,1280053301,53493972.0
285,1280053301,53493972.0
286,1280053301,53493972.0
287,1280053301,53493972.0
288,1280053301,53493972.0
289,1280053301,53493972.0
290,1280053301,53493972.0
291,1280053301,53493972.0
292,1280053301,53493972.0
293,1280053301,53493972.0
294,1280053301,53493972.0
295,1280053301,53493972.0
296,1280053301,53493972.0
297,1280053301,53493972.0
298,1280053301,53493972.0
299,1280053301,53493972.0
300,1280053301,53493972.0
301,1280053301,53493972.0
302,1280053301,53493972.0
303,1280053301,53493972.0
304,1280053301,53493972.0
305,1280053301,53493972.0
306,1280053301,53493972.0
307,1280053301,53493972.0
308,1280053301,53493972.0
309,1280053301,53493972.0
310,1280053301,53493972.0
311,1280053301,53493972.0
312,1280053301,53493972.0
313,1280053301,53493972.0
314,1280053301,53493972.0
315,1280053301,53493972.0
316,1280053301,53493972.0
317,1280053301,53493972.0
318,1280053301,53493972.0
319,1280053301,53493972.0
320,1280053301,53493972.0
321,1280053301,53493972.0
322,1280053301,53493972.0
323,1280053301,53493972.0
324,1280053301,53493972.0
325,1280053301,53493972.0
326,1280053301,53493972.0
327,1280053301,53493972.0
328,1280053301,53493972.0
329,1280053301,53493972.0
330,1280053301,53493972.0
331,1280053301,53493972.0
332,1280053301,53493972.0
333,1280053301,53493972.0
334,1280053301,53493972.0
335,1280053301,53493972.0
336,1280053301,53493972.0
337,1280053301,53493972.0
338,1280053301,53493972.0
339,1280053301,53493972.0
340,1280053301,53493972.0
341,1280053301,53493972.0
342,1280053301,53493972.0
343,1280053301,53493972.0
344,1280053301,53493972.0
345,1280053301,53493972.0
346,1280053301,53493972.0
347,1280053301,53493972.0
348,1280053301,53493972.0
349,1280053301,53493972.0
350,1280053301,53493972.0
351,1280053301,53493972.0
352,1280053301,53493972.0
353,1280053301,53493972.0
354,1280053301,53493972.0
355,1280053301,53493972.0
356,1280053301,53493972.0
357,1280053301,53493972.0
358,1280053301,53493972.0
359,1280053301,53493972.0
360,1280053301,53493972.0
361,1280053301,53493972.0
362,1280053301,53493972.0
363,1280053301,53493972.0
364,1280053301,53493972.0
365,1280053301,53493972.0
366,1280053301,53493972.0
367,1280053301,53493972.0
368,1280053301,53493972.0
369,1280053301,53493972.0
370,1280053301,53493972.0
371,1280053301,53493972.0
372,1280053301,53493972.0
373,1280053301,53493972.0
374,1280053301,53493972.0
375,1280053301,53493972.0
376,1280053301,53493972.0
377,1280053301,53493972.0
378,1280053301,53493972.0
379,1280053301,53493972.0
380,1280053301,53493972.0
381,1280053301,53493972.0
382,1280053301,53493972.0
383,1280053301,53493972.0
384,1280053301,53493972.0
385,1280053301,53493972.0
386,1280053301,53493972.0
387,1280053301,53493972.0
